branch;chainage;type_code;station_label;dfs0
NTL 11000;200.0;1;W38 ;.\Waterdemand2.dfs0
NTL 12000;500.0;1;W38 ;.\Waterdemand2.dfs0
NTL 14000;200.0;1;W38 ;.\Waterdemand2.dfs0
NTL 3000;4830.0;1;W38 ;.\Waterdemand2.dfs0
NTL 3000;9000.0;1;W38 ;.\Waterdemand2.dfs0
NTL 7000;200.0;1;W38 ;.\Waterdemand2.dfs0
NTL 7000;4000.0;1;W38 ;.\Waterdemand2.dfs0
NTL 8000;5000.0;1;W38 ;.\Waterdemand2.dfs0
NTL 9000;5000.0;1;W38 ;.\Waterdemand2.dfs0
NTL 9000;9000.0;1;W38 ;.\Waterdemand2.dfs0
NTL 9000;9000.0;1;W38 ;.\Waterdemand2.dfs0
NUOC MAN;7441.0;1;W16 ;.\Waterdemand2.dfs0
NUOC NAN;1000.0;1;W30 ;.\Waterdemand2.dfs0
O MON;6268.0;1;W18 ;.\Waterdemand2.dfs0
O MON;8167.0;1;W17 ;.\Waterdemand2.dfs0
O MON;12000.0;1;W17 ;.\Waterdemand2.dfs0
O MON;16000.0;1;W18 ;.\Waterdemand2.dfs0
O MON;17000.0;1;W18 ;.\Waterdemand2.dfs0
O MON;19000.0;1;W18 ;.\Waterdemand2.dfs0
O MON;21000.0;1;W17 ;.\Waterdemand2.dfs0
O MON;23000.0;1;W18 ;.\Waterdemand2.dfs0
O MON;25000.0;1;W17 ;.\Waterdemand2.dfs0
O MON;26000.0;1;W18 ;.\Waterdemand2.dfs0
O MON;27000.0;1;W17 ;.\Waterdemand2.dfs0
O MON;30000.0;1;W17 ;.\Waterdemand2.dfs0
O MON;30000.0;1;W18 ;.\Waterdemand2.dfs0
O MON;40000.0;1;W18 ;.\Waterdemand2.dfs0
O MON;45000.0;1;W18 ;.\Waterdemand2.dfs0
O MON;48000.0;1;W18 ;.\Waterdemand2.dfs0
Ong Chuong;10866.0;1; NMT/74 ;.\Waterdemand2.dfs0
Ong Chuong;19773.0;1; NMT/74 ;.\Waterdemand2.dfs0
ONG DOC;2285.0;1;W59 ;.\Waterdemand2.dfs0
ONG DOC;9044.0;1;W58 ;.\Waterdemand2.dfs0
ONG DOC;11140.0;1;W59 ;.\Waterdemand2.dfs0
ONG DOC;17728.0;1;W59 ;.\Waterdemand2.dfs0
ONG DOC;27504.0;1;W61 ;.\Waterdemand2.dfs0
ONG HOACH;2000.0;1;W19 ;.\Waterdemand2.dfs0
ONG HOACH;3000.0;1;W19 ;.\Waterdemand2.dfs0
ONG HUONG;1623.0;1;W45 ;.\Waterdemand2.dfs0
ONG RO;2000.0;1;W41 ;.\Waterdemand2.dfs0
ONG RO;2000.0;1;W41 ;.\Waterdemand2.dfs0
OngQuang;2232.0;1;W18 ;.\Waterdemand2.dfs0
Phu Duc;1950.0;1; PR/108 ;.\Waterdemand2.dfs0
Phu Duc;12475.0;1; PR/108 ;.\Waterdemand2.dfs0
PHU NO;6000.0;1;W23 ;.\Waterdemand2.dfs0
Phu Thanh;1750.0;1; PR/108 ;.\Waterdemand2.dfs0
Phu Thanh;20500.0;1; PR/104 ;.\Waterdemand2.dfs0
Phung Thot;2250.0;1; PR/105 ;.\Waterdemand2.dfs0
Phuoc Xuyen2;4717.0;1; PR/108 ;.\Waterdemand2.dfs0
Phuoc Xuyen2;11373.0;1; PR/107 ;.\Waterdemand2.dfs0
Phuoc Xuyen2;11373.0;1; PR/108 ;.\Waterdemand2.dfs0
Phuoc Xuyen2;18686.0;1; PR/107 ;.\Waterdemand2.dfs0
Phuoc Xuyen2;28549.0;1; PR/104 ;.\Waterdemand2.dfs0
Phuoc Xuyen2;38128.0;1; PR/105 ;.\Waterdemand2.dfs0
Phuoc Xuyen2;49454.0;1; PR/103 ;.\Waterdemand2.dfs0
PL12_13;2385.0;1;W23 ;.\Waterdemand2.dfs0
PL16_PL30;1752.0;1;W22 ;.\Waterdemand2.dfs0
PS-CS 1;2000.0;1;W33 ;.\Waterdemand2.dfs0
PS-CS 1;2000.0;1;W33 ;.\Waterdemand2.dfs0
PS-CS 1;4500.0;1;W33 ;.\Waterdemand2.dfs0
PTN 1000;6000.0;1;W39 ;.\Waterdemand2.dfs0
PTN 1000;6000.0;1;W39 ;.\Waterdemand2.dfs0
PTN 3000;6000.0;1;W39 ;.\Waterdemand2.dfs0
PTN 3000;6000.0;1;W39 ;.\Waterdemand2.dfs0
PTN 5000;200.0;1;W39 ;.\Waterdemand2.dfs0
PTN 7000;6459.0;1;W39 ;.\Waterdemand2.dfs0
QUAN LO PH;200.0;1;W27 ;.\Waterdemand2.dfs0
Quan Lo PH;3936.0;1;W22 ;.\Waterdemand2.dfs0
QUAN LO PH;15793.0;1;W36 ;.\Waterdemand2.dfs0
QUAN LO PH;22797.0;1;W36 ;.\Waterdemand2.dfs0
QUAN LO PH;24381.0;1;W29 ;.\Waterdemand2.dfs0
QUAN LO PH;29133.0;1;W37 ;.\Waterdemand2.dfs0
QUAN LO PH;40170.0;1;W38 ;.\Waterdemand2.dfs0
Quan Lo PH;41146.0;1;W32 ;.\Waterdemand2.dfs0
Quan Lo PH;45867.0;1;W38 ;.\Waterdemand2.dfs0
QUAN LO PH;50588.0;1;W39 ;.\Waterdemand2.dfs0
QUAN LO PH;68102.0;1;W35 ;.\Waterdemand2.dfs0
QUAN LO PH;72782.0;1;W35 ;.\Waterdemand2.dfs0
QUAN LO PH;75583.0;1;W35 ;.\Waterdemand2.dfs0
QUAN LO PH;80008.0;1;W35 ;.\Waterdemand2.dfs0
QUOCPHONG14;1954.0;1;W54 ;.\Waterdemand2.dfs0
QUOCPHONG9;1691.0;1;W54 ;.\Waterdemand2.dfs0
R. THU NHAT;1945.0;1;W54 ;.\Waterdemand2.dfs0
R. THU NHAT;9741.0;1;W54 ;.\Waterdemand2.dfs0
R. THU NHAT;9741.0;1;W54 ;.\Waterdemand2.dfs0
R. Thuong Luong1;240.0;1;W54 ;.\Waterdemand2.dfs0
R.CAISU;6884.0;1;W50 ;.\Waterdemand2.dfs0
R.CAYT;3017.0;1;W50 ;.\Waterdemand2.dfs0
R.LUNGNGANG_1;9253.0;1;W56 ;.\Waterdemand2.dfs0
R.TAMTRIEU_1;1119.0;1;W50 ;.\Waterdemand2.dfs0
R.TAMTRIEU_1;8850.0;1;W50 ;.\Waterdemand2.dfs0
R.XeoDoi2;2000.0;1;W54 ;.\Waterdemand2.dfs0
RACH CA;1000.0;1;W36 ;.\Waterdemand2.dfs0
RACH CA;2088.0;1;W36 ;.\Waterdemand2.dfs0
RACH CAI NHAP;200.0;1;W65 ;.\Waterdemand2.dfs0
Rach Gia HT;16407.0;1; LXQ/15 ;.\Waterdemand2.dfs0
Rach Gia HT;42652.0;1; LXQ/7 ;.\Waterdemand2.dfs0
Rach Gia HT;61434.0;1; LXQ/7 ;.\Waterdemand2.dfs0
Rach Gia HT;73603.0;1; LXQ/6 ;.\Waterdemand2.dfs0
Rach Gia HT;76789.0;1; LXQ/6 ;.\Waterdemand2.dfs0
Rach Gia HT;79323.0;1; LXQ/2 ;.\Waterdemand2.dfs0
Rach Gia HT;87599.0;1; LXQ/6 ;.\Waterdemand2.dfs0
Rach Gia LX;8692.0;1; LXQ/14 ;.\Waterdemand2.dfs0
Rach Gia LX;24393.0;1; LXQ/13 ;.\Waterdemand2.dfs0
Rach Gia LX;51263.0;1; LXQ/13 ;.\Waterdemand2.dfs0
Rach Gia LX;57251.0;1; LXQ/13 ;.\Waterdemand2.dfs0
Rach Goc;4515.0;1; WEVC/115 ;.\Waterdemand2.dfs0
Rach Sao;2100.0;1; PR/104 ;.\Waterdemand2.dfs0
Rach Sao;8975.0;1; PR/104 ;.\Waterdemand2.dfs0
RACH SEN3;1300.0;1;W26 ;.\Waterdemand2.dfs0
Rach Tram MB;13500.0;1; WEVC/115 ;.\Waterdemand2.dfs0
Rach Tram MB;22150.0;1; WEVC/115 ;.\Waterdemand2.dfs0
RACH_BA_THANH;8059.0;1;W66 ;.\Waterdemand2.dfs0
RACH_BA_THANH;10813.0;1;W66 ;.\Waterdemand2.dfs0
Rach_Cai_Dam;3648.0;1; NMT/70 ;.\Waterdemand2.dfs0
RACH_CAI_DAU;921.0;1;W19 ;.\Waterdemand2.dfs0
RACH_CAI_DAU;3957.0;1;W19 ;.\Waterdemand2.dfs0
RACH_CHANH;4451.0;1;W18 ;.\Waterdemand2.dfs0
RACH_DUONG_KEO2;20996.0;1;W66 ;.\Waterdemand2.dfs0
Rach_Ho;5785.0;1; PR/103 ;.\Waterdemand2.dfs0
Rach_Sanh_Nhien;994.0;1; NMT/77 ;.\Waterdemand2.dfs0
RACH_TRA_NIEN_LON;3891.0;1;W18 ;.\Waterdemand2.dfs0
RACHMONGHOA;3000.0;1;W52 ;.\Waterdemand2.dfs0
RACHMONGHOA;3000.0;1;W52 ;.\Waterdemand2.dfs0
RACHNHUM;3500.0;1;W18 ;.\Waterdemand2.dfs0
RACHONGDUA_1;2381.0;1;W18 ;.\Waterdemand2.dfs0
RACHRAUDUA;200.0;1;W61 ;.\Waterdemand2.dfs0
RACHRAUDUA;3000.0;1;W61 ;.\Waterdemand2.dfs0
RACHRUONG1;5754.0;1;W58 ;.\Waterdemand2.dfs0
RACHTHUCHIN1;1737.0;1;W54 ;.\Waterdemand2.dfs0
RACHTHUCHIN1;3716.0;1;W54 ;.\Waterdemand2.dfs0
RACHTHUCHIN2;2940.0;1;W54 ;.\Waterdemand2.dfs0
RACHTHUCHIN2;4942.0;1;W54 ;.\Waterdemand2.dfs0
RACHTHUCHIN2;4942.0;1;W54 ;.\Waterdemand2.dfs0
RACHTRAQUAN;2000.0;1;W52 ;.\Waterdemand2.dfs0
RACHXEODUOC;3807.0;1;W52 ;.\Waterdemand2.dfs0
RACHXEOVET;3709.0;1;W54 ;.\Waterdemand2.dfs0
RACHXEOVET;3709.0;1;W54 ;.\Waterdemand2.dfs0
RANH;2124.0;1;W20 ;.\Waterdemand2.dfs0
RANH HAT;24900.0;1;W18 ;.\Waterdemand2.dfs0
RANHHAT1;2087.0;1;W43 ;.\Waterdemand2.dfs0
RANHHAT2;3676.0;1;W43 ;.\Waterdemand2.dfs0
RANHHAT2;5689.0;1;W43 ;.\Waterdemand2.dfs0
RANHTINH;200.0;1;W18 ;.\Waterdemand2.dfs0
RANHTINH;1098.0;1;W18 ;.\Waterdemand2.dfs0
Rau Cau;10807.0;1; NMT/79 ;.\Waterdemand2.dfs0
RAY;8000.0;1;W28 ;.\Waterdemand2.dfs0
RE;200.0;1;W26 ;.\Waterdemand2.dfs0
RUNG;2000.0;1;W30 ;.\Waterdemand2.dfs0
RXEOQUAO;3285.0;1;W54 ;.\Waterdemand2.dfs0
S. BL K DOI;1825.0;1; CD/118 ;.\Waterdemand2.dfs0
S. CUA LON-BO DE;12122.0;1;W65 ;.\Waterdemand2.dfs0
S. CUA LON-BO DE;17098.0;1;W66 ;.\Waterdemand2.dfs0
S. CUA LON-BO DE;35821.0;1;W65 ;.\Waterdemand2.dfs0
S. CUA LON-BO DE;47974.0;1;W65 ;.\Waterdemand2.dfs0
S. DAM CHIM;8603.0;1;W64 ;.\Waterdemand2.dfs0
S. DAM CHIM;26535.0;1;W63 ;.\Waterdemand2.dfs0
S. DAM DOI;11830.0;1;W63 ;.\Waterdemand2.dfs0
S. DAM DOI;15543.0;1;W62 ;.\Waterdemand2.dfs0
S. DAM DOI;20993.0;1;W62 ;.\Waterdemand2.dfs0
S. DAM DOI;30437.0;1;W63 ;.\Waterdemand2.dfs0
SA DI;12000.0;1;W28 ;.\Waterdemand2.dfs0
SA LON;7000.0;1;W26 ;.\Waterdemand2.dfs0
SA LON;8000.0;1;W26 ;.\Waterdemand2.dfs0
SA LON1;500.0;1;W26 ;.\Waterdemand2.dfs0
SA MOP;2000.0;1;W28 ;.\Waterdemand2.dfs0
SA MOP1;2088.0;1;W28 ;.\Waterdemand2.dfs0
Sa Rai;5300.0;1; PR/112 ;.\Waterdemand2.dfs0
SAINTENOY;9425.0;1;W20 ;.\Waterdemand2.dfs0
SAINTENOY5;7602.0;1;W27 ;.\Waterdemand2.dfs0
SARAICANAL;3500.0;1; SMT/85 ;.\Waterdemand2.dfs0
Sau Au;5675.0;1; TA/98 ;.\Waterdemand2.dfs0
SAUKIM;200.0;1;W18 ;.\Waterdemand2.dfs0
So 1_2;8647.0;1; PR/101 ;.\Waterdemand2.dfs0
SOC DON;200.0;1;W46 ;.\Waterdemand2.dfs0
SOC DON;1377.0;1;W30 ;.\Waterdemand2.dfs0
SOC TRANG;29117.0;1;W25 ;.\Waterdemand2.dfs0
SONG CU;2609.0;1;W41 ;.\Waterdemand2.dfs0
Song Trang;2054.0;1; PR/113 ;.\Waterdemand2.dfs0
Song Trang;10789.0;1; PR/110 ;.\Waterdemand2.dfs0
SONG_GIUC_THUONG;5160.0;1;W16 ;.\Waterdemand2.dfs0
Song_Hoa_Thanh;2237.0;1; NMT/80 ;.\Waterdemand2.dfs0
Song_LaiVung_Rach_HoaLong;3065.0;1; NMT/78 ;.\Waterdemand2.dfs0
ST THOA;1000.0;1;W28 ;.\Waterdemand2.dfs0
STDNGAI;200.0;1;W23 ;.\Waterdemand2.dfs0
T NHAT QLPH;3000.0;1;W41 ;.\Waterdemand2.dfs0
T NHAT QLPH;6000.0;1;W41 ;.\Waterdemand2.dfs0
T1;750.0;1; WEVC/116 ;.\Waterdemand2.dfs0
T2;2250.0;1; WEVC/116 ;.\Waterdemand2.dfs0
T6;1850.0;1; WEVC/116 ;.\Waterdemand2.dfs0
T7;1200.0;1; WEVC/116 ;.\Waterdemand2.dfs0
TA AN;2000.0;1;W26 ;.\Waterdemand2.dfs0
Ta Manh;1250.0;1; LXQ/15 ;.\Waterdemand2.dfs0
Tam Ngan;4925.0;1; LXQ/4 ;.\Waterdemand2.dfs0
TAM THUOC;3596.0;1;W31 ;.\Waterdemand2.dfs0
TAM THUOC1;6000.0;1;W27 ;.\Waterdemand2.dfs0
Tan Cong Chi;9339.0;1; PR/109 ;.\Waterdemand2.dfs0
Tan Cong Chi;26058.0;1; PR/108 ;.\Waterdemand2.dfs0
Tan Cong Chi4;12256.0;1; PR/104 ;.\Waterdemand2.dfs0
Tan Hiep;2100.0;1; LXQ/12 ;.\Waterdemand2.dfs0
Tan Hiep;17088.0;1; LXQ/13 ;.\Waterdemand2.dfs0
Tan Hiep;28238.0;1; LXQ/14 ;.\Waterdemand2.dfs0
Tan Thanh;10444.0;1; PR/109 ;.\Waterdemand2.dfs0
Tan Thanh LG;12988.0;1; PR/109 ;.\Waterdemand2.dfs0
Tan Thanh LG;31480.0;1; PR/110 ;.\Waterdemand2.dfs0
Tan Thanh LG;31480.0;1; PR/113 ;.\Waterdemand2.dfs0
Tan Thanh LG;40121.0;1; PR/110 ;.\Waterdemand2.dfs0
Tan Thanh LG;49859.0;1; PR/110 ;.\Waterdemand2.dfs0
TAY TAU;200.0;1;W28 ;.\Waterdemand2.dfs0
TAY TAU;3323.0;1;W28 ;.\Waterdemand2.dfs0
TC NHAN;3000.0;1;W29 ;.\Waterdemand2.dfs0
TC NHAN;3000.0;1;W29 ;.\Waterdemand2.dfs0
TC NHAN;9000.0;1;W29 ;.\Waterdemand2.dfs0
TCMNEO;2000.0;1;W23 ;.\Waterdemand2.dfs0
TH GIONG CAT;8000.0;1;W26 ;.\Waterdemand2.dfs0
Tha La;2250.0;1; LXQ/10 ;.\Waterdemand2.dfs0
Tha La;15150.0;1; LXQ/11 ;.\Waterdemand2.dfs0
Tha La;22150.0;1; LXQ/12 ;.\Waterdemand2.dfs0
THACH MY;6000.0;1;W30 ;.\Waterdemand2.dfs0
Thach My;6496.0;1;W30 ;.\Waterdemand2.dfs0
Thach My;9000.0;1;W30 ;.\Waterdemand2.dfs0
THACH MY;11000.0;1;W30 ;.\Waterdemand2.dfs0
THACH MY;16210.0;1;W30 ;.\Waterdemand2.dfs0
THACH MY;20000.0;1;W30 ;.\Waterdemand2.dfs0
THACH MYNHO;863.0;1;W30 ;.\Waterdemand2.dfs0
THANH BINH;2000.0;1;W28 ;.\Waterdemand2.dfs0
Thay Cay;2500.0;1; PR/104 ;.\Waterdemand2.dfs0
Thay Lam;1750.0;1; NMT/77 ;.\Waterdemand2.dfs0
THAY NAM;5000.0;1;W22 ;.\Waterdemand2.dfs0
THAY NAM;5000.0;1;W22 ;.\Waterdemand2.dfs0
THAY PHO;2000.0;1;W41 ;.\Waterdemand2.dfs0
THAY PHO;6000.0;1;W41 ;.\Waterdemand2.dfs0
THGCAT;1492.0;1;W23 ;.\Waterdemand2.dfs0
THI DOI;3500.0;1;W17 ;.\Waterdemand2.dfs0
THI DOI;11073.0;1;W17 ;.\Waterdemand2.dfs0
THOM ROM;1000.0;1;W17 ;.\Waterdemand2.dfs0
THOM ROM;9000.0;1;W17 ;.\Waterdemand2.dfs0
THOM ROM;10000.0;1;W17 ;.\Waterdemand2.dfs0
THOM ROM;16000.0;1;W17 ;.\Waterdemand2.dfs0
THOM ROM;16000.0;1;W17 ;.\Waterdemand2.dfs0
THOM ROM;18000.0;1;W17 ;.\Waterdemand2.dfs0
THONG LUU;6000.0;1;W30 ;.\Waterdemand2.dfs0
THONGNHAT_CANAL;13957.0;1; SMT/85 ;.\Waterdemand2.dfs0
THOT NOT;32000.0;1;W17 ;.\Waterdemand2.dfs0
THOT NOT;34000.0;1;W16 ;.\Waterdemand2.dfs0
THOT NOT;40000.0;1;W17 ;.\Waterdemand2.dfs0
THOT NOT;50329.0;1;W17 ;.\Waterdemand2.dfs0
THUY LOI;3000.0;1;W28 ;.\Waterdemand2.dfs0
Thuy Tan;2250.0;1; PR/107 ;.\Waterdemand2.dfs0
Tien;0.0;1; NMT/68 ;.\Waterdemand2.dfs0
Tien;0.0;1; NMT/68 ;.\Waterdemand2.dfs0
Tien;0.0;1; PR/111 ;.\Waterdemand2.dfs0
Tien;12782.0;1; PR/111 ;.\Waterdemand2.dfs0
Tien;30599.0;1; PR/103 ;.\Waterdemand2.dfs0
TIEP NHAT;6000.0;1;W25 ;.\Waterdemand2.dfs0
TIEP NHAT;6000.0;1;W25 ;.\Waterdemand2.dfs0
TIEP NHAT;9000.0;1;W25 ;.\Waterdemand2.dfs0
TIEP NHAT;13000.0;1;W25 ;.\Waterdemand2.dfs0
TIEP NHAT;16000.0;1;W25 ;.\Waterdemand2.dfs0
TIEP NHAT;24000.0;1;W25 ;.\Waterdemand2.dfs0
TIEU DUA;2080.0;1;W55 ;.\Waterdemand2.dfs0
TIEU DUA;6147.0;1;W56 ;.\Waterdemand2.dfs0
TIEU DUA;15500.0;1;W56 ;.\Waterdemand2.dfs0
TIEU DUA;18434.0;1;W56 ;.\Waterdemand2.dfs0
TIEU DUA;43000.0;1;W57 ;.\Waterdemand2.dfs0
Tong Hung LH;32532.0;1; NMT/80 ;.\Waterdemand2.dfs0
TP-BNHAN;400.0;1;W45 ;.\Waterdemand2.dfs0
TP-BNHAN;6000.0;1;W45 ;.\Waterdemand2.dfs0
TRA COI;3773.0;1;W26 ;.\Waterdemand2.dfs0
TRA CU CAN;14000.0;1;W27 ;.\Waterdemand2.dfs0
Tra Cu Thuong;2900.0;1; WEVC/116 ;.\Waterdemand2.dfs0
TRA CUONG;18000.0;1;W28 ;.\Waterdemand2.dfs0
TRA KHA;2000.0;1;W29 ;.\Waterdemand2.dfs0
Tra Su;3863.0;1; LXQ/11 ;.\Waterdemand2.dfs0
Tra Su;12500.0;1; LXQ/11 ;.\Waterdemand2.dfs0
TRA THE;2000.0;1;W30 ;.\Waterdemand2.dfs0
TRA_NGOA;10771.0;1; SMT/81 ;.\Waterdemand2.dfs0
TRA_NGOA;30976.0;1; SMT/83 ;.\Waterdemand2.dfs0
TraCu;9400.0;1; SMT/84 ;.\Waterdemand2.dfs0
TRAM BAU;200.0;1;W30 ;.\Waterdemand2.dfs0
TRAM TRE;2000.0;1;W29 ;.\Waterdemand2.dfs0
TRAU HOI;3000.0;1;W19 ;.\Waterdemand2.dfs0
Tri Ton;11229.0;1; LXQ/12 ;.\Waterdemand2.dfs0
Tri Ton;36751.0;1; LXQ/12 ;.\Waterdemand2.dfs0
Tri Ton;42000.0;1; LXQ/5 ;.\Waterdemand2.dfs0
Tri Ton;44725.0;1; LXQ/5 ;.\Waterdemand2.dfs0
Tron;37134.0;1; LXQ/14 ;.\Waterdemand2.dfs0
Tron;52000.0;1; LXQ/14 ;.\Waterdemand2.dfs0
TSH10;200.0;1;W16 ;.\Waterdemand2.dfs0
TSH101;2479.0;1;W17 ;.\Waterdemand2.dfs0
TSH107;200.0;1;W17 ;.\Waterdemand2.dfs0
TSH109;500.0;1;W17 ;.\Waterdemand2.dfs0
TSH111;4046.0;1;W16 ;.\Waterdemand2.dfs0
TSH112;200.0;1;W16 ;.\Waterdemand2.dfs0
TSH112;1677.0;1;W16 ;.\Waterdemand2.dfs0
TSH115;3637.0;1;W16 ;.\Waterdemand2.dfs0
TSH119;7731.0;1;W17 ;.\Waterdemand2.dfs0
TSH119;7731.0;1;W17 ;.\Waterdemand2.dfs0
TSH121;1505.0;1;W17 ;.\Waterdemand2.dfs0
TSH122;200.0;1;W17 ;.\Waterdemand2.dfs0
TSH124;500.0;1;W17 ;.\Waterdemand2.dfs0
TSH124;500.0;1;W17 ;.\Waterdemand2.dfs0
TSH125;500.0;1;W17 ;.\Waterdemand2.dfs0
TSH13;3805.0;1;W16 ;.\Waterdemand2.dfs0
TSH130;4753.0;1;W17 ;.\Waterdemand2.dfs0
TSH131;200.0;1;W17 ;.\Waterdemand2.dfs0
TSH133;2447.0;1;W17 ;.\Waterdemand2.dfs0
TSH135;3501.0;1;W17 ;.\Waterdemand2.dfs0
TSH136;1500.0;1;W17 ;.\Waterdemand2.dfs0
TSH137;3114.0;1;W17 ;.\Waterdemand2.dfs0
TSH139;200.0;1;W17 ;.\Waterdemand2.dfs0
TSH139;2471.0;1;W17 ;.\Waterdemand2.dfs0
TSH139;3559.0;1;W17 ;.\Waterdemand2.dfs0
TSH139;3559.0;1;W17 ;.\Waterdemand2.dfs0
TSH14;200.0;1;W16 ;.\Waterdemand2.dfs0
TSH16;3791.0;1;W16 ;.\Waterdemand2.dfs0
TSH16;3791.0;1;W16 ;.\Waterdemand2.dfs0
TSH17;200.0;1;W16 ;.\Waterdemand2.dfs0
TSH18;200.0;1;W16 ;.\Waterdemand2.dfs0
TSH18;3798.0;1;W16 ;.\Waterdemand2.dfs0
TSH2;9951.0;1;W17 ;.\Waterdemand2.dfs0
TSH20;4264.0;1;W16 ;.\Waterdemand2.dfs0
TSH21;5208.0;1;W16 ;.\Waterdemand2.dfs0
TSH23;200.0;1;W16 ;.\Waterdemand2.dfs0
TSH25;500.0;1;W16 ;.\Waterdemand2.dfs0
TSH3;1450.0;1;W17 ;.\Waterdemand2.dfs0
TSH3;3229.0;1;W17 ;.\Waterdemand2.dfs0
TSH3;5464.0;1;W17 ;.\Waterdemand2.dfs0
TSH34;3515.0;1;W16 ;.\Waterdemand2.dfs0
TSH38;200.0;1;W16 ;.\Waterdemand2.dfs0
TSH40;4427.0;1;W16 ;.\Waterdemand2.dfs0
TSH48;1769.0;1;W16 ;.\Waterdemand2.dfs0
TSH48;4323.0;1;W16 ;.\Waterdemand2.dfs0
TSH58;1784.0;1;W16 ;.\Waterdemand2.dfs0
TSH66;200.0;1;W16 ;.\Waterdemand2.dfs0
TSH66;3108.0;1;W16 ;.\Waterdemand2.dfs0
TSH7;4441.0;1;W16 ;.\Waterdemand2.dfs0
TSH76;3201.0;1;W17 ;.\Waterdemand2.dfs0
TSH79;2388.0;1;W17 ;.\Waterdemand2.dfs0
TSH8;2476.0;1;W16 ;.\Waterdemand2.dfs0
TSH81;2327.0;1;W17 ;.\Waterdemand2.dfs0
TSH84;200.0;1;W17 ;.\Waterdemand2.dfs0
TSH85;5511.0;1;W17 ;.\Waterdemand2.dfs0
TSH87;3106.0;1;W17 ;.\Waterdemand2.dfs0
TSH9;2370.0;1;W16 ;.\Waterdemand2.dfs0
TSH97;200.0;1;W17 ;.\Waterdemand2.dfs0
TSH99;200.0;1;W17 ;.\Waterdemand2.dfs0
Tu Thuong;2250.0;1; PR/111 ;.\Waterdemand2.dfs0
Tu Thuong;7500.0;1; PR/111 ;.\Waterdemand2.dfs0
TV_16_30_2006;4405.0;1; SMT/86 ;.\Waterdemand2.dfs0
U-QLPH10;500.0;1;W33 ;.\Waterdemand2.dfs0
U-QLPH10;5000.0;1;W33 ;.\Waterdemand2.dfs0
U-QLPH11;6000.0;1;W33 ;.\Waterdemand2.dfs0
U-QLPH15;200.0;1;W32 ;.\Waterdemand2.dfs0
U-QLPH16;4000.0;1;W32 ;.\Waterdemand2.dfs0
U-QLPH17;8000.0;1;W33 ;.\Waterdemand2.dfs0
U-QLPH18;2000.0;1;W33 ;.\Waterdemand2.dfs0
U-QLPH18;9226.0;1;W34 ;.\Waterdemand2.dfs0
U-QLPH19;904.0;1;W31 ;.\Waterdemand2.dfs0
U-QLPH19;2000.0;1;W31 ;.\Waterdemand2.dfs0
U-QLPH19;6500.0;1;W32 ;.\Waterdemand2.dfs0
U-QLPH19;15671.0;1;W32 ;.\Waterdemand2.dfs0
U-QLPH19;25425.0;1;W33 ;.\Waterdemand2.dfs0
U-QLPH23;200.0;1;W31 ;.\Waterdemand2.dfs0
U-QLPH23;3000.0;1;W31 ;.\Waterdemand2.dfs0
U-QLPH27;200.0;1;W31 ;.\Waterdemand2.dfs0
U-QLPH27;200.0;1;W31 ;.\Waterdemand2.dfs0
U-QLPH28;3134.0;1;W31 ;.\Waterdemand2.dfs0
U-QLPH29;3000.0;1;W31 ;.\Waterdemand2.dfs0
U-QLPH3;200.0;1;W36 ;.\Waterdemand2.dfs0
U-QLPH31;200.0;1;W31 ;.\Waterdemand2.dfs0
U-QLPH32;3000.0;1;W31 ;.\Waterdemand2.dfs0
U-QLPH35;3000.0;1;W31 ;.\Waterdemand2.dfs0
U-QLPH36;4800.0;1;W31 ;.\Waterdemand2.dfs0
U-QLPH37;2472.0;1;W31 ;.\Waterdemand2.dfs0
U-QLPH41;1546.0;1;W30 ;.\Waterdemand2.dfs0
U-QLPH46;1000.0;1;W29 ;.\Waterdemand2.dfs0
U-QLPH46;12000.0;1;W29 ;.\Waterdemand2.dfs0
U-QLPH47;1164.0;1;W30 ;.\Waterdemand2.dfs0
U-QLPH49;4092.0;1;W28 ;.\Waterdemand2.dfs0
U-QLPH5;700.0;1;W36 ;.\Waterdemand2.dfs0
U-QLPH50;2000.0;1;W37 ;.\Waterdemand2.dfs0
U-QLPH51;1000.0;1;W25 ;.\Waterdemand2.dfs0
U-QLPH6;4000.0;1;W34 ;.\Waterdemand2.dfs0
U-QLPH6;4785.0;1;W34 ;.\Waterdemand2.dfs0
U-QLPH8;2000.0;1;W34 ;.\Waterdemand2.dfs0
U-QLPH8;2000.0;1;W34 ;.\Waterdemand2.dfs0
U-QLPH8;5000.0;1;W34 ;.\Waterdemand2.dfs0
U-QLPH8;6000.0;1;W34 ;.\Waterdemand2.dfs0
U-QLPH8;8000.0;1;W34 ;.\Waterdemand2.dfs0
U-QLPH8;10000.0;1;W35 ;.\Waterdemand2.dfs0
UMH1;6000.0;1;W57 ;.\Waterdemand2.dfs0
UMH1;6000.0;1;W57 ;.\Waterdemand2.dfs0
UMH1;9000.0;1;W57 ;.\Waterdemand2.dfs0
UMH12;3000.0;1;W57 ;.\Waterdemand2.dfs0
UMH13;3000.0;1;W57 ;.\Waterdemand2.dfs0
UMH14;6000.0;1;W57 ;.\Waterdemand2.dfs0
UMH15;200.0;1;W57 ;.\Waterdemand2.dfs0
UMH16;5436.0;1;W57 ;.\Waterdemand2.dfs0
