tram;thoi_gian;t_s;bief;sec;ZREF;Z;QMIN;FR;VMIN;Y;Q
CanTho;2011-10-07 04:00:00;532800.0;6;269;-26.9112;2.222;14172.321;0.05643;0.7653;29.133;14172.321
TanChau;2011-10-07 04:00:00;532800.0;29;1126;-32.2556;4.351;23323.42;0.09016;1.349;36.606;23323.42
MyThuan;2011-10-07 04:00:00;532800.0;32;1305;-25.7667;1.794;16095.901;0.07084;0.9698;27.561;16095.901
VamNao;2011-10-07 04:00:00;532800.0;47;1510;-21.7944;3.957;6833.768;0.07023;0.8615;25.751;6833.768
ChauDoc;2011-10-07 05:00:00;536400.0;3;62;-18.895;5.157;7887.433;0.10409;1.2934;24.052;7887.433
CanTho;2011-10-07 05:00:00;536400.0;6;269;-26.9112;2.161;14944.777;0.05976;0.8097;29.072;14944.777
TanChau;2011-10-07 05:00:00;536400.0;29;1126;-32.2556;4.41;23497.729;0.09049;1.3556;36.666;23497.729
MyThuan;2011-10-07 05:00:00;536400.0;32;1305;-25.7667;1.701;16733.215;0.07409;1.0131;27.468;16733.215
VamNao;2011-10-07 05:00:00;536400.0;47;1510;-21.7944;4.013;6976.162;0.07142;0.8764;25.807;6976.162
ChauDoc;2011-10-07 06:00:00;540000.0;3;62;-18.895;5.209;7945.661;0.10434;1.2987;24.104;7945.661
CanTho;2011-10-07 06:00:00;540000.0;6;269;-26.9112;2.083;15580.803;0.06265;0.8476;28.994;15580.803
TanChau;2011-10-07 06:00:00;540000.0;29;1126;-32.2556;4.448;23744.672;0.09123;1.3675;36.703;23744.672
MyThuan;2011-10-07 06:00:00;540000.0;32;1305;-25.7667;1.598;17320.859;0.0772;1.0544;27.365;17320.859
VamNao;2011-10-07 06:00:00;540000.0;47;1510;-21.7944;4.04;7069.924;0.07224;0.8867;25.835;7069.924
ChauDoc;2011-10-07 07:00:00;543600.0;3;62;-18.895;5.242;8011.122;0.10487;1.3067;24.137;8011.122
CanTho;2011-10-07 07:00:00;543600.0;6;269;-26.9112;2.007;15990.611;0.06464;0.8734;28.919;15990.611
TanChau;2011-10-07 07:00:00;543600.0;29;1126;-32.2556;4.468;23929.684;0.09182;1.377;36.724;23929.684
MyThuan;2011-10-07 07:00:00;543600.0;32;1305;-25.7667;1.496;17712.045;0.07947;1.084;27.263;17712.045
VamNao;2011-10-07 07:00:00;543600.0;47;1510;-21.7944;4.053;7190.955;0.07342;0.9012;25.848;7190.955
ChauDoc;2011-10-07 08:00:00;547200.0;3;62;-18.895;5.259;8051.602;0.10523;1.3119;24.154;8051.602
CanTho;2011-10-07 08:00:00;547200.0;6;269;-26.9112;1.947;16146.964;0.06555;0.8849;28.858;16146.964
TanChau;2011-10-07 08:00:00;547200.0;29;1126;-32.2556;4.47;24025.416;0.09218;1.3824;36.726;24025.416
MyThuan;2011-10-07 08:00:00;547200.0;32;1305;-25.7667;1.411;17851.701;0.08054;1.0975;27.177;17851.701
VamNao;2011-10-07 08:00:00;547200.0;47;1510;-21.7944;4.05;7277.961;0.07432;0.9123;25.845;7277.961
ChauDoc;2011-10-07 09:00:00;550800.0;3;62;-18.895;5.26;8077.467;0.10556;1.316;24.155;8077.467
CanTho;2011-10-07 09:00:00;550800.0;6;269;-26.9112;1.921;15992.722;0.06505;0.8776;28.832;15992.722
TanChau;2011-10-07 09:00:00;550800.0;29;1126;-32.2556;4.457;24078.338;0.09246;1.3862;36.713;24078.338
MyThuan;2011-10-07 09:00:00;550800.0;32;1305;-25.7667;1.358;17720.129;0.08023;1.0924;27.125;17720.129
VamNao;2011-10-07 09:00:00;550800.0;47;1510;-21.7944;4.034;7318.684;0.07482;0.9183;25.828;7318.684
ChauDoc;2011-10-07 10:00:00;554400.0;3;62;-18.895;5.248;8086.819;0.1058;1.3185;24.143;8086.819
CanTho;2011-10-07 10:00:00;554400.0;6;269;-26.9112;1.97;15301.253;0.06202;0.8375;28.881;15301.253
TanChau;2011-10-07 10:00:00;554400.0;29;1126;-32.2556;4.432;24033.988;0.09243;1.3851;36.688;24033.988
MyThuan;2011-10-07 10:00:00;554400.0;32;1305;-25.7667;1.369;17149.312;0.07759;1.0567;27.135;17149.312
VamNao;2011-10-07 10:00:00;554400.0;47;1510;-21.7944;4.011;7324.774;0.075;0.9203;25.806;7324.774
ChauDoc;2011-10-07 11:00:00;558000.0;3;62;-18.895;5.232;8091.869;0.10603;1.3207;24.127;8091.869
CanTho;2011-10-07 11:00:00;558000.0;6;269;-26.9112;2.057;14606.051;0.05884;0.7957;28.968;14606.051
TanChau;2011-10-07 11:00:00;558000.0;29;1126;-32.2556;4.406;24010.975;0.09249;1.3854;36.662;24010.975
MyThuan;2011-10-07 11:00:00;558000.0;32;1305;-25.7667;1.434;16440.256;0.07407;1.0095;27.2;16440.256
VamNao;2011-10-07 11:00:00;558000.0;47;1510;-21.7944;3.988;7268.619;0.07454;0.9146;25.782;7268.619
ChauDoc;2011-10-07 12:00:00;561600.0;3;62;-18.895;5.217;8086.857;0.10612;1.3212;24.112;8086.857
CanTho;2011-10-07 12:00:00;561600.0;6;269;-26.9112;2.09;14631.649;0.0588;0.7957;29.002;14631.649
TanChau;2011-10-07 12:00:00;561600.0;29;1126;-32.2556;4.38;23820.006;0.09191;1.3759;36.636;23820.006
MyThuan;2011-10-07 12:00:00;561600.0;32;1305;-25.7667;1.486;16285.321;0.07312;0.9972;27.252;16285.321
VamNao;2011-10-07 12:00:00;561600.0;47;1510;-21.7944;3.98;7150.057;0.07336;0.9001;25.774;7150.057
ChauDoc;2011-10-07 13:00:00;565200.0;3;62;-18.895;5.21;8061.649;0.10585;1.3176;24.105;8061.649
CanTho;2011-10-07 13:00:00;565200.0;6;269;-26.9112;2.094;14901.428;0.05987;0.8102;29.006;14901.428
TanChau;2011-10-07 13:00:00;565200.0;29;1126;-32.2556;4.372;23694.703;0.09147;1.3692;36.628;23694.703
MyThuan;2011-10-07 13:00:00;565200.0;32;1305;-25.7667;1.505;16492.898;0.07396;1.0089;27.272;16492.898
VamNao;2011-10-07 13:00:00;565200.0;47;1510;-21.7944;3.983;6966.357;0.07146;0.8768;25.777;6966.357
ChauDoc;2011-10-07 14:00:00;568800.0;3;62;-18.895;5.207;8033.141;0.10551;1.3132;24.102;8033.141
CanTho;2011-10-07 14:00:00;568800.0;6;269;-26.9112;2.063;15287.949;0.06156;0.8326;28.974;15287.949
TanChau;2011-10-07 14:00:00;568800.0;29;1126;-32.2556;4.38;23657.057;0.09128;1.3665;36.636;23657.057
MyThuan;2011-10-07 14:00:00;568800.0;32;1305;-25.7667;1.472;16949.41;0.07617;1.0386;27.239;16949.41
VamNao;2011-10-07 14:00:00;568800.0;47;1510;-21.7944;3.988;6926.492;0.07103;0.8715;25.782;6926.492
ChauDoc;2011-10-07 15:00:00;572400.0;3;62;-18.895;5.206;8019.155;0.10534;1.311;24.101;8019.155
CanTho;2011-10-07 15:00:00;572400.0;6;269;-26.9112;1.994;15771.814;0.06382;0.8621;28.905;15771.814
TanChau;2011-10-07 15:00:00;572400.0;29;1126;-32.2556;4.387;23674.303;0.0913;1.3671;36.643;23674.303
MyThuan;2011-10-07 15:00:00;572400.0;32;1305;-25.7667;1.394;17521.189;0.07914;1.0781;27.161;17521.189
VamNao;2011-10-07 15:00:00;572400.0;47;1510;-21.7944;3.991;6963.351;0.07139;0.876;25.785;6963.351
ChauDoc;2011-10-07 16:00:00;576000.0;3;62;-18.895;5.204;8015.555;0.1053;1.3105;24.099;8015.555
CanTho;2011-10-07 16:00:00;576000.0;6;269;-26.9112;1.901;16252.052;0.06619;0.8928;28.813;16252.052
TanChau;2011-10-07 16:00:00;576000.0;29;1126;-32.2556;4.388;23716.461;0.09146;1.3695;36.644;23716.461
MyThuan;2011-10-07 16:00:00;576000.0;32;1305;-25.7667;1.282;18072.732;0.08223;1.1187;27.049;18072.732
VamNao;2011-10-07 16:00:00;576000.0;47;1510;-21.7944;3.985;7030.002;0.0721;0.8847;25.78;7030.002
ChauDoc;2011-10-07 17:00:00;579600.0;3;62;-18.895;5.199;8023.916;0.10547;1.3124;24.094;8023.916
CanTho;2011-10-07 17:00:00;579600.0;6;269;-26.9112;1.789;16701.32;0.06857;0.923;28.701;16701.32
TanChau;2011-10-07 17:00:00;579600.0;29;1126;-32.2556;4.377;23773.047;0.09174;1.3734;36.633;23773.047
MyThuan;2011-10-07 17:00:00;579600.0;32;1305;-25.7667;1.151;18510.844;0.08496;1.1539;26.917;18510.844
VamNao;2011-10-07 17:00:00;579600.0;47;1510;-21.7944;3.967;7102.796;0.07294;0.8948;25.762;7102.796
ChauDoc;2011-10-07 18:00:00;583200.0;3;62;-18.895;5.189;8050.727;0.10592;1.3176;24.084;8050.727
CanTho;2011-10-07 18:00:00;583200.0;6;269;-26.9112;1.677;16991.043;0.07032;0.9448;28.588;16991.043
TanChau;2011-10-07 18:00:00;583200.0;29;1126;-32.2556;4.353;23827.758;0.09209;1.378;36.609;23827.758
MyThuan;2011-10-07 18:00:00;583200.0;32;1305;-25.7667;1.013;18793.336;0.08705;1.1803;26.78;18793.336
VamNao;2011-10-07 18:00:00;583200.0;47;1510;-21.7944;3.937;7166.163;0.07374;0.9045;25.731;7166.163
ChauDoc;2011-10-07 19:00:00;586800.0;3;62;-18.895;5.169;8071.277;0.10639;1.3226;24.064;8071.277
CanTho;2011-10-07 19:00:00;586800.0;6;269;-26.9112;1.573;17109.797;0.07135;0.9568;28.484;17109.797
TanChau;2011-10-07 19:00:00;586800.0;29;1126;-32.2556;4.318;23874.488;0.09248;1.3829;36.574;23874.488
MyThuan;2011-10-07 19:00:00;586800.0;32;1305;-25.7667;0.882;18925.248;0.08844;1.1971;26.648;18925.248
VamNao;2011-10-07 19:00:00;586800.0;47;1510;-21.7944;3.895;7215.19;0.07445;0.913;25.69;7215.19
ChauDoc;2011-10-07 20:00:00;590400.0;3;62;-18.895;5.14;8083.049;0.10685;1.327;24.035;8083.049
CanTho;2011-10-07 20:00:00;590400.0;6;269;-26.9112;1.483;17096.09;0.07176;0.9608;28.394;17096.09
TanChau;2011-10-07 20:00:00;590400.0;29;1126;-32.2556;4.274;23907.898;0.09287;1.3875;36.53;23907.898
MyThuan;2011-10-07 20:00:00;590400.0;32;1305;-25.7667;0.767;18882.984;0.08893;1.202;26.534;18882.984
VamNao;2011-10-07 20:00:00;590400.0;47;1510;-21.7944;3.846;7247.122;0.07504;0.9199;25.64;7247.122
ChauDoc;2011-10-07 21:00:00;594000.0;3;62;-18.895;5.099;8075.81;0.10715;1.3292;23.994;8075.81
CanTho;2011-10-07 21:00:00;594000.0;6;269;-26.9112;1.419;16900.008;0.07127;0.9531;28.33;16900.008
TanChau;2011-10-07 21:00:00;594000.0;29;1126;-32.2556;4.225;23926.668;0.09323;1.3916;36.48;23926.668
MyThuan;2011-10-07 21:00:00;594000.0;32;1305;-25.7667;0.695;18528.957;0.08769;1.1841;26.462;18528.957
VamNao;2011-10-07 21:00:00;594000.0;47;1510;-21.7944;3.791;7260.859;0.07546;0.9248;25.586;7260.859
ChauDoc;2011-10-07 22:00:00;597600.0;3;62;-18.895;5.057;8072.237;0.10745;1.3322;23.952;8072.237
CanTho;2011-10-07 22:00:00;597600.0;6;269;-26.9112;1.414;16300.703;0.06877;0.9196;28.325;16300.703
TanChau;2011-10-07 22:00:00;597600.0;29;1126;-32.2556;4.172;23931.59;0.09356;1.3951;36.428;23931.59
MyThuan;2011-10-07 22:00:00;597600.0;32;1305;-25.7667;0.739;17358.51;0.08191;1.1066;26.506;17358.51
VamNao;2011-10-07 22:00:00;597600.0;47;1510;-21.7944;3.735;7261.0;0.07575;0.928;25.53;7261.0
ChauDoc;2011-10-07 23:00:00;601200.0;3;62;-18.895;5.014;8065.711;0.10771;1.3346;23.909;8065.711
CanTho;2011-10-07 23:00:00;601200.0;6;269;-26.9112;1.561;14638.994;0.0611;0.8192;28.473;14638.994
TanChau;2011-10-07 23:00:00;601200.0;29;1126;-32.2556;4.115;23780.014;0.09331;1.3898;36.37;23780.014
MyThuan;2011-10-07 23:00:00;601200.0;32;1305;-25.7667;1.006;14796.276;0.06857;0.9296;26.772;14796.276
VamNao;2011-10-07 23:00:00;601200.0;47;1510;-21.7944;3.683;7233.143;0.07573;0.9275;25.477;7233.143
ChauDoc;2011-10-08 00:00:00;604800.0;3;62;-18.895;4.97;8041.429;0.10774;1.3342;23.865;8041.429
CanTho;2011-10-08 00:00:00;604800.0;6;269;-26.9112;1.909;11914.064;0.0485;0.6542;28.82;11914.064
TanChau;2011-10-08 00:00:00;604800.0;29;1126;-32.2556;4.067;23671.072;0.09317;1.3864;36.323;23671.072
MyThuan;2011-10-08 00:00:00;604800.0;32;1305;-25.7667;1.395;12407.117;0.05604;0.7634;27.162;12407.117
VamNao;2011-10-08 00:00:00;604800.0;47;1510;-21.7944;3.639;7124.041;0.07481;0.916;25.434;7124.041
ChauDoc;2011-10-08 01:00:00;608400.0;3;62;-18.895;4.935;8007.359;0.10757;1.3315;23.83;8007.359
CanTho;2011-10-08 01:00:00;608400.0;6;269;-26.9112;2.148;11027.916;0.04414;0.5979;29.06;11027.916
TanChau;2011-10-08 01:00:00;608400.0;29;1126;-32.2556;4.054;23469.459;0.09245;1.3754;36.309;23469.459
MyThuan;2011-10-08 01:00:00;608400.0;32;1305;-25.7667;1.719;11880.998;0.05254;0.7187;27.486;11880.998
VamNao;2011-10-08 01:00:00;608400.0;47;1510;-21.7944;3.643;6968.053;0.07315;0.8957;25.438;6968.053
ChauDoc;2011-10-08 02:00:00;612000.0;3;62;-18.895;4.934;7940.016;0.10667;1.3203;23.829;7940.016
CanTho;2011-10-08 02:00:00;612000.0;6;269;-26.9112;2.243;11861.021;0.04716;0.6398;29.154;11861.021
TanChau;2011-10-08 02:00:00;612000.0;29;1126;-32.2556;4.1;23166.768;0.09099;1.3549;36.355;23166.768
MyThuan;2011-10-08 02:00:00;612000.0;32;1305;-25.7667;1.894;12903.357;0.05643;0.7734;27.66;12903.357
VamNao;2011-10-08 02:00:00;612000.0;47;1510;-21.7944;3.727;6663.653;0.06956;0.8521;25.521;6663.653
ChauDoc;2011-10-08 03:00:00;615600.0;3;62;-18.895;4.991;7871.955;0.1053;1.3044;23.886;7871.955
CanTho;2011-10-08 03:00:00;615600.0;6;269;-26.9112;2.282;12812.175;0.0508;0.6897;29.193;12812.175
TanChau;2011-10-08 03:00:00;615600.0;29;1126;-32.2556;4.198;22933.041;0.08951;1.3354;36.453;22933.041
MyThuan;2011-10-08 03:00:00;615600.0;32;1305;-25.7667;1.902;14548.943;0.0636;0.8717;27.668;14548.943
VamNao;2011-10-08 03:00:00;615600.0;47;1510;-21.7944;3.831;6527.616;0.06765;0.8293;25.626;6527.616
ChauDoc;2011-10-08 04:00:00;619200.0;3;62;-18.895;5.065;7861.407;0.10457;1.2967;23.96;7861.407
CanTho;2011-10-08 04:00:00;619200.0;6;269;-26.9112;2.251;13804.497;0.05486;0.7443;29.162;13804.497
TanChau;2011-10-08 04:00:00;619200.0;29;1126;-32.2556;4.298;23001.312;0.08921;1.3335;36.554;23001.312
MyThuan;2011-10-08 04:00:00;619200.0;32;1305;-25.7667;1.827;15795.268;0.06938;0.9501;27.593;15795.268
VamNao;2011-10-08 04:00:00;619200.0;47;1510;-21.7944;3.918;6645.824;0.06847;0.8398;25.713;6645.824
ChauDoc;2011-10-08 05:00:00;622800.0;3;62;-18.895;5.133;7888.263;0.10434;1.2956;24.028;7888.263
CanTho;2011-10-08 05:00:00;622800.0;6;269;-26.9112;2.168;14849.298;0.05935;0.8042;29.08;14849.298
TanChau;2011-10-08 05:00:00;622800.0;29;1126;-32.2556;4.375;23294.947;0.08991;1.3459;36.63;23294.947
MyThuan;2011-10-08 05:00:00;622800.0;32;1305;-25.7667;1.711;16730.824;0.07403;1.0124;27.478;16730.824
VamNao;2011-10-08 05:00:00;622800.0;47;1510;-21.7944;3.985;6806.141;0.06981;0.8566;25.779;6806.141
ChauDoc;2011-10-08 06:00:00;626400.0;3;62;-18.895;5.19;7936.919;0.10442;1.2989;24.085;7936.919
CanTho;2011-10-08 06:00:00;626400.0;6;269;-26.9112;2.068;15680.09;0.06311;0.8537;28.979;15680.09
TanChau;2011-10-08 06:00:00;626400.0;29;1126;-32.2556;4.429;23667.445;0.09104;1.3642;36.685;23667.445
MyThuan;2011-10-08 06:00:00;626400.0;32;1305;-25.7667;1.577;17478.5;0.07801;1.0652;27.343;17478.5
VamNao;2011-10-08 06:00:00;626400.0;47;1510;-21.7944;4.024;6975.124;0.07135;0.8757;25.819;6975.124
ChauDoc;2011-10-08 07:00:00;630000.0;3;62;-18.895;5.229;7998.587;0.10484;1.3058;24.124;7998.587
CanTho;2011-10-08 07:00:00;630000.0;6;269;-26.9112;1.961;16267.207;0.06598;0.8908;28.872;16267.207
TanChau;2011-10-08 07:00:00;630000.0;29;1126;-32.2556;4.461;23982.471;0.09207;1.3804;36.716;23982.471
MyThuan;2011-10-08 07:00:00;630000.0;32;1305;-25.7667;1.436;18057.832;0.08134;1.1087;27.203;18057.832
VamNao;2011-10-08 07:00:00;630000.0;47;1510;-21.7944;4.042;7167.672;0.07324;0.8989;25.836;7167.672
ChauDoc;2011-10-08 08:00:00;633600.0;3;62;-18.895;5.253;8061.792;0.10543;1.3141;24.148;8061.792
CanTho;2011-10-08 08:00:00;633600.0;6;269;-26.9112;1.864;16594.176;0.06777;0.9134;28.775;16594.176
TanChau;2011-10-08 08:00:00;633600.0;29;1126;-32.2556;4.47;24191.113;0.09282;1.3919;36.725;24191.113
MyThuan;2011-10-08 08:00:00;633600.0;32;1305;-25.7667;1.303;18418.629;0.08369;1.1388;27.07;18418.629
VamNao;2011-10-08 08:00:00;633600.0;47;1510;-21.7944;4.041;7317.592;0.07477;0.9178;25.835;7317.592
ChauDoc;2011-10-08 09:00:00;637200.0;3;62;-18.895;5.257;8095.257;0.10582;1.3192;24.152;8095.257
CanTho;2011-10-08 09:00:00;637200.0;6;269;-26.9112;1.785;16707.023;0.06861;0.9235;28.697;16707.023
TanChau;2011-10-08 09:00:00;637200.0;29;1126;-32.2556;4.457;24285.861;0.09325;1.3981;36.713;24285.861
MyThuan;2011-10-08 09:00:00;637200.0;32;1305;-25.7667;1.194;18507.295;0.0847;1.151;26.961;18507.295
VamNao;2011-10-08 09:00:00;637200.0;47;1510;-21.7944;4.023;7408.068;0.07579;0.9301;25.818;7408.068
ChauDoc;2011-10-08 10:00:00;640800.0;3;62;-18.895;5.246;8116.475;0.10621;1.3236;24.141;8116.475
CanTho;2011-10-08 10:00:00;640800.0;6;269;-26.9112;1.754;16444.971;0.06769;0.9106;28.665;16444.971
TanChau;2011-10-08 10:00:00;640800.0;29;1126;-32.2556;4.424;24199.543;0.09311;1.3952;36.68;24199.543
MyThuan;2011-10-08 10:00:00;640800.0;32;1305;-25.7667;1.143;18124.141;0.08323;1.1303;26.91;18124.141
VamNao;2011-10-08 10:00:00;640800.0;47;1510;-21.7944;3.993;7434.86;0.07622;0.9352;25.787;7434.86
ChauDoc;2011-10-08 11:00:00;644400.0;3;62;-18.895;5.223;8122.371;0.10652;1.3265;24.118;8122.371
CanTho;2011-10-08 11:00:00;644400.0;6;269;-26.9112;1.797;15697.262;0.06441;0.8672;28.708;15697.262
TanChau;2011-10-08 11:00:00;644400.0;29;1126;-32.2556;4.384;24179.666;0.09327;1.3965;36.639;24179.666
MyThuan;2011-10-08 11:00:00;644400.0;32;1305;-25.7667;1.191;17129.721;0.07841;1.0656;26.957;17129.721
VamNao;2011-10-08 11:00:00;644400.0;47;1510;-21.7944;3.951;7385.143;0.07592;0.9313;25.746;7385.143
ChauDoc;2011-10-08 12:00:00;648000.0;3;62;-18.895;5.191;8118.369;0.10679;1.3284;24.086;8118.369
CanTho;2011-10-08 12:00:00;648000.0;6;269;-26.9112;1.927;14520.842;0.05903;0.7966;28.838;14520.842
TanChau;2011-10-08 12:00:00;648000.0;29;1126;-32.2556;4.343;24085.004;0.09315;1.3935;36.598;24085.004
MyThuan;2011-10-08 12:00:00;648000.0;32;1305;-25.7667;1.345;15716.437;0.07122;0.9696;27.111;15716.437
VamNao;2011-10-08 12:00:00;648000.0;47;1510;-21.7944;3.916;7331.366;0.07555;0.9266;25.711;7331.366
ChauDoc;2011-10-08 13:00:00;651600.0;3;62;-18.895;5.165;8106.17;0.1069;1.3287;24.06;8106.17
CanTho;2011-10-08 13:00:00;651600.0;6;269;-26.9112;2.048;13869.433;0.0559;0.7559;28.96;13869.433
TanChau;2011-10-08 13:00:00;651600.0;29;1126;-32.2556;4.307;23853.852;0.09247;1.3824;36.562;23853.852
MyThuan;2011-10-08 13:00:00;651600.0;32;1305;-25.7667;1.492;15180.828;0.06813;0.9293;27.258;15180.828
VamNao;2011-10-08 13:00:00;651600.0;47;1510;-21.7944;3.896;7198.941;0.07428;0.911;25.69;7198.941
ChauDoc;2011-10-08 14:00:00;655200.0;3;62;-18.895;5.149;8075.2;0.10665;1.325;24.044;8075.2
CanTho;2011-10-08 14:00:00;655200.0;6;269;-26.9112;2.087;14161.395;0.05693;0.7703;28.998;14161.395
TanChau;2011-10-08 14:00:00;655200.0;29;1126;-32.2556;4.298;23671.789;0.09181;1.3723;36.554;23671.789
MyThuan;2011-10-08 14:00:00;655200.0;32;1305;-25.7667;1.552;15725.539;0.0703;0.9596;27.319;15725.539
VamNao;2011-10-08 14:00:00;655200.0;47;1510;-21.7944;3.903;6991.729;0.07211;0.8844;25.697;6991.729
ChauDoc;2011-10-08 15:00:00;658800.0;3;62;-18.895;5.149;8028.536;0.10603;1.3173;24.044;8028.536
CanTho;2011-10-08 15:00:00;658800.0;6;269;-26.9112;2.079;14695.478;0.0591;0.7996;28.99;14695.478
TanChau;2011-10-08 15:00:00;658800.0;29;1126;-32.2556;4.321;23563.988;0.09126;1.3647;36.576;23563.988
MyThuan;2011-10-08 15:00:00;658800.0;32;1305;-25.7667;1.523;16560.088;0.07417;1.012;27.29;16560.088
VamNao;2011-10-08 15:00:00;658800.0;47;1510;-21.7944;3.93;6888.635;0.07091;0.8698;25.725;6888.635
ChauDoc;2011-10-08 16:00:00;662400.0;3;62;-18.895;5.163;8007.273;0.10561;1.3126;24.058;8007.273
CanTho;2011-10-08 16:00:00;662400.0;6;269;-26.9112;2.014;15390.289;0.06219;0.8404;28.925;15390.289
TanChau;2011-10-08 16:00:00;662400.0;29;1126;-32.2556;4.349;23590.904;0.0912;1.3646;36.605;23590.904
MyThuan;2011-10-08 16:00:00;662400.0;32;1305;-25.7667;1.426;17390.842;0.07839;1.0683;27.193;17390.842
VamNao;2011-10-08 16:00:00;662400.0;47;1510;-21.7944;3.953;6917.979;0.07111;0.8723;25.748;6917.979
ChauDoc;2011-10-08 17:00:00;666000.0;3;62;-18.895;5.181;8019.963;0.1056;1.3132;24.076;8019.963
CanTho;2011-10-08 17:00:00;666000.0;6;269;-26.9112;1.919;16029.734;0.06521;0.8798;28.83;16029.734
TanChau;2011-10-08 17:00:00;666000.0;29;1126;-32.2556;4.372;23794.184;0.09185;1.3749;36.628;23794.184
MyThuan;2011-10-08 17:00:00;666000.0;32;1305;-25.7667;1.302;17985.502;0.08173;1.1121;27.069;17985.502
VamNao;2011-10-08 17:00:00;666000.0;47;1510;-21.7944;3.965;6994.183;0.07183;0.8813;25.76;6994.183
ChauDoc;2011-10-08 18:00:00;669600.0;3;62;-18.895;5.193;8045.794;0.10581;1.3164;24.088;8045.794
CanTho;2011-10-08 18:00:00;669600.0;6;269;-26.9112;1.807;16550.654;0.06787;0.9138;28.718;16550.654
TanChau;2011-10-08 18:00:00;669600.0;29;1126;-32.2556;4.378;23914.635;0.09229;1.3816;36.634;23914.635
MyThuan;2011-10-08 18:00:00;669600.0;32;1305;-25.7667;1.16;18462.242;0.08468;1.1503;26.927;18462.242
VamNao;2011-10-08 18:00:00;669600.0;47;1510;-21.7944;3.964;7119.939;0.07313;0.8972;25.759;7119.939
ChauDoc;2011-10-08 19:00:00;673200.0;3;62;-18.895;5.196;8075.38;0.10618;1.321;24.091;8075.38
CanTho;2011-10-08 19:00:00;673200.0;6;269;-26.9112;1.689;16940.686;0.07006;0.9414;28.6;16940.686
TanChau;2011-10-08 19:00:00;673200.0;29;1126;-32.2556;4.364;23990.359;0.09266;1.3868;36.62;23990.359
MyThuan;2011-10-08 19:00:00;673200.0;32;1305;-25.7667;1.014;18839.338;0.08726;1.1831;26.781;18839.338
VamNao;2011-10-08 19:00:00;673200.0;47;1510;-21.7944;3.944;7193.492;0.07399;0.9076;25.738;7193.492
ChauDoc;2011-10-08 20:00:00;676800.0;3;62;-18.895;5.184;8099.968;0.10662;1.3261;24.079;8099.968
CanTho;2011-10-08 20:00:00;676800.0;6;269;-26.9112;1.58;17139.602;0.07144;0.9581;28.491;17139.602
TanChau;2011-10-08 20:00:00;676800.0;29;1126;-32.2556;4.337;24046.168;0.09304;1.3917;36.592;24046.168
MyThuan;2011-10-08 20:00:00;676800.0;32;1305;-25.7667;0.874;19034.607;0.089;1.2045;26.64;19034.607
VamNao;2011-10-08 20:00:00;676800.0;47;1510;-21.7944;3.909;7251.465;0.07476;0.9168;25.704;7251.465
ChauDoc;2011-10-08 21:00:00;680400.0;3;62;-18.895;5.16;8118.162;0.1071;1.331;24.055;8118.162
CanTho;2011-10-08 21:00:00;680400.0;6;269;-26.9112;1.485;17170.432;0.07206;0.9648;28.397;17170.432
TanChau;2011-10-08 21:00:00;680400.0;29;1126;-32.2556;4.297;24089.889;0.09344;1.3966;36.553;24089.889
MyThuan;2011-10-08 21:00:00;680400.0;32;1305;-25.7667;0.756;18987.863;0.0895;1.2094;26.522;18987.863
VamNao;2011-10-08 21:00:00;680400.0;47;1510;-21.7944;3.864;7293.272;0.07542;0.9247;25.659;7293.272
ChauDoc;2011-10-08 22:00:00;684000.0;3;62;-18.895;5.128;8129.052;0.10758;1.3356;24.023;8129.052
CanTho;2011-10-08 22:00:00;684000.0;6;269;-26.9112;1.42;16976.68;0.07159;0.9574;28.331;16976.68
TanChau;2011-10-08 22:00:00;684000.0;29;1126;-32.2556;4.251;24116.943;0.09382;1.4011;36.506;24116.943
MyThuan;2011-10-08 22:00:00;684000.0;32;1305;-25.7667;0.688;18577.242;0.08796;1.1876;26.455;18577.242
VamNao;2011-10-08 22:00:00;684000.0;47;1510;-21.7944;3.813;7312.87;0.07589;0.9301;25.607;7312.87
ChauDoc;2011-10-08 23:00:00;687600.0;3;62;-18.895;5.088;8122.919;0.10787;1.3379;23.983;8122.919
CanTho;2011-10-08 23:00:00;687600.0;6;269;-26.9112;1.423;16307.229;0.06875;0.9195;28.334;16307.229
TanChau;2011-10-08 23:00:00;687600.0;29;1126;-32.2556;4.193;23989.275;0.09366;1.3972;36.449;23989.275
MyThuan;2011-10-08 23:00:00;687600.0;32;1305;-25.7667;0.783;16966.447;0.07982;1.079;26.549;16966.447
VamNao;2011-10-08 23:00:00;687600.0;47;1510;-21.7944;3.758;7305.792;0.0761;0.9324;25.552;7305.792
ChauDoc;2011-10-09 00:00:00;691200.0;3;62;-18.895;5.04;8094.863;0.10788;1.3373;23.935;8094.863
CanTho;2011-10-09 00:00:00;691200.0;6;269;-26.9112;1.662;13860.486;0.05743;0.7713;28.574;13860.486
TanChau;2011-10-09 00:00:00;691200.0;29;1126;-32.2556;4.138;23930.338;0.09376;1.3972;36.393;23930.338
MyThuan;2011-10-09 00:00:00;691200.0;32;1305;-25.7667;1.174;13474.539;0.06175;0.8389;26.94;13474.539
VamNao;2011-10-09 00:00:00;691200.0;47;1510;-21.7944;3.701;7237.372;0.07568;0.927;25.496;7237.372
ChauDoc;2011-10-09 01:00:00;694800.0;3;62;-18.895;4.991;8067.631;0.10791;1.3368;23.886;8067.631
