tram;thoi_gian;t_s;bief;sec;ZREF;Z;QMIN;FR;VMIN;Y;Q
ChauDoc;2011-10-15 20:00:00;1281600.0;3;62;-18.895;4.997;7788.197;0.10413;1.29;23.892;7788.197
CanTho;2011-10-15 20:00:00;1281600.0;6;269;-26.9112;2.206;13960.987;0.05565;0.7545;29.118;13960.987
TanChau;2011-10-15 20:00:00;1281600.0;29;1126;-32.2556;4.22;22589.102;0.08805;1.3141;36.475;22589.102
MyThuan;2011-10-15 20:00:00;1281600.0;32;1305;-25.7667;1.753;16046.812;0.07082;0.9689;27.519;16046.812
VamNao;2011-10-15 20:00:00;1281600.0;47;1510;-21.7944;3.859;6353.283;0.06572;0.8058;25.654;6353.283
ChauDoc;2011-10-15 21:00:00;1285200.0;3;62;-18.895;5.07;7810.096;0.10385;1.2878;23.965;7810.096
CanTho;2011-10-15 21:00:00;1285200.0;6;269;-26.9112;2.091;15055.987;0.0605;0.8187;29.002;15055.987
TanChau;2011-10-15 21:00:00;1285200.0;29;1126;-32.2556;4.307;22999.562;0.08915;1.3328;36.563;22999.562
MyThuan;2011-10-15 21:00:00;1285200.0;32;1305;-25.7667;1.604;16908.492;0.07534;1.029;27.371;16908.492
VamNao;2011-10-15 21:00:00;1285200.0;47;1510;-21.7944;3.922;6638.026;0.06837;0.8386;25.717;6638.026
ChauDoc;2011-10-15 22:00:00;1288800.0;3;62;-18.895;5.124;7871.377;0.10421;1.2936;24.019;7871.377
CanTho;2011-10-15 22:00:00;1288800.0;6;269;-26.9112;1.969;15870.673;0.06433;0.8687;28.88;15870.673
TanChau;2011-10-15 22:00:00;1288800.0;29;1126;-32.2556;4.352;23335.654;0.0902;1.3496;36.608;23335.654
MyThuan;2011-10-15 22:00:00;1288800.0;32;1305;-25.7667;1.447;17670.75;0.07954;1.0843;27.214;17670.75
VamNao;2011-10-15 22:00:00;1288800.0;47;1510;-21.7944;3.955;6869.122;0.0706;0.8661;25.749;6869.122
ChauDoc;2011-10-15 23:00:00;1292400.0;3;62;-18.895;5.159;7942.87;0.1048;1.3024;24.054;7942.87
CanTho;2011-10-15 23:00:00;1292400.0;6;269;-26.9112;1.848;16408.074;0.06708;0.9039;28.759;16408.074
TanChau;2011-10-15 23:00:00;1292400.0;29;1126;-32.2556;4.372;23634.984;0.09124;1.3658;36.627;23634.984
MyThuan;2011-10-15 23:00:00;1292400.0;32;1305;-25.7667;1.292;18230.086;0.0829;1.1279;27.058;18230.086
VamNao;2011-10-15 23:00:00;1292400.0;47;1510;-21.7944;3.959;7052.971;0.07247;0.889;25.754;7052.971
ChauDoc;2011-10-16 00:00:00;1296000.0;3;62;-18.895;5.173;8001.125;0.10543;1.3108;24.068;8001.125
CanTho;2011-10-16 00:00:00;1296000.0;6;269;-26.9112;1.744;16659.678;0.06862;0.923;28.656;16659.678
TanChau;2011-10-16 00:00:00;1296000.0;29;1126;-32.2556;4.369;23838.543;0.09204;1.3777;36.625;23838.543
MyThuan;2011-10-16 00:00:00;1296000.0;32;1305;-25.7667;1.161;18394.217;0.08437;1.146;26.928;18394.217
VamNao;2011-10-16 00:00:00;1296000.0;47;1510;-21.7944;3.947;7199.98;0.07404;0.9082;25.741;7199.98
ChauDoc;2011-10-16 01:00:00;1299600.0;3;62;-18.895;5.171;8047.682;0.10606;1.3186;24.066;8047.682
CanTho;2011-10-16 01:00:00;1299600.0;6;269;-26.9112;1.672;16618.143;0.0688;0.9243;28.583;16618.143
TanChau;2011-10-16 01:00:00;1299600.0;29;1126;-32.2556;4.339;23794.834;0.09205;1.377;36.595;23794.834
MyThuan;2011-10-16 01:00:00;1299600.0;32;1305;-25.7667;1.08;18159.637;0.08374;1.1364;26.847;18159.637
VamNao;2011-10-16 01:00:00;1299600.0;47;1510;-21.7944;3.918;7276.894;0.07498;0.9196;25.712;7276.894
ChauDoc;2011-10-16 02:00:00;1303200.0;3;62;-18.895;5.153;8068.297;0.10651;1.3234;24.048;8068.297
CanTho;2011-10-16 02:00:00;1303200.0;6;269;-26.9112;1.679;15984.552;0.06615;0.8887;28.59;15984.552
TanChau;2011-10-16 02:00:00;1303200.0;29;1126;-32.2556;4.298;23789.059;0.09226;1.3791;36.554;23789.059
MyThuan;2011-10-16 02:00:00;1303200.0;32;1305;-25.7667;1.121;17041.6;0.07837;1.0641;26.887;17041.6
VamNao;2011-10-16 02:00:00;1303200.0;47;1510;-21.7944;3.874;7246.691;0.07488;0.9182;25.669;7246.691
ChauDoc;2011-10-16 03:00:00;1306800.0;3;62;-18.895;5.121;8069.695;0.10686;1.3264;24.016;8069.695
CanTho;2011-10-16 03:00:00;1306800.0;6;269;-26.9112;1.852;14176.27;0.05794;0.7808;28.764;14176.27
TanChau;2011-10-16 03:00:00;1306800.0;29;1126;-32.2556;4.246;23575.209;0.09174;1.3699;36.502;23575.209
MyThuan;2011-10-16 03:00:00;1306800.0;32;1305;-25.7667;1.367;14610.377;0.06611;0.9003;27.134;14610.377
VamNao;2011-10-16 03:00:00;1306800.0;47;1510;-21.7944;3.83;7217.26;0.0748;0.917;25.625;7217.26
ChauDoc;2011-10-16 04:00:00;1310400.0;3;62;-18.895;5.083;8042.406;0.10684;1.3251;23.978;8042.406
CanTho;2011-10-16 04:00:00;1310400.0;6;269;-26.9112;2.164;11862.425;0.04743;0.6426;29.076;11862.425
TanChau;2011-10-16 04:00:00;1310400.0;29;1126;-32.2556;4.203;23446.918;0.09149;1.365;36.459;23446.918
MyThuan;2011-10-16 04:00:00;1310400.0;32;1305;-25.7667;1.644;13251.08;0.05889;0.8047;27.411;13251.08
VamNao;2011-10-16 04:00:00;1310400.0;47;1510;-21.7944;3.794;7070.991;0.07347;0.9004;25.588;7070.991
ChauDoc;2011-10-16 05:00:00;1314000.0;3;62;-18.895;5.054;8011.66;0.10666;1.3224;23.949;8011.66
CanTho;2011-10-16 05:00:00;1314000.0;6;269;-26.9112;2.306;11889.746;0.04707;0.6392;29.218;11889.746
TanChau;2011-10-16 05:00:00;1314000.0;29;1126;-32.2556;4.197;23230.635;0.09068;1.3528;36.452;23230.635
MyThuan;2011-10-16 05:00:00;1314000.0;32;1305;-25.7667;1.828;13547.287;0.0595;0.8148;27.595;13547.287
VamNao;2011-10-16 05:00:00;1314000.0;47;1510;-21.7944;3.811;6869.959;0.0713;0.8739;25.605;6869.959
ChauDoc;2011-10-16 06:00:00;1317600.0;3;62;-18.895;5.065;7939.832;0.10562;1.3096;23.96;7939.832
CanTho;2011-10-16 06:00:00;1317600.0;6;269;-26.9112;2.29;13415.096;0.05316;0.7218;29.201;13415.096
TanChau;2011-10-16 06:00:00;1317600.0;29;1126;-32.2556;4.246;22989.631;0.08946;1.3359;36.501;22989.631
MyThuan;2011-10-16 06:00:00;1317600.0;32;1305;-25.7667;1.832;15121.844;0.06639;0.9093;27.599;15121.844
VamNao;2011-10-16 06:00:00;1317600.0;47;1510;-21.7944;3.893;6563.841;0.06774;0.8307;25.687;6563.841
ChauDoc;2011-10-16 07:00:00;1321200.0;3;62;-18.895;5.116;7871.708;0.10429;1.2942;24.011;7871.708
CanTho;2011-10-16 07:00:00;1321200.0;6;269;-26.9112;2.23;14577.913;0.05801;0.7869;29.141;14577.913
TanChau;2011-10-16 07:00:00;1321200.0;29;1126;-32.2556;4.321;22877.414;0.0886;1.3249;36.577;22877.414
MyThuan;2011-10-16 07:00:00;1321200.0;32;1305;-25.7667;1.721;16600.879;0.07341;1.0041;27.488;16600.879
VamNao;2011-10-16 07:00:00;1321200.0;47;1510;-21.7944;3.963;6498.633;0.06675;0.8189;25.758;6498.633
ChauDoc;2011-10-16 08:00:00;1324800.0;3;62;-18.895;5.16;7874.123;0.10388;1.291;24.055;7874.123
CanTho;2011-10-16 08:00:00;1324800.0;6;269;-26.9112;2.12;15494.559;0.06214;0.8413;29.031;15494.559
TanChau;2011-10-16 08:00:00;1324800.0;29;1126;-32.2556;4.38;23105.521;0.08915;1.3347;36.635;23105.521
MyThuan;2011-10-16 08:00:00;1324800.0;32;1305;-25.7667;1.565;17561.473;0.07844;1.0709;27.331;17561.473
VamNao;2011-10-16 08:00:00;1324800.0;47;1510;-21.7944;3.999;6685.461;0.0685;0.8406;25.794;6685.461
ChauDoc;2011-10-16 09:00:00;1328400.0;3;62;-18.895;5.187;7901.017;0.10397;1.2933;24.082;7901.017
CanTho;2011-10-16 09:00:00;1328400.0;6;269;-26.9112;1.985;16275.171;0.06589;0.89;28.896;16275.171
TanChau;2011-10-16 09:00:00;1328400.0;29;1126;-32.2556;4.407;23408.607;0.09017;1.3506;36.663;23408.607
MyThuan;2011-10-16 09:00:00;1328400.0;32;1305;-25.7667;1.385;18326.539;0.08283;1.1282;27.151;18326.539
VamNao;2011-10-16 09:00:00;1328400.0;47;1510;-21.7944;4.013;6884.716;0.07048;0.865;25.807;6884.716
ChauDoc;2011-10-16 10:00:00;1332000.0;3;62;-18.895;5.201;7945.009;0.10441;1.2993;24.096;7945.009
CanTho;2011-10-16 10:00:00;1332000.0;6;269;-26.9112;1.842;16865.463;0.06898;0.9294;28.754;16865.463
TanChau;2011-10-16 10:00:00;1332000.0;29;1126;-32.2556;4.405;23559.398;0.09076;1.3594;36.66;23559.398
MyThuan;2011-10-16 10:00:00;1332000.0;32;1305;-25.7667;1.197;18907.816;0.08652;1.1758;26.963;18907.816
VamNao;2011-10-16 10:00:00;1332000.0;47;1510;-21.7944;4.002;7045.643;0.07218;0.8857;25.797;7045.643
ChauDoc;2011-10-16 11:00:00;1335600.0;3;62;-18.895;5.199;7989.342;0.10501;1.3067;24.094;7989.342
CanTho;2011-10-16 11:00:00;1335600.0;6;269;-26.9112;1.703;17237.422;0.07121;0.9571;28.614;17237.422
TanChau;2011-10-16 11:00:00;1335600.0;29;1126;-32.2556;4.379;23653.26;0.09127;1.3664;36.634;23653.26
MyThuan;2011-10-16 11:00:00;1335600.0;32;1305;-25.7667;1.012;19276.053;0.0893;1.2107;26.779;19276.053
VamNao;2011-10-16 11:00:00;1335600.0;47;1510;-21.7944;3.969;7130.762;0.07322;0.8983;25.763;7130.762
ChauDoc;2011-10-16 12:00:00;1339200.0;3;62;-18.895;5.18;8028.267;0.10571;1.3146;24.075;8028.267
CanTho;2011-10-16 12:00:00;1339200.0;6;269;-26.9112;1.575;17414.814;0.07261;0.9738;28.486;17414.814
TanChau;2011-10-16 12:00:00;1339200.0;29;1126;-32.2556;4.336;23716.768;0.09177;1.3727;36.591;23716.768
MyThuan;2011-10-16 12:00:00;1339200.0;32;1305;-25.7667;0.841;19419.092;0.091;1.2311;26.608;19419.092
VamNao;2011-10-16 12:00:00;1339200.0;47;1510;-21.7944;3.919;7182.371;0.074;0.9076;25.713;7182.371
ChauDoc;2011-10-16 13:00:00;1342800.0;3;62;-18.895;5.145;8042.714;0.10626;1.3199;24.04;8042.714
CanTho;2011-10-16 13:00:00;1342800.0;6;269;-26.9112;1.458;17462.084;0.07343;0.9827;28.369;17462.084
TanChau;2011-10-16 13:00:00;1342800.0;29;1126;-32.2556;4.27;23555.832;0.09152;1.3673;36.526;23555.832
MyThuan;2011-10-16 13:00:00;1342800.0;32;1305;-25.7667;0.688;19404.441;0.09188;1.2405;26.455;19404.441
VamNao;2011-10-16 13:00:00;1342800.0;47;1510;-21.7944;3.857;7196.554;0.07445;0.9128;25.652;7196.554
ChauDoc;2011-10-16 14:00:00;1346400.0;3;62;-18.895;5.096;8037.217;0.10667;1.3232;23.991;8037.217
CanTho;2011-10-16 14:00:00;1346400.0;6;269;-26.9112;1.356;17395.939;0.0737;0.9845;28.267;17395.939
TanChau;2011-10-16 14:00:00;1346400.0;29;1126;-32.2556;4.198;23518.09;0.09179;1.3695;36.454;23518.09
MyThuan;2011-10-16 14:00:00;1346400.0;32;1305;-25.7667;0.565;19210.307;0.09173;1.2365;26.331;19210.307
VamNao;2011-10-16 14:00:00;1346400.0;47;1510;-21.7944;3.781;7126.895;0.07411;0.9083;25.576;7126.895
ChauDoc;2011-10-16 15:00:00;1350000.0;3;62;-18.895;5.036;8028.618;0.10703;1.3266;23.931;8028.618
CanTho;2011-10-16 15:00:00;1350000.0;6;269;-26.9112;1.29;17059.9;0.07263;0.9691;28.201;17059.9
TanChau;2011-10-16 15:00:00;1350000.0;29;1126;-32.2556;4.127;23511.832;0.09218;1.3734;36.383;23511.832
MyThuan;2011-10-16 15:00:00;1350000.0;32;1305;-25.7667;0.536;18271.842;0.08742;1.178;26.303;18271.842
VamNao;2011-10-16 15:00:00;1350000.0;47;1510;-21.7944;3.706;7111.762;0.07434;0.9106;25.5;7111.762
ChauDoc;2011-10-16 16:00:00;1353600.0;3;62;-18.895;4.975;8011.064;0.10729;1.3288;23.87;8011.064
CanTho;2011-10-16 16:00:00;1353600.0;6;269;-26.9112;1.365;15631.603;0.06618;0.8842;28.276;15631.603
TanChau;2011-10-16 16:00:00;1353600.0;29;1126;-32.2556;4.054;23436.803;0.09232;1.3735;36.309;23436.803
MyThuan;2011-10-16 16:00:00;1353600.0;32;1305;-25.7667;0.853;14704.994;0.06885;0.9316;26.619;14704.994
VamNao;2011-10-16 16:00:00;1353600.0;47;1510;-21.7944;3.631;7091.777;0.07451;0.9123;25.425;7091.777
ChauDoc;2011-10-16 17:00:00;1357200.0;3;62;-18.895;4.913;7985.072;0.10744;1.3296;23.808;7985.072
CanTho;2011-10-16 17:00:00;1357200.0;6;269;-26.9112;1.726;12378.659;0.05105;0.6865;28.637;12378.659
TanChau;2011-10-16 17:00:00;1357200.0;29;1126;-32.2556;3.986;23371.961;0.09247;1.3738;36.242;23371.961
MyThuan;2011-10-16 17:00:00;1357200.0;32;1305;-25.7667;1.365;11082.733;0.05015;0.683;27.131;11082.733
VamNao;2011-10-16 17:00:00;1357200.0;47;1510;-21.7944;3.562;7036.032;0.07428;0.9091;25.356;7036.032
ChauDoc;2011-10-16 18:00:00;1360800.0;3;62;-18.895;4.855;7945.726;0.10739;1.3278;23.75;7945.726
CanTho;2011-10-16 18:00:00;1360800.0;6;269;-26.9112;2.04;10606.282;0.04278;0.5783;28.951;10606.282
TanChau;2011-10-16 18:00:00;1360800.0;29;1126;-32.2556;3.95;23156.221;0.09183;1.3633;36.206;23156.221
MyThuan;2011-10-16 18:00:00;1360800.0;32;1305;-25.7667;1.715;11159.689;0.04937;0.6752;27.482;11159.689
VamNao;2011-10-16 18:00:00;1360800.0;47;1510;-21.7944;3.533;6941.978;0.07343;0.8986;25.328;6941.978
ChauDoc;2011-10-16 19:00:00;1364400.0;3;62;-18.895;4.828;7875.878;0.10667;1.3184;23.723;7875.878
CanTho;2011-10-16 19:00:00;1364400.0;6;269;-26.9112;2.163;11281.452;0.04511;0.6111;29.074;11281.452
TanChau;2011-10-16 19:00:00;1364400.0;29;1126;-32.2556;3.983;22621.98;0.08952;1.33;36.238;22621.98
MyThuan;2011-10-16 19:00:00;1364400.0;32;1305;-25.7667;1.832;13292.132;0.05836;0.7993;27.598;13292.132
VamNao;2011-10-16 19:00:00;1364400.0;47;1510;-21.7944;3.605;6704.073;0.07057;0.8639;25.399;6704.073
ChauDoc;2011-10-16 20:00:00;1368000.0;3;62;-18.895;4.871;7775.168;0.10496;1.2981;23.766;7775.168
CanTho;2011-10-16 20:00:00;1368000.0;6;269;-26.9112;2.169;12792.491;0.05113;0.6928;29.08;12792.491
TanChau;2011-10-16 20:00:00;1368000.0;29;1126;-32.2556;4.083;22405.486;0.08809;1.3113;36.339;22405.486
MyThuan;2011-10-16 20:00:00;1368000.0;32;1305;-25.7667;1.781;15061.893;0.06635;0.9081;27.548;15061.893
VamNao;2011-10-16 20:00:00;1368000.0;47;1510;-21.7944;3.721;6480.886;0.06767;0.829;25.516;6480.886
ChauDoc;2011-10-16 21:00:00;1371600.0;3;62;-18.895;4.949;7732.204;0.10376;1.2846;23.844;7732.204
CanTho;2011-10-16 21:00:00;1371600.0;6;269;-26.9112;2.113;14036.557;0.05632;0.7624;29.024;14036.557
TanChau;2011-10-16 21:00:00;1371600.0;29;1126;-32.2556;4.188;22672.115;0.08855;1.3208;36.443;22672.115
MyThuan;2011-10-16 21:00:00;1371600.0;32;1305;-25.7667;1.661;16085.751;0.0714;0.9759;27.428;16085.751
VamNao;2011-10-16 21:00:00;1371600.0;47;1510;-21.7944;3.812;6528.868;0.06775;0.8305;25.606;6528.868
ChauDoc;2011-10-16 22:00:00;1375200.0;3;62;-18.895;5.016;7761.096;0.10362;1.284;23.911;7761.096
CanTho;2011-10-16 22:00:00;1375200.0;6;269;-26.9112;2.013;15034.448;0.06075;0.821;28.924;15034.448
TanChau;2011-10-16 22:00:00;1375200.0;29;1126;-32.2556;4.258;23033.084;0.08956;1.3376;36.514;23033.084
MyThuan;2011-10-16 22:00:00;1375200.0;32;1305;-25.7667;1.517;16933.184;0.07587;1.0352;27.284;16933.184
VamNao;2011-10-16 22:00:00;1375200.0;47;1510;-21.7944;3.868;6724.477;0.06952;0.8524;25.663;6724.477
ChauDoc;2011-10-16 23:00:00;1378800.0;3;62;-18.895;5.065;7818.939;0.10401;1.2896;23.96;7818.939
CanTho;2011-10-16 23:00:00;1378800.0;6;269;-26.9112;1.905;15732.895;0.06406;0.8641;28.816;15732.895
TanChau;2011-10-16 23:00:00;1378800.0;29;1126;-32.2556;4.292;23210.689;0.09005;1.3459;36.548;23210.689
MyThuan;2011-10-16 23:00:00;1378800.0;32;1305;-25.7667;1.375;17563.324;0.07943;1.0818;27.142;17563.324
VamNao;2011-10-16 23:00:00;1378800.0;47;1510;-21.7944;3.895;6903.868;0.07124;0.8737;25.689;6903.868
ChauDoc;2011-10-17 00:00:00;1382400.0;3;62;-18.895;5.095;7879.806;0.10458;1.2973;23.99;7879.806
CanTho;2011-10-17 00:00:00;1382400.0;6;269;-26.9112;1.806;16133.585;0.06616;0.8908;28.717;16133.585
TanChau;2011-10-17 00:00:00;1382400.0;29;1126;-32.2556;4.304;23460.953;0.09096;1.3597;36.56;23460.953
MyThuan;2011-10-17 00:00:00;1382400.0;32;1305;-25.7667;1.249;17885.238;0.08156;1.1091;27.015;17885.238
VamNao;2011-10-17 00:00:00;1382400.0;47;1510;-21.7944;3.893;7017.109;0.07242;0.8881;25.688;7017.109
ChauDoc;2011-10-17 01:00:00;1386000.0;3;62;-18.895;5.105;7937.417;0.10527;1.306;24.0;7937.417
CanTho;2011-10-17 01:00:00;1386000.0;6;269;-26.9112;1.729;16246.443;0.06699;0.9008;28.64;16246.443
TanChau;2011-10-17 01:00:00;1386000.0;29;1126;-32.2556;4.288;23440.334;0.09097;1.3595;36.544;23440.334
MyThuan;2011-10-17 01:00:00;1386000.0;32;1305;-25.7667;1.161;17800.66;0.08165;1.109;26.928;17800.66
VamNao;2011-10-17 01:00:00;1386000.0;47;1510;-21.7944;3.878;7126.107;0.07362;0.9027;25.672;7126.107
ChauDoc;2011-10-17 02:00:00;1389600.0;3;62;-18.895;5.098;7964.555;0.10569;1.311;23.993;7964.555
CanTho;2011-10-17 02:00:00;1389600.0;6;269;-26.9112;1.694;16011.584;0.06619;0.8895;28.605;16011.584
TanChau;2011-10-17 02:00:00;1389600.0;29;1126;-32.2556;4.257;23451.66;0.0912;1.3621;36.512;23451.66
MyThuan;2011-10-17 02:00:00;1389600.0;32;1305;-25.7667;1.167;17026.898;0.07807;1.0605;26.934;17026.898
VamNao;2011-10-17 02:00:00;1389600.0;47;1510;-21.7944;3.844;7110.973;0.07364;0.9027;25.638;7110.973
ChauDoc;2011-10-17 03:00:00;1393200.0;3;62;-18.895;5.071;7964.547;0.1059;1.3132;23.966;7964.547
CanTho;2011-10-17 03:00:00;1393200.0;6;269;-26.9112;1.754;15088.117;0.0621;0.8355;28.666;15088.117
TanChau;2011-10-17 03:00:00;1393200.0;29;1126;-32.2556;4.222;23454.15;0.09141;1.3643;36.478;23454.15
MyThuan;2011-10-17 03:00:00;1393200.0;32;1305;-25.7667;1.328;15260.541;0.06923;0.9423;27.094;15260.541
VamNao;2011-10-17 03:00:00;1393200.0;47;1510;-21.7944;3.807;7109.412;0.0738;0.9046;25.601;7109.412
ChauDoc;2011-10-17 04:00:00;1396800.0;3;62;-18.895;5.04;7955.682;0.10603;1.3142;23.935;7955.682
CanTho;2011-10-17 04:00:00;1396800.0;6;269;-26.9112;1.96;13250.179;0.05374;0.7256;28.871;13250.179
TanChau;2011-10-17 04:00:00;1396800.0;29;1126;-32.2556;4.184;23279.395;0.09094;1.3564;36.44;23279.395
MyThuan;2011-10-17 04:00:00;1396800.0;32;1305;-25.7667;1.589;13522.14;0.06031;0.8235;27.355;13522.14
VamNao;2011-10-17 04:00:00;1396800.0;47;1510;-21.7944;3.775;7085.534;0.07372;0.9034;25.569;7085.534
ChauDoc;2011-10-17 05:00:00;1400400.0;3;62;-18.895;5.014;7934.934;0.10596;1.313;23.909;7934.934
CanTho;2011-10-17 05:00:00;1400400.0;6;269;-26.9112;2.195;11883.349;0.04741;0.6427;29.106;11883.349
TanChau;2011-10-17 05:00:00;1400400.0;29;1126;-32.2556;4.167;23109.34;0.09038;1.3475;36.423;23109.34
MyThuan;2011-10-17 05:00:00;1400400.0;32;1305;-25.7667;1.766;13604.445;0.05999;0.8209;27.533;13604.445
VamNao;2011-10-17 05:00:00;1400400.0;47;1510;-21.7944;3.765;6974.169;0.07261;0.8897;25.559;6974.169
ChauDoc;2011-10-17 06:00:00;1404000.0;3;62;-18.895;5.006;7899.952;0.10555;1.3078;23.901;7899.952
CanTho;2011-10-17 06:00:00;1404000.0;6;269;-26.9112;2.248;12624.299;0.05018;0.6808;29.159;12624.299
TanChau;2011-10-17 06:00:00;1404000.0;29;1126;-32.2556;4.193;22902.105;0.08942;1.3339;36.448;22902.105
MyThuan;2011-10-17 06:00:00;1404000.0;32;1305;-25.7667;1.806;14796.367;0.06507;0.891;27.573;14796.367
VamNao;2011-10-17 06:00:00;1404000.0;47;1510;-21.7944;3.813;6807.365;0.07064;0.8659;25.607;6807.365
ChauDoc;2011-10-17 07:00:00;1407600.0;3;62;-18.895;5.04;7837.552;0.10445;1.2948;23.935;7837.552
CanTho;2011-10-17 07:00:00;1407600.0;6;269;-26.9112;2.238;13729.786;0.05461;0.7408;29.15;13729.786
TanChau;2011-10-17 07:00:00;1407600.0;29;1126;-32.2556;4.253;22797.135;0.08867;1.3242;36.509;22797.135
MyThuan;2011-10-17 07:00:00;1407600.0;32;1305;-25.7667;1.732;16058.969;0.07096;0.9707;27.499;16058.969
VamNao;2011-10-17 07:00:00;1407600.0;47;1510;-21.7944;3.892;6613.923;0.06826;0.8371;25.687;6613.923
ChauDoc;2011-10-17 08:00:00;1411200.0;3;62;-18.895;5.095;7826.841;0.10388;1.2885;23.99;7826.841
CanTho;2011-10-17 08:00:00;1411200.0;6;269;-26.9112;2.164;14778.078;0.05908;0.8005;29.076;14778.078
TanChau;2011-10-17 08:00:00;1411200.0;29;1126;-32.2556;4.319;23025.377;0.08919;1.3336;36.574;23025.377
MyThuan;2011-10-17 08:00:00;1411200.0;32;1305;-25.7667;1.602;16990.959;0.07571;1.0341;27.369;16990.959
VamNao;2011-10-17 08:00:00;1411200.0;47;1510;-21.7944;3.943;6633.68;0.06823;0.837;25.737;6633.68
ChauDoc;2011-10-17 09:00:00;1414800.0;3;62;-18.895;5.135;7851.616;0.10383;1.2894;24.03;7851.616
CanTho;2011-10-17 09:00:00;1414800.0;6;269;-26.9112;2.033;15812.792;0.06381;0.8626;28.944;15812.792
TanChau;2011-10-17 09:00:00;1414800.0;29;1126;-32.2556;4.353;23125.072;0.08938;1.3374;36.608;23125.072
MyThuan;2011-10-17 09:00:00;1414800.0;32;1305;-25.7667;1.441;17799.768;0.08015;1.0926;27.208;17799.768
VamNao;2011-10-17 09:00:00;1414800.0;47;1510;-21.7944;3.974;6775.006;0.06954;0.8532;25.769;6775.006
ChauDoc;2011-10-17 10:00:00;1418400.0;3;62;-18.895;5.162;7889.355;0.10406;1.2934;24.057;7889.355
CanTho;2011-10-17 10:00:00;1418400.0;6;269;-26.9112;1.894;16524.578;0.06734;0.9081;28.805;16524.578
TanChau;2011-10-17 10:00:00;1418400.0;29;1126;-32.2556;4.362;23288.537;0.08996;1.3464;36.617;23288.537
MyThuan;2011-10-17 10:00:00;1418400.0;32;1305;-25.7667;1.264;18497.279;0.08427;1.1461;27.03;18497.279
VamNao;2011-10-17 10:00:00;1418400.0;47;1510;-21.7944;3.972;6857.055;0.07039;0.8637;25.766;6857.055
ChauDoc;2011-10-17 11:00:00;1422000.0;3;62;-18.895;5.165;7931.893;0.1046;1.3001;24.06;7931.893
CanTho;2011-10-17 11:00:00;1422000.0;6;269;-26.9112;1.751;16985.984;0.06993;0.9407;28.663;16985.984
TanChau;2011-10-17 11:00:00;1422000.0;29;1126;-32.2556;4.355;23541.973;0.09098;1.3614;36.61;23541.973
MyThuan;2011-10-17 11:00:00;1422000.0;32;1305;-25.7667;1.083;18938.635;0.08732;1.1849;26.85;18938.635
VamNao;2011-10-17 11:00:00;1422000.0;47;1510;-21.7944;3.948;6997.578;0.07195;0.8826;25.743;6997.578
ChauDoc;2011-10-17 12:00:00;1425600.0;3;62;-18.895;5.152;7972.295;0.10526;1.3078;24.047;7972.295
CanTho;2011-10-17 12:00:00;1425600.0;6;269;-26.9112;1.617;17231.443;0.07163;0.9613;28.529;17231.443
TanChau;2011-10-17 12:00:00;1425600.0;29;1126;-32.2556;4.319;23528.172;0.09113;1.3628;36.574;23528.172
MyThuan;2011-10-17 12:00:00;1425600.0;32;1305;-25.7667;0.911;19181.664;0.08947;1.2114;26.677;19181.664
VamNao;2011-10-17 12:00:00;1425600.0;47;1510;-21.7944;3.91;7126.593;0.07347;0.901;25.705;7126.593
ChauDoc;2011-10-17 13:00:00;1429200.0;3;62;-18.895;5.123;7982.378;0.10569;1.3119;24.018;7982.378
CanTho;2011-10-17 13:00:00;1429200.0;6;269;-26.9112;1.496;17332.664;0.07268;0.9734;28.408;17332.664
TanChau;2011-10-17 13:00:00;1429200.0;29;1126;-32.2556;4.267;23549.287;0.09152;1.3671;36.522;23549.287
MyThuan;2011-10-17 13:00:00;1429200.0;32;1305;-25.7667;0.755;19259.967;0.09078;1.2268;26.522;19259.967
VamNao;2011-10-17 13:00:00;1429200.0;47;1510;-21.7944;3.852;7131.459;0.07381;0.9049;25.646;7131.459
ChauDoc;2011-10-17 14:00:00;1432800.0;3;62;-18.895;5.078;7986.434;0.10614;1.3163;23.973;7986.434
CanTho;2011-10-17 14:00:00;1432800.0;6;269;-26.9112;1.389;17321.529;0.07321;0.9785;28.3;17321.529
TanChau;2011-10-17 14:00:00;1432800.0;29;1126;-32.2556;4.208;23572.811;0.09195;1.3721;36.463;23572.811
MyThuan;2011-10-17 14:00:00;1432800.0;32;1305;-25.7667;0.622;19147.895;0.09108;1.2286;26.389;19147.895
VamNao;2011-10-17 14:00:00;1432800.0;47;1510;-21.7944;3.787;7151.678;0.07435;0.9111;25.581;7151.678
ChauDoc;2011-10-17 15:00:00;1436400.0;3;62;-18.895;5.027;7982.935;0.1065;1.3199;23.922;7982.935
CanTho;2011-10-17 15:00:00;1436400.0;6;269;-26.9112;1.304;17133.854;0.07287;0.9725;28.215;17133.854
TanChau;2011-10-17 15:00:00;1436400.0;29;1126;-32.2556;4.136;23453.205;0.0919;1.3694;36.392;23453.205
MyThuan;2011-10-17 15:00:00;1436400.0;32;1305;-25.7667;0.536;18724.58;0.0896;1.2072;26.302;18724.58
VamNao;2011-10-17 15:00:00;1436400.0;47;1510;-21.7944;3.716;7150.119;0.07469;0.9149;25.511;7150.119
ChauDoc;2011-10-17 16:00:00;1440000.0;3;62;-18.895;4.971;7972.898;0.10681;1.3227;23.866;7972.898
