tram;thoi_gian;t_s;bief;sec;ZREF;Z;QMIN;FR;VMIN;Y;Q
MyThuan;2011-10-17 03:00:00;1393200.0;12;1171;-25.7667;1.132;15105.822;0.06942;0.9426;26.899;15105.822
VamNao;2011-10-17 03:00:00;1393200.0;15;1318;-21.7944;2.814;6153.438;0.06851;0.8344;24.609;6153.438
ChauDoc;2011-10-17 04:00:00;1396800.0;1;74;-18.895;3.69;7995.52;0.11855;1.4416;22.585;7995.52
CanTho;2011-10-17 04:00:00;1396800.0;2;279;-26.9112;1.862;11674.105;0.04768;0.6427;28.773;11674.105
TanChau;2011-10-17 04:00:00;1396800.0;11;979;-32.2556;3.353;23357.541;0.09617;1.4126;35.609;23357.541
MyThuan;2011-10-17 04:00:00;1396800.0;12;1171;-25.7667;1.467;12836.883;0.0577;0.7868;27.234;12836.883
VamNao;2011-10-17 04:00:00;1396800.0;15;1318;-21.7944;2.767;6116.521;0.06833;0.832;24.562;6116.521
ChauDoc;2011-10-17 05:00:00;1400400.0;1;74;-18.895;3.653;7944.952;0.11816;1.4361;22.548;7944.952
CanTho;2011-10-17 05:00:00;1400400.0;2;279;-26.9112;2.099;10100.432;0.04057;0.549;29.011;10100.432
TanChau;2011-10-17 05:00:00;1400400.0;11;979;-32.2556;3.347;22954.271;0.09455;1.3886;35.603;22954.271
MyThuan;2011-10-17 05:00:00;1400400.0;12;1171;-25.7667;1.664;13223.443;0.05869;0.8022;27.43;13223.443
VamNao;2011-10-17 05:00:00;1400400.0;15;1318;-21.7944;2.791;6017.816;0.06711;0.8173;24.585;6017.816
ChauDoc;2011-10-17 06:00:00;1404000.0;1;74;-18.895;3.682;7849.556;0.11646;1.4161;22.577;7849.556
CanTho;2011-10-17 06:00:00;1404000.0;2;279;-26.9112;2.123;11321.208;0.04539;0.6146;29.034;11321.208
TanChau;2011-10-17 06:00:00;1404000.0;11;979;-32.2556;3.434;22547.596;0.09237;1.3586;35.69;22547.596
MyThuan;2011-10-17 06:00:00;1404000.0;12;1171;-25.7667;1.663;15091.962;0.06699;0.9156;27.429;15091.962
VamNao;2011-10-17 06:00:00;1404000.0;15;1318;-21.7944;2.929;5832.746;0.0644;0.7849;24.723;5832.746
ChauDoc;2011-10-17 07:00:00;1407600.0;1;74;-18.895;3.811;7725.21;0.11341;1.3816;22.706;7725.21
CanTho;2011-10-17 07:00:00;1407600.0;2;279;-26.9112;2.093;12648.245;0.05082;0.6877;29.005;12648.245
TanChau;2011-10-17 07:00:00;1407600.0;11;979;-32.2556;3.576;22455.867;0.09119;1.3445;35.831;22455.867
MyThuan;2011-10-17 07:00:00;1407600.0;12;1171;-25.7667;1.507;17102.16;0.07668;1.046;27.274;17102.16
VamNao;2011-10-17 07:00:00;1407600.0;15;1318;-21.7944;3.081;5604.766;0.06121;0.7468;24.875;5604.766
ChauDoc;2011-10-17 08:00:00;1411200.0;1;74;-18.895;3.935;7767.24;0.11287;1.3776;22.83;7767.24
CanTho;2011-10-17 08:00:00;1411200.0;2;279;-26.9112;2.013;13905.242;0.05619;0.7593;28.925;13905.242
TanChau;2011-10-17 08:00:00;1411200.0;11;979;-32.2556;3.69;22926.078;0.09244;1.3656;35.946;22926.078
MyThuan;2011-10-17 08:00:00;1411200.0;12;1171;-25.7667;1.305;18666.275;0.08481;1.1541;27.072;18666.275
VamNao;2011-10-17 08:00:00;1411200.0;15;1318;-21.7944;3.139;5765.326;0.0627;0.7653;24.934;5765.326
ChauDoc;2011-10-17 09:00:00;1414800.0;1;74;-18.895;3.971;7845.611;0.11367;1.3881;22.866;7845.611
CanTho;2011-10-17 09:00:00;1414800.0;2;279;-26.9112;1.856;15499.482;0.06333;0.8535;28.768;15499.482
TanChau;2011-10-17 09:00:00;1414800.0;11;979;-32.2556;3.71;23288.934;0.09378;1.386;35.966;23288.934
MyThuan;2011-10-17 09:00:00;1414800.0;12;1171;-25.7667;1.088;20016.215;0.09226;1.252;26.855;20016.215
VamNao;2011-10-17 09:00:00;1414800.0;15;1318;-21.7944;3.159;5983.233;0.06498;0.7932;24.953;5983.233
ChauDoc;2011-10-17 10:00:00;1418400.0;1;74;-18.895;3.979;7908.258;0.11451;1.3985;22.874;7908.258
CanTho;2011-10-17 10:00:00;1418400.0;2;279;-26.9112;1.704;16490.248;0.06812;0.9156;28.615;16490.248
TanChau;2011-10-17 10:00:00;1418400.0;11;979;-32.2556;3.682;23453.016;0.09461;1.3975;35.937;23453.016
MyThuan;2011-10-17 10:00:00;1418400.0;12;1171;-25.7667;0.859;21055.684;0.09855;1.3335;26.625;21055.684
VamNao;2011-10-17 10:00:00;1418400.0;15;1318;-21.7944;3.115;6000.003;0.06537;0.7977;24.909;6000.003
ChauDoc;2011-10-17 11:00:00;1422000.0;1;74;-18.895;3.94;7986.703;0.11602;1.4161;22.835;7986.703
CanTho;2011-10-17 11:00:00;1422000.0;2;279;-26.9112;1.549;16995.596;0.071;0.9517;28.46;16995.596
TanChau;2011-10-17 11:00:00;1422000.0;11;979;-32.2556;3.636;23737.371;0.09603;1.4174;35.891;23737.371
MyThuan;2011-10-17 11:00:00;1422000.0;12;1171;-25.7667;0.631;21594.186;0.10265;1.3849;26.398;21594.186
VamNao;2011-10-17 11:00:00;1422000.0;15;1318;-21.7944;3.032;6144.204;0.06733;0.8213;24.827;6144.204
ChauDoc;2011-10-17 12:00:00;1425600.0;1;74;-18.895;3.87;8040.21;0.11746;1.4322;22.765;8040.21
CanTho;2011-10-17 12:00:00;1425600.0;2;279;-26.9112;1.398;17183.34;0.07257;0.9702;28.31;17183.34
TanChau;2011-10-17 12:00:00;1425600.0;11;979;-32.2556;3.544;23814.865;0.0969;1.4279;35.799;23814.865
MyThuan;2011-10-17 12:00:00;1425600.0;12;1171;-25.7667;0.418;21759.236;0.10496;1.4121;26.185;21759.236
VamNao;2011-10-17 12:00:00;1425600.0;15;1318;-21.7944;2.938;6279.578;0.06929;0.8446;24.732;6279.578
ChauDoc;2011-10-17 13:00:00;1429200.0;1;74;-18.895;3.79;8047.347;0.11834;1.4413;22.685;8047.347
CanTho;2011-10-17 13:00:00;1429200.0;2;279;-26.9112;1.262;17195.615;0.07336;0.9783;28.173;17195.615
TanChau;2011-10-17 13:00:00;1429200.0;11;979;-32.2556;3.437;23760.082;0.09732;1.4315;35.692;23760.082
MyThuan;2011-10-17 13:00:00;1429200.0;12;1171;-25.7667;0.234;21657.703;0.10583;1.4202;26.0;21657.703
VamNao;2011-10-17 13:00:00;1429200.0;15;1318;-21.7944;2.823;6226.547;0.06928;0.8438;24.617;6226.547
ChauDoc;2011-10-17 14:00:00;1432800.0;1;74;-18.895;3.695;8050.595;0.11931;1.4511;22.59;8050.595
CanTho;2011-10-17 14:00:00;1432800.0;2;279;-26.9112;1.139;17067.178;0.07348;0.9777;28.05;17067.178
TanChau;2011-10-17 14:00:00;1432800.0;11;979;-32.2556;3.332;23767.311;0.09799;1.4387;35.588;23767.311
MyThuan;2011-10-17 14:00:00;1432800.0;12;1171;-25.7667;0.085;21268.895;0.10516;1.4061;25.851;21268.895
VamNao;2011-10-17 14:00:00;1432800.0;15;1318;-21.7944;2.706;6181.174;0.06936;0.8442;24.501;6181.174
ChauDoc;2011-10-17 15:00:00;1436400.0;1;74;-18.895;3.599;8039.523;0.12011;1.4586;22.494;8039.523
CanTho;2011-10-17 15:00:00;1436400.0;2;279;-26.9112;1.039;16703.988;0.07246;0.9622;27.95;16703.988
TanChau;2011-10-17 15:00:00;1436400.0;11;979;-32.2556;3.217;23648.27;0.09821;1.4391;35.472;23648.27
MyThuan;2011-10-17 15:00:00;1436400.0;12;1171;-25.7667;0.014;20346.434;0.10117;1.3503;25.78;20346.434
VamNao;2011-10-17 15:00:00;1436400.0;15;1318;-21.7944;2.591;6135.769;0.06944;0.8444;24.386;6135.769
ChauDoc;2011-10-17 16:00:00;1440000.0;1;74;-18.895;3.505;8020.184;0.12077;1.4644;22.4;8020.184
CanTho;2011-10-17 16:00:00;1440000.0;2;279;-26.9112;1.028;15620.153;0.06781;0.9003;27.94;15620.153
TanChau;2011-10-17 16:00:00;1440000.0;11;979;-32.2556;3.105;23472.291;0.09817;1.4357;35.361;23472.291
MyThuan;2011-10-17 16:00:00;1440000.0;12;1171;-25.7667;0.255;16872.166;0.08232;1.1051;26.022;16872.166
VamNao;2011-10-17 16:00:00;1440000.0;15;1318;-21.7944;2.478;6039.106;0.06893;0.8375;24.272;6039.106
ChauDoc;2011-10-17 17:00:00;1443600.0;1;74;-18.895;3.413;7998.395;0.12137;1.4697;22.308;7998.395
CanTho;2011-10-17 17:00:00;1443600.0;2;279;-26.9112;1.344;11800.644;0.05004;0.6683;28.255;11800.644
TanChau;2011-10-17 17:00:00;1443600.0;11;979;-32.2556;3.011;23374.613;0.09835;1.4358;35.267;23374.613
MyThuan;2011-10-17 17:00:00;1443600.0;12;1171;-25.7667;0.927;10353.973;0.04824;0.6533;26.694;10353.973
VamNao;2011-10-17 17:00:00;1443600.0;15;1318;-21.7944;2.379;5958.393;0.06851;0.8319;24.173;5958.393
ChauDoc;2011-10-17 18:00:00;1447200.0;1;74;-18.895;3.333;7961.604;0.12165;1.4711;22.228;7961.604
CanTho;2011-10-17 18:00:00;1447200.0;2;279;-26.9112;1.784;8059.596;0.0331;0.4456;28.695;8059.596
TanChau;2011-10-17 18:00:00;1447200.0;11;979;-32.2556;2.937;23076.979;0.09756;1.4224;35.192;23076.979
MyThuan;2011-10-17 18:00:00;1447200.0;12;1171;-25.7667;1.477;8212.723;0.03689;0.5031;27.244;8212.723
VamNao;2011-10-17 18:00:00;1447200.0;15;1318;-21.7944;2.33;5877.996;0.06784;0.8234;24.124;5877.996
ChauDoc;2011-10-17 19:00:00;1450800.0;1;74;-18.895;3.298;7873.98;0.12066;1.4585;22.193;7873.98
CanTho;2011-10-17 19:00:00;1450800.0;2;279;-26.9112;1.93;8640.95;0.03512;0.4739;28.841;8640.95
TanChau;2011-10-17 19:00:00;1450800.0;11;979;-32.2556;2.98;22211.377;0.09364;1.3664;35.236;22211.377
MyThuan;2011-10-17 19:00:00;1450800.0;12;1171;-25.7667;1.783;9912.412;0.04366;0.5976;27.55;9912.412
VamNao;2011-10-17 19:00:00;1450800.0;15;1318;-21.7944;2.474;5618.902;0.06415;0.7794;24.268;5618.902
ChauDoc;2011-10-17 20:00:00;1454400.0;1;74;-18.895;3.431;7640.975;0.11578;1.4023;22.326;7640.975
CanTho;2011-10-17 20:00:00;1454400.0;2;279;-26.9112;1.937;10541.47;0.04282;0.578;28.848;10541.47
TanChau;2011-10-17 20:00:00;1454400.0;11;979;-32.2556;3.226;21436.465;0.08897;1.3039;35.481;21436.465
MyThuan;2011-10-17 20:00:00;1454400.0;12;1171;-25.7667;1.772;12949.825;0.05708;0.7812;27.539;12949.825
VamNao;2011-10-17 20:00:00;1454400.0;15;1318;-21.7944;2.77;5378.426;0.06007;0.7314;24.564;5378.426
ChauDoc;2011-10-17 21:00:00;1458000.0;1;74;-18.895;3.684;7568.604;0.11228;1.3652;22.579;7568.604
CanTho;2011-10-17 21:00:00;1458000.0;2;279;-26.9112;1.957;11521.301;0.04674;0.631;28.869;11521.301
TanChau;2011-10-17 21:00:00;1458000.0;11;979;-32.2556;3.494;21828.988;0.08909;1.3118;35.749;21828.988
MyThuan;2011-10-17 21:00:00;1458000.0;12;1171;-25.7667;1.571;15833.132;0.07069;0.9652;27.338;15833.132
VamNao;2011-10-17 21:00:00;1458000.0;15;1318;-21.7944;2.949;5796.838;0.06391;0.7791;24.743;5796.838
ChauDoc;2011-10-17 22:00:00;1461600.0;1;74;-18.895;3.815;7670.058;0.11255;1.3713;22.71;7670.058
CanTho;2011-10-17 22:00:00;1461600.0;2;279;-26.9112;1.9;13161.135;0.05361;0.7231;28.811;13161.135
TanChau;2011-10-17 22:00:00;1461600.0;11;979;-32.2556;3.635;22629.266;0.09155;1.3513;35.891;22629.266
MyThuan;2011-10-17 22:00:00;1461600.0;12;1171;-25.7667;1.389;17549.303;0.07929;1.0801;27.156;17549.303
VamNao;2011-10-17 22:00:00;1461600.0;15;1318;-21.7944;3.058;6370.285;0.06969;0.8501;24.852;6370.285
ChauDoc;2011-10-17 23:00:00;1465200.0;1;74;-18.895;3.892;7737.676;0.11284;1.3764;22.787;7737.676
CanTho;2011-10-17 23:00:00;1465200.0;2;279;-26.9112;1.818;14828.836;0.06076;0.8183;28.729;14828.836
TanChau;2011-10-17 23:00:00;1465200.0;11;979;-32.2556;3.666;23258.91;0.09392;1.387;35.921;23258.91
MyThuan;2011-10-17 23:00:00;1465200.0;12;1171;-25.7667;1.216;18816.199;0.08599;1.1688;26.983;18816.199
VamNao;2011-10-17 23:00:00;1465200.0;15;1318;-21.7944;3.099;6324.576;0.06898;0.8417;24.894;6324.576
ChauDoc;2011-10-18 00:00:00;1468800.0;1;74;-18.895;3.927;7844.598;0.11406;1.392;22.822;7844.598
CanTho;2011-10-18 00:00:00;1468800.0;2;279;-26.9112;1.743;15618.521;0.06434;0.8654;28.654;15618.521
TanChau;2011-10-18 00:00:00;1468800.0;11;979;-32.2556;3.651;23428.371;0.09469;1.398;35.906;23428.371
MyThuan;2011-10-18 00:00:00;1468800.0;12;1171;-25.7667;1.072;19414.521;0.08958;1.2155;26.838;19414.521
VamNao;2011-10-18 00:00:00;1468800.0;15;1318;-21.7944;3.076;6276.73;0.06857;0.8366;24.871;6276.73
ChauDoc;2011-10-18 01:00:00;1472400.0;1;74;-18.895;3.909;7952.169;0.1158;1.4128;22.804;7952.169
CanTho;2011-10-18 01:00:00;1472400.0;2;279;-26.9112;1.677;15708.697;0.06502;0.8735;28.588;15708.697
TanChau;2011-10-18 01:00:00;1472400.0;11;979;-32.2556;3.61;23525.893;0.09533;1.4064;35.866;23525.893
MyThuan;2011-10-18 01:00:00;1472400.0;12;1171;-25.7667;0.974;19407.01;0.09013;1.2214;26.741;19407.01
VamNao;2011-10-18 01:00:00;1472400.0;15;1318;-21.7944;3.021;6293.936;0.06903;0.8419;24.816;6293.936
ChauDoc;2011-10-18 02:00:00;1476000.0;1;74;-18.895;3.864;8002.008;0.11696;1.426;22.759;8002.008
CanTho;2011-10-18 02:00:00;1476000.0;2;279;-26.9112;1.64;15456.551;0.06414;0.8612;28.551;15456.551
TanChau;2011-10-18 02:00:00;1476000.0;11;979;-32.2556;3.55;23585.566;0.09592;1.4137;35.806;23585.566
MyThuan;2011-10-18 02:00:00;1476000.0;12;1171;-25.7667;0.971;18499.768;0.08594;1.1645;26.738;18499.768
VamNao;2011-10-18 02:00:00;1476000.0;15;1318;-21.7944;2.958;6273.876;0.06912;0.8427;24.752;6273.876
ChauDoc;2011-10-18 03:00:00;1479600.0;1;74;-18.895;3.811;8009.986;0.11758;1.4325;22.706;8009.986
CanTho;2011-10-18 03:00:00;1479600.0;2;279;-26.9112;1.708;14259.463;0.05889;0.7916;28.619;14259.463
TanChau;2011-10-18 03:00:00;1479600.0;11;979;-32.2556;3.489;23559.129;0.09618;1.416;35.745;23559.129
MyThuan;2011-10-18 03:00:00;1479600.0;12;1171;-25.7667;1.122;16472.371;0.07575;1.0284;26.889;16472.371
VamNao;2011-10-18 03:00:00;1479600.0;15;1318;-21.7944;2.897;6210.979;0.06873;0.8376;24.691;6210.979
ChauDoc;2011-10-18 04:00:00;1483200.0;1;74;-18.895;3.759;7991.472;0.11781;1.4342;22.654;7991.472
CanTho;2011-10-18 04:00:00;1483200.0;2;279;-26.9112;1.912;12125.709;0.04935;0.6657;28.824;12125.709
TanChau;2011-10-18 04:00:00;1483200.0;11;979;-32.2556;3.44;23477.201;0.09614;1.4142;35.696;23477.201
MyThuan;2011-10-18 04:00:00;1483200.0;12;1171;-25.7667;1.416;13916.75;0.06277;0.8554;27.182;13916.75
VamNao;2011-10-18 04:00:00;1483200.0;15;1318;-21.7944;2.852;6144.165;0.06822;0.8311;24.646;6144.165
ChauDoc;2011-10-18 05:00:00;1486800.0;1;74;-18.895;3.726;7963.767;0.11772;1.4324;22.621;7963.767
CanTho;2011-10-18 05:00:00;1486800.0;2;279;-26.9112;2.092;10994.561;0.04418;0.5978;29.003;10994.561
TanChau;2011-10-18 05:00:00;1486800.0;11;979;-32.2556;3.414;23160.393;0.095;1.3968;35.67;23160.393
MyThuan;2011-10-18 05:00:00;1486800.0;12;1171;-25.7667;1.658;13138.015;0.05833;0.7972;27.425;13138.015
VamNao;2011-10-18 05:00:00;1486800.0;15;1318;-21.7944;2.864;6006.68;0.06663;0.8118;24.659;6006.68
ChauDoc;2011-10-18 06:00:00;1490400.0;1;74;-18.895;3.744;7875.34;0.11624;1.4148;22.639;7875.34
CanTho;2011-10-18 06:00:00;1490400.0;2;279;-26.9112;2.174;11272.854;0.04504;0.6103;29.085;11272.854
TanChau;2011-10-18 06:00:00;1490400.0;11;979;-32.2556;3.463;22684.869;0.09277;1.3651;35.718;22684.869
MyThuan;2011-10-18 06:00:00;1490400.0;12;1171;-25.7667;1.724;14551.507;0.06433;0.88;27.491;14551.507
VamNao;2011-10-18 06:00:00;1490400.0;15;1318;-21.7944;2.962;5697.951;0.06276;0.7651;24.757;5697.951
ChauDoc;2011-10-18 07:00:00;1494000.0;1;74;-18.895;3.835;7789.446;0.11412;1.3909;22.73;7789.446
CanTho;2011-10-18 07:00:00;1494000.0;2;279;-26.9112;2.163;12324.555;0.04928;0.6676;29.075;12324.555
TanChau;2011-10-18 07:00:00;1494000.0;11;979;-32.2556;3.59;22467.363;0.09115;1.3443;35.846;22467.363
MyThuan;2011-10-18 07:00:00;1494000.0;12;1171;-25.7667;1.633;16453.973;0.07317;0.9998;27.4;16453.973
VamNao;2011-10-18 07:00:00;1494000.0;15;1318;-21.7944;3.087;5629.716;0.06145;0.7498;24.882;5629.716
ChauDoc;2011-10-18 08:00:00;1497600.0;1;74;-18.895;3.939;7775.246;0.11295;1.3787;22.834;7775.246
CanTho;2011-10-18 08:00:00;1497600.0;2;279;-26.9112;2.114;13355.605;0.05359;0.7254;29.025;13355.605
TanChau;2011-10-18 08:00:00;1497600.0;11;979;-32.2556;3.711;22853.584;0.09203;1.36;35.967;22853.584
MyThuan;2011-10-18 08:00:00;1497600.0;12;1171;-25.7667;1.492;17745.752;0.07964;1.0863;27.258;17745.752
VamNao;2011-10-18 08:00:00;1497600.0;15;1318;-21.7944;3.174;5771.868;0.06261;0.7644;24.969;5771.868
ChauDoc;2011-10-18 09:00:00;1501200.0;1;74;-18.895;4.003;7827.703;0.11312;1.382;22.898;7827.703
CanTho;2011-10-18 09:00:00;1501200.0;2;279;-26.9112;2.004;14721.96;0.05952;0.8043;28.916;14721.96
TanChau;2011-10-18 09:00:00;1501200.0;11;979;-32.2556;3.752;23199.715;0.09318;1.3781;36.007;23199.715
MyThuan;2011-10-18 09:00:00;1501200.0;12;1171;-25.7667;1.309;19095.73;0.08673;1.1803;27.076;19095.73
VamNao;2011-10-18 09:00:00;1501200.0;15;1318;-21.7944;3.208;5969.315;0.0646;0.7889;25.002;5969.315
ChauDoc;2011-10-18 10:00:00;1504800.0;1;74;-18.895;4.025;7891.393;0.11384;1.3913;22.92;7891.393
CanTho;2011-10-18 10:00:00;1504800.0;2;279;-26.9112;1.868;15893.031;0.06488;0.8746;28.78;15893.031
TanChau;2011-10-18 10:00:00;1504800.0;11;979;-32.2556;3.744;23354.742;0.09386;1.3879;35.999;23354.742
MyThuan;2011-10-18 10:00:00;1504800.0;12;1171;-25.7667;1.09;20486.678;0.09441;1.2813;26.857;20486.678
VamNao;2011-10-18 10:00:00;1504800.0;15;1318;-21.7944;3.191;5993.695;0.06494;0.7929;24.986;5993.695
ChauDoc;2011-10-18 11:00:00;1508400.0;1;74;-18.895;4.006;7957.363;0.11497;1.4047;22.901;7957.363
CanTho;2011-10-18 11:00:00;1508400.0;2;279;-26.9112;1.723;16603.766;0.06849;0.921;28.634;16603.766
TanChau;2011-10-18 11:00:00;1508400.0;11;979;-32.2556;3.72;23641.275;0.09515;1.4064;35.976;23641.275
MyThuan;2011-10-18 11:00:00;1508400.0;12;1171;-25.7667;0.864;21258.215;0.09946;1.346;26.631;21258.215
VamNao;2011-10-18 11:00:00;1508400.0;15;1318;-21.7944;3.135;6107.394;0.06644;0.8109;24.929;6107.394
ChauDoc;2011-10-18 12:00:00;1512000.0;1;74;-18.895;3.955;8010.497;0.11622;1.4189;22.85;8010.497
CanTho;2011-10-18 12:00:00;1512000.0;2;279;-26.9112;1.575;16965.477;0.07074;0.9487;28.486;16965.477
TanChau;2011-10-18 12:00:00;1512000.0;11;979;-32.2556;3.657;23865.16;0.09642;1.4237;35.912;23865.16
MyThuan;2011-10-18 12:00:00;1512000.0;12;1171;-25.7667;0.646;21580.834;0.10248;1.3829;26.412;21580.834
VamNao;2011-10-18 12:00:00;1512000.0;15;1318;-21.7944;3.055;6257.425;0.06846;0.8352;24.85;6257.425
ChauDoc;2011-10-18 13:00:00;1515600.0;1;74;-18.895;3.887;8039.023;0.11727;1.4303;22.782;8039.023
CanTho;2011-10-18 13:00:00;1515600.0;2;279;-26.9112;1.436;17111.197;0.07207;0.9641;28.347;17111.197
TanChau;2011-10-18 13:00:00;1515600.0;11;979;-32.2556;3.555;23818.838;0.09685;1.4275;35.81;23818.838
MyThuan;2011-10-18 13:00:00;1515600.0;12;1171;-25.7667;0.452;21643.707;0.10417;1.402;26.218;21643.707
VamNao;2011-10-18 13:00:00;1515600.0;15;1318;-21.7944;2.955;6274.764;0.06915;0.843;24.749;6274.764
ChauDoc;2011-10-18 14:00:00;1519200.0;1;74;-18.895;3.804;8051.137;0.11825;1.4405;22.699;8051.137
CanTho;2011-10-18 14:00:00;1519200.0;2;279;-26.9112;1.308;17093.705;0.07268;0.97;28.219;17093.705
TanChau;2011-10-18 14:00:00;1519200.0;11;979;-32.2556;3.449;23748.066;0.0972;1.43;35.705;23748.066
MyThuan;2011-10-18 14:00:00;1519200.0;12;1171;-25.7667;0.292;21397.283;0.10413;1.3985;26.058;21397.283
VamNao;2011-10-18 14:00:00;1519200.0;15;1318;-21.7944;2.84;6186.625;0.06875;0.8374;24.634;6186.625
ChauDoc;2011-10-18 15:00:00;1522800.0;1;74;-18.895;3.709;8050.604;0.11917;1.4497;22.604;8050.604
CanTho;2011-10-18 15:00:00;1522800.0;2;279;-26.9112;1.197;16864.518;0.07229;0.9629;28.108;16864.518
TanChau;2011-10-18 15:00:00;1522800.0;11;979;-32.2556;3.347;23755.137;0.09785;1.437;35.602;23755.137
MyThuan;2011-10-18 15:00:00;1522800.0;12;1171;-25.7667;0.18;20800.52;0.10207;1.368;25.946;20800.52
VamNao;2011-10-18 15:00:00;1522800.0;15;1318;-21.7944;2.726;6135.564;0.06875;0.8368;24.521;6135.564
ChauDoc;2011-10-18 16:00:00;1526400.0;1;74;-18.895;3.615;8037.363;0.11991;1.4566;22.51;8037.363
CanTho;2011-10-18 16:00:00;1526400.0;2;279;-26.9112;1.123;16318.55;0.07034;0.9356;28.035;16318.55
TanChau;2011-10-18 16:00:00;1526400.0;11;979;-32.2556;3.236;23622.971;0.09799;1.4363;35.491;23622.971
MyThuan;2011-10-18 16:00:00;1526400.0;12;1171;-25.7667;0.198;19275.652;0.09446;1.2665;25.965;19275.652
VamNao;2011-10-18 16:00:00;1526400.0;15;1318;-21.7944;2.616;6102.689;0.06894;0.8385;24.41;6102.689
ChauDoc;2011-10-18 17:00:00;1530000.0;1;74;-18.895;3.525;8015.855;0.1205;1.4616;22.42;8015.855
CanTho;2011-10-18 17:00:00;1530000.0;2;279;-26.9112;1.189;14649.154;0.06283;0.8368;28.101;14649.154
TanChau;2011-10-18 17:00:00;1530000.0;11;979;-32.2556;3.137;23492.029;0.09806;1.4348;35.392;23492.029
MyThuan;2011-10-18 17:00:00;1530000.0;12;1171;-25.7667;0.624;14406.256;0.06851;0.9243;26.391;14406.256
VamNao;2011-10-18 17:00:00;1530000.0;15;1318;-21.7944;2.511;6016.82;0.0685;0.8325;24.306;6016.82
ChauDoc;2011-10-18 18:00:00;1533600.0;1;74;-18.895;3.44;7989.358;0.12096;1.4653;22.335;7989.358
CanTho;2011-10-18 18:00:00;1533600.0;2;279;-26.9112;1.513;11133.58;0.04663;0.6247;28.424;11133.58
TanChau;2011-10-18 18:00:00;1533600.0;11;979;-32.2556;3.053;23345.957;0.09796;1.4313;35.309;23345.957
MyThuan;2011-10-18 18:00:00;1533600.0;12;1171;-25.7667;1.181;10161.526;0.04655;0.6324;26.948;10161.526
VamNao;2011-10-18 18:00:00;1533600.0;15;1318;-21.7944;2.432;5968.448;0.06835;0.8303;24.226;5968.448
ChauDoc;2011-10-18 19:00:00;1537200.0;1;74;-18.895;3.376;7939.855;0.12087;1.4627;22.271;7939.855
CanTho;2011-10-18 19:00:00;1537200.0;2;279;-26.9112;1.806;9131.603;0.03745;0.5042;28.717;9131.603
TanChau;2011-10-18 19:00:00;1537200.0;11;979;-32.2556;3.011;22835.672;0.09608;1.4028;35.267;22835.672
MyThuan;2011-10-18 19:00:00;1537200.0;12;1171;-25.7667;1.625;9432.993;0.04197;0.5734;27.391;9432.993
VamNao;2011-10-18 19:00:00;1537200.0;15;1318;-21.7944;2.433;5890.223;0.06745;0.8193;24.228;5890.223
ChauDoc;2011-10-18 20:00:00;1540800.0;1;74;-18.895;3.383;7820.066;0.11897;1.4399;22.278;7820.066
CanTho;2011-10-18 20:00:00;1540800.0;2;279;-26.9112;1.928;9606.904;0.03905;0.527;28.839;9606.904
TanChau;2011-10-18 20:00:00;1540800.0;11;979;-32.2556;3.116;22000.494;0.09195;1.345;35.371;22000.494
MyThuan;2011-10-18 20:00:00;1540800.0;12;1171;-25.7667;1.831;11043.127;0.04849;0.6641;27.598;11043.127
VamNao;2011-10-18 20:00:00;1540800.0;15;1318;-21.7944;2.612;5754.17;0.06502;0.7908;24.406;5754.17
ChauDoc;2011-10-18 21:00:00;1544400.0;1;74;-18.895;3.542;7649.59;0.11483;1.3932;22.437;7649.59
CanTho;2011-10-18 21:00:00;1544400.0;2;279;-26.9112;2.015;10307.789;0.04164;0.5628;28.926;10307.789
TanChau;2011-10-18 21:00:00;1544400.0;11;979;-32.2556;3.35;21749.67;0.08957;1.3155;35.605;21749.67
MyThuan;2011-10-18 21:00:00;1544400.0;12;1171;-25.7667;1.772;13730.312;0.06052;0.8282;27.539;13730.312
VamNao;2011-10-18 21:00:00;1544400.0;15;1318;-21.7944;2.839;5787.637;0.06432;0.7835;24.633;5787.637
ChauDoc;2011-10-18 22:00:00;1548000.0;1;74;-18.895;3.731;7623.644;0.11265;1.3708;22.626;7623.644
CanTho;2011-10-18 22:00:00;1548000.0;2;279;-26.9112;2.042;11461.841;0.04622;0.6249;28.953;11461.841
TanChau;2011-10-18 22:00:00;1548000.0;11;979;-32.2556;3.562;22248.557;0.09042;1.3329;35.817;22248.557
MyThuan;2011-10-18 22:00:00;1548000.0;12;1171;-25.7667;1.623;15815.903;0.07038;0.9615;27.39;15815.903
VamNao;2011-10-18 22:00:00;1548000.0;15;1318;-21.7944;3.006;6175.091;0.0678;0.8268;24.801;6175.091
ChauDoc;2011-10-18 23:00:00;1551600.0;1;74;-18.895;3.865;7681.967;0.11227;1.3689;22.76;7681.967
CanTho;2011-10-18 23:00:00;1551600.0;2;279;-26.9112;2.0;13212.425;0.05344;0.722;28.911;13212.425
TanChau;2011-10-18 23:00:00;1551600.0;11;979;-32.2556;3.663;22760.689;0.09192;1.3574;35.919;22760.689
MyThuan;2011-10-18 23:00:00;1551600.0;12;1171;-25.7667;1.498;17061.162;0.07654;1.044;27.265;17061.162
VamNao;2011-10-18 23:00:00;1551600.0;15;1318;-21.7944;3.121;6291.483;0.06851;0.8361;24.915;6291.483
