tram;thoi_gian;t_s;bief;sec;ZREF;Z;QMIN;FR;VMIN;Y;Q
ChauDoc;2011-10-02 21:00:00;162000.0;1;74;-18.895;3.713;7788.185;0.11525;1.402;22.608;7788.185
CanTho;2011-10-02 21:00:00;162000.0;2;279;-26.9112;2.093;11830.478;0.04753;0.6433;29.004;11830.478
TanChau;2011-10-02 21:00:00;162000.0;11;979;-32.2556;3.538;22339.566;0.09093;1.3398;35.794;22339.566
MyThuan;2011-10-02 21:00:00;162000.0;12;1171;-25.7667;1.888;14727.46;0.06444;0.8831;27.654;14727.46
VamNao;2011-10-02 21:00:00;162000.0;15;1318;-21.7944;3.069;5537.38;0.06052;0.7384;24.863;5537.38
ChauDoc;2011-10-02 22:00:00;165600.0;1;74;-18.895;3.967;7791.615;0.11293;1.379;22.862;7791.615
CanTho;2011-10-02 22:00:00;165600.0;2;279;-26.9112;2.096;12571.061;0.0505;0.6834;29.007;12571.061
TanChau;2011-10-02 22:00:00;165600.0;11;979;-32.2556;3.814;23101.365;0.09241;1.3684;36.07;23101.365
MyThuan;2011-10-02 22:00:00;165600.0;12;1171;-25.7667;1.62;17771.602;0.0791;1.0806;27.387;17771.602
VamNao;2011-10-02 22:00:00;165600.0;15;1318;-21.7944;3.194;6298.759;0.06824;0.8331;24.988;6298.759
ChauDoc;2011-10-02 23:00:00;169200.0;1;74;-18.895;4.048;7907.612;0.11386;1.3921;22.943;7907.612
CanTho;2011-10-02 23:00:00;169200.0;2;279;-26.9112;1.989;14557.395;0.05892;0.7959;28.901;14557.395
TanChau;2011-10-02 23:00:00;169200.0;11;979;-32.2556;3.912;24036.951;0.09555;1.4176;36.168;24036.951
MyThuan;2011-10-02 23:00:00;169200.0;12;1171;-25.7667;1.401;19353.869;0.08738;1.1905;27.168;19353.869
VamNao;2011-10-02 23:00:00;169200.0;15;1318;-21.7944;3.293;6939.719;0.07466;0.9121;25.087;6939.719
ChauDoc;2011-10-03 00:00:00;172800.0;1;74;-18.895;4.118;7958.578;0.11395;1.3945;23.013;7958.578
CanTho;2011-10-03 00:00:00;172800.0;2;279;-26.9112;1.912;15941.124;0.06488;0.8752;28.823;15941.124
TanChau;2011-10-03 00:00:00;172800.0;11;979;-32.2556;3.907;24495.465;0.09741;1.445;36.162;24495.465
MyThuan;2011-10-03 00:00:00;172800.0;12;1171;-25.7667;1.221;20179.162;0.09219;1.2532;26.987;20179.162
VamNao;2011-10-03 00:00:00;172800.0;15;1318;-21.7944;3.306;6739.738;0.07244;0.8851;25.1;6739.738
ChauDoc;2011-10-03 01:00:00;176400.0;1;74;-18.895;4.135;8093.85;0.11573;1.4167;23.03;8093.85
CanTho;2011-10-03 01:00:00;176400.0;2;279;-26.9112;1.832;16508.676;0.06757;0.9103;28.743;16508.676
TanChau;2011-10-03 01:00:00;176400.0;11;979;-32.2556;3.886;24781.188;0.09868;1.4632;36.142;24781.188
MyThuan;2011-10-03 01:00:00;176400.0;12;1171;-25.7667;1.07;20584.992;0.09499;1.2888;26.837;20584.992
VamNao;2011-10-03 01:00:00;176400.0;15;1318;-21.7944;3.253;6656.577;0.07181;0.8771;25.048;6656.577
ChauDoc;2011-10-03 02:00:00;180000.0;1;74;-18.895;4.093;8192.813;0.11754;1.438;22.988;8192.813
CanTho;2011-10-03 02:00:00;180000.0;2;279;-26.9112;1.739;16681.064;0.06873;0.9244;28.65;16681.064
TanChau;2011-10-03 02:00:00;180000.0;11;979;-32.2556;3.84;24965.684;0.09971;1.4772;36.096;24965.684
MyThuan;2011-10-03 02:00:00;180000.0;12;1171;-25.7667;0.969;20454.441;0.09503;1.2877;26.736;20454.441
VamNao;2011-10-03 02:00:00;180000.0;15;1318;-21.7944;3.198;6731.77;0.0729;0.8902;24.993;6731.77
ChauDoc;2011-10-03 03:00:00;183600.0;1;74;-18.895;4.045;8218.143;0.11836;1.447;22.94;8218.143
CanTho;2011-10-03 03:00:00;183600.0;2;279;-26.9112;1.698;16291.627;0.06733;0.9049;28.609;16291.627
TanChau;2011-10-03 03:00:00;183600.0;11;979;-32.2556;3.777;24986.9;0.1002;1.4826;36.033;24986.9
MyThuan;2011-10-03 03:00:00;183600.0;12;1171;-25.7667;0.957;19596.273;0.09112;1.2345;26.723;19596.273
VamNao;2011-10-03 03:00:00;183600.0;15;1318;-21.7944;3.131;6720.454;0.07313;0.8926;24.925;6720.454
ChauDoc;2011-10-03 04:00:00;187200.0;1;74;-18.895;3.992;8235.479;0.11912;1.4551;22.887;8235.479
CanTho;2011-10-03 04:00:00;187200.0;2;279;-26.9112;1.76;15075.898;0.06203;0.8345;28.671;15075.898
TanChau;2011-10-03 04:00:00;187200.0;11;979;-32.2556;3.704;24858.928;0.10014;1.4798;35.96;24858.928
MyThuan;2011-10-03 04:00:00;187200.0;12;1171;-25.7667;1.099;17639.295;0.08124;1.1027;26.866;17639.295
VamNao;2011-10-03 04:00:00;187200.0;15;1318;-21.7944;3.062;6699.238;0.07326;0.8937;24.856;6699.238
ChauDoc;2011-10-03 05:00:00;190800.0;1;74;-18.895;3.937;8230.671;0.11959;1.4596;22.832;8230.671
CanTho;2011-10-03 05:00:00;190800.0;2;279;-26.9112;1.991;12631.906;0.05112;0.6906;28.902;12631.906
TanChau;2011-10-03 05:00:00;190800.0;11;979;-32.2556;3.644;24708.23;0.09991;1.4748;35.899;24708.23
MyThuan;2011-10-03 05:00:00;190800.0;12;1171;-25.7667;1.379;15180.921;0.06863;0.9349;27.146;15180.921
VamNao;2011-10-03 05:00:00;190800.0;15;1318;-21.7944;3.009;6577.906;0.07221;0.8806;24.803;6577.906
ChauDoc;2011-10-03 06:00:00;194400.0;1;74;-18.895;3.896;8195.21;0.11946;1.4573;22.791;8195.21
CanTho;2011-10-03 06:00:00;194400.0;2;279;-26.9112;2.249;10803.167;0.04293;0.5826;29.161;10803.167
TanChau;2011-10-03 06:00:00;194400.0;11;979;-32.2556;3.609;24405.109;0.09889;1.459;35.865;24405.109
MyThuan;2011-10-03 06:00:00;194400.0;12;1171;-25.7667;1.634;14129.19;0.06283;0.8585;27.4;14129.19
VamNao;2011-10-03 06:00:00;194400.0;15;1318;-21.7944;3.011;6402.883;0.07028;0.857;24.805;6402.883
ChauDoc;2011-10-03 07:00:00;198000.0;1;74;-18.895;3.906;8106.955;0.11809;1.4407;22.801;8106.955
CanTho;2011-10-03 07:00:00;198000.0;2;279;-26.9112;2.306;11672.282;0.04621;0.6275;29.217;11672.282
TanChau;2011-10-03 07:00:00;198000.0;11;979;-32.2556;3.639;23901.26;0.09668;1.427;35.894;23901.26
MyThuan;2011-10-03 07:00:00;198000.0;12;1171;-25.7667;1.759;14833.699;0.06544;0.8954;27.526;14833.699
VamNao;2011-10-03 07:00:00;198000.0;15;1318;-21.7944;3.109;5973.161;0.0651;0.7944;24.903;5973.161
ChauDoc;2011-10-03 08:00:00;201600.0;1;74;-18.895;4.0;7979.119;0.11534;1.4091;22.895;7979.119
CanTho;2011-10-03 08:00:00;201600.0;2;279;-26.9112;2.256;13222.646;0.05253;0.7128;29.167;13222.646
TanChau;2011-10-03 08:00:00;201600.0;11;979;-32.2556;3.755;23556.746;0.0946;1.3991;36.011;23556.746
MyThuan;2011-10-03 08:00:00;201600.0;12;1171;-25.7667;1.684;16949.824;0.07513;1.0271;27.451;16949.824
VamNao;2011-10-03 08:00:00;201600.0;15;1318;-21.7944;3.248;5592.595;0.06035;0.7372;25.043;5592.595
ChauDoc;2011-10-03 09:00:00;205200.0;1;74;-18.895;4.112;7974.445;0.11424;1.3979;23.007;7974.445
CanTho;2011-10-03 09:00:00;205200.0;2;279;-26.9112;2.192;14096.568;0.05625;0.7624;29.103;14096.568
TanChau;2011-10-03 09:00:00;205200.0;11;979;-32.2556;3.886;23720.527;0.09445;1.4006;36.141;23720.527
MyThuan;2011-10-03 09:00:00;205200.0;12;1171;-25.7667;1.506;18890.641;0.0847;1.1555;27.273;18890.641
VamNao;2011-10-03 09:00:00;205200.0;15;1318;-21.7944;3.322;5854.428;0.06285;0.768;25.117;5854.428
ChauDoc;2011-10-03 10:00:00;208800.0;1;74;-18.895;4.156;8033.034;0.11466;1.404;23.051;8033.034
CanTho;2011-10-03 10:00:00;208800.0;2;279;-26.9112;2.051;15490.826;0.06243;0.8442;28.962;15490.826
TanChau;2011-10-03 10:00:00;208800.0;11;979;-32.2556;3.95;24258.363;0.0962;1.4282;36.206;24258.363
MyThuan;2011-10-03 10:00:00;208800.0;12;1171;-25.7667;1.291;20400.176;0.09277;1.2622;27.058;20400.176
VamNao;2011-10-03 10:00:00;208800.0;15;1318;-21.7944;3.349;6292.856;0.06743;0.8241;25.144;6292.856
ChauDoc;2011-10-03 11:00:00;212400.0;1;74;-18.895;4.173;8084.848;0.11525;1.4116;23.068;8084.848
CanTho;2011-10-03 11:00:00;212400.0;2;279;-26.9112;1.899;16701.684;0.06803;0.9176;28.811;16701.684
TanChau;2011-10-03 11:00:00;212400.0;11;979;-32.2556;3.946;24684.494;0.09791;1.4536;36.202;24684.494
MyThuan;2011-10-03 11:00:00;212400.0;12;1171;-25.7667;1.053;21551.26;0.09956;1.3506;26.82;21551.26
VamNao;2011-10-03 11:00:00;212400.0;15;1318;-21.7944;3.337;6455.145;0.06923;0.846;25.131;6455.145
ChauDoc;2011-10-03 12:00:00;216000.0;1;74;-18.895;4.16;8156.636;0.1164;1.4253;23.055;8156.636
CanTho;2011-10-03 12:00:00;216000.0;2;279;-26.9112;1.735;17494.602;0.0721;0.9697;28.647;17494.602
TanChau;2011-10-03 12:00:00;216000.0;11;979;-32.2556;3.902;24873.447;0.09894;1.4676;36.157;24873.447
MyThuan;2011-10-03 12:00:00;216000.0;12;1171;-25.7667;0.808;22318.377;0.10482;1.4174;26.575;22318.377
VamNao;2011-10-03 12:00:00;216000.0;15;1318;-21.7944;3.273;6580.208;0.07089;0.866;25.067;6580.208
ChauDoc;2011-10-03 13:00:00;219600.0;1;74;-18.895;4.104;8215.093;0.11776;1.4408;22.999;8215.093
CanTho;2011-10-03 13:00:00;219600.0;2;279;-26.9112;1.579;17826.287;0.07431;0.9966;28.49;17826.287
TanChau;2011-10-03 13:00:00;219600.0;11;979;-32.2556;3.831;25036.334;0.10004;1.4819;36.087;25036.334
MyThuan;2011-10-03 13:00:00;219600.0;12;1171;-25.7667;0.578;22661.799;0.10812;1.4577;26.344;22661.799
VamNao;2011-10-03 13:00:00;219600.0;15;1318;-21.7944;3.182;6648.254;0.07208;0.88;24.977;6648.254
ChauDoc;2011-10-03 14:00:00;223200.0;1;74;-18.895;4.031;8263.87;0.11916;1.4564;22.926;8263.87
CanTho;2011-10-03 14:00:00;223200.0;2;279;-26.9112;1.441;17836.885;0.0751;1.0047;28.353;17836.885
TanChau;2011-10-03 14:00:00;223200.0;11;979;-32.2556;3.735;25085.691;0.10086;1.4913;35.991;25085.691
MyThuan;2011-10-03 14:00:00;223200.0;12;1171;-25.7667;0.372;22624.543;0.10949;1.4721;26.139;22624.543
VamNao;2011-10-03 14:00:00;223200.0;15;1318;-21.7944;3.076;6704.027;0.07324;0.8935;24.871;6704.027
ChauDoc;2011-10-03 15:00:00;226800.0;1;74;-18.895;3.942;8270.92;0.12012;1.4662;22.837;8270.92
CanTho;2011-10-03 15:00:00;226800.0;2;279;-26.9112;1.315;17731.51;0.07535;1.0058;28.226;17731.51
TanChau;2011-10-03 15:00:00;226800.0;11;979;-32.2556;3.618;24959.738;0.10109;1.4916;35.873;24959.738
MyThuan;2011-10-03 15:00:00;226800.0;12;1171;-25.7667;0.194;22419.504;0.1099;1.4734;25.961;22419.504
VamNao;2011-10-03 15:00:00;226800.0;15;1318;-21.7944;2.96;6649.859;0.07326;0.8931;24.754;6649.859
ChauDoc;2011-10-03 16:00:00;230400.0;1;74;-18.895;3.849;8274.013;0.12109;1.476;22.744;8274.013
CanTho;2011-10-03 16:00:00;230400.0;2;279;-26.9112;1.2;17545.611;0.07519;1.0016;28.111;17545.611
TanChau;2011-10-03 16:00:00;230400.0;11;979;-32.2556;3.506;24864.029;0.1014;1.4933;35.762;24864.029
MyThuan;2011-10-03 16:00:00;230400.0;12;1171;-25.7667;0.054;21979.641;0.10894;1.4555;25.821;21979.641
VamNao;2011-10-03 16:00:00;230400.0;15;1318;-21.7944;2.84;6526.64;0.07253;0.8835;24.635;6526.64
ChauDoc;2011-10-03 17:00:00;234000.0;1;74;-18.895;3.752;8258.79;0.12183;1.4829;22.647;8258.79
CanTho;2011-10-03 17:00:00;234000.0;2;279;-26.9112;1.107;17163.588;0.07407;0.985;28.018;17163.588
TanChau;2011-10-03 17:00:00;234000.0;11;979;-32.2556;3.382;24623.113;0.1012;1.4871;35.638;24623.113
MyThuan;2011-10-03 17:00:00;234000.0;12;1171;-25.7667;0.036;20583.592;0.10217;1.3644;25.803;20583.592
VamNao;2011-10-03 17:00:00;234000.0;15;1318;-21.7944;2.727;6445.473;0.07222;0.879;24.521;6445.473
ChauDoc;2011-10-03 18:00:00;237600.0;1;74;-18.895;3.654;8217.841;0.12221;1.4853;22.549;8217.841
CanTho;2011-10-03 18:00:00;237600.0;2;279;-26.9112;1.111;15967.985;0.06889;0.9161;28.022;15967.985
TanChau;2011-10-03 18:00:00;237600.0;11;979;-32.2556;3.261;24313.877;0.10069;1.4766;35.516;24313.877
MyThuan;2011-10-03 18:00:00;237600.0;12;1171;-25.7667;0.461;15526.703;0.07468;1.0052;26.228;15526.703
VamNao;2011-10-03 18:00:00;237600.0;15;1318;-21.7944;2.609;6274.29;0.07091;0.8625;24.404;6274.29
ChauDoc;2011-10-03 19:00:00;241200.0;1;74;-18.895;3.555;8179.951;0.12265;1.4885;22.45;8179.951
CanTho;2011-10-03 19:00:00;241200.0;2;279;-26.9112;1.344;13044.416;0.05531;0.7387;28.256;13044.416
TanChau;2011-10-03 19:00:00;241200.0;11;979;-32.2556;3.166;24162.785;0.10067;1.4738;35.421;24162.785
MyThuan;2011-10-03 19:00:00;241200.0;12;1171;-25.7667;1.03;11116.463;0.05143;0.6975;26.797;11116.463
VamNao;2011-10-03 19:00:00;241200.0;15;1318;-21.7944;2.507;6162.957;0.07019;0.853;24.301;6162.957
ChauDoc;2011-10-03 20:00:00;244800.0;1;74;-18.895;3.47;8130.857;0.1228;1.4883;22.365;8130.857
CanTho;2011-10-03 20:00:00;244800.0;2;279;-26.9112;1.681;10156.439;0.04202;0.5646;28.592;10156.439
TanChau;2011-10-03 20:00:00;244800.0;11;979;-32.2556;3.105;23763.477;0.09939;1.4535;35.36;23763.477
MyThuan;2011-10-03 20:00:00;244800.0;12;1171;-25.7667;1.442;10946.113;0.04929;0.6718;27.209;10946.113
VamNao;2011-10-03 20:00:00;244800.0;15;1318;-21.7944;2.47;6180.575;0.07058;0.8576;24.264;6180.575
ChauDoc;2011-10-03 21:00:00;248400.0;1;74;-18.895;3.438;8027.85;0.12156;1.4726;22.333;8027.85
CanTho;2011-10-03 21:00:00;248400.0;2;279;-26.9112;1.769;10782.774;0.04433;0.5966;28.68;10782.774
TanChau;2011-10-03 21:00:00;248400.0;11;979;-32.2556;3.172;22900.455;0.09537;1.3964;35.428;22900.455
MyThuan;2011-10-03 21:00:00;248400.0;12;1171;-25.7667;1.616;12717.754;0.05662;0.7735;27.382;12717.754
VamNao;2011-10-03 21:00:00;248400.0;15;1318;-21.7944;2.593;6318.649;0.0715;0.8695;24.387;6318.649
ChauDoc;2011-10-03 22:00:00;252000.0;1;74;-18.895;3.548;7846.393;0.11773;1.4285;22.443;7846.393
CanTho;2011-10-03 22:00:00;252000.0;2;279;-26.9112;1.792;11952.893;0.04906;0.6605;28.703;11952.893
TanChau;2011-10-03 22:00:00;252000.0;11;979;-32.2556;3.354;22690.074;0.09342;1.3722;35.609;22690.074
MyThuan;2011-10-03 22:00:00;252000.0;12;1171;-25.7667;1.53;15258.233;0.06831;0.9321;27.297;15258.233
VamNao;2011-10-03 22:00:00;252000.0;15;1318;-21.7944;2.804;6180.355;0.06886;0.8386;24.599;6180.355
ChauDoc;2011-10-03 23:00:00;255600.0;1;74;-18.895;3.724;7807.606;0.11543;1.4045;22.619;7807.606
CanTho;2011-10-03 23:00:00;255600.0;2;279;-26.9112;1.846;12402.258;0.05071;0.6833;28.757;12402.258
TanChau;2011-10-03 23:00:00;255600.0;11;979;-32.2556;3.546;23227.342;0.09449;1.3925;35.801;23227.342
MyThuan;2011-10-03 23:00:00;255600.0;12;1171;-25.7667;1.342;17192.4;0.07792;1.0608;27.109;17192.4
VamNao;2011-10-03 23:00:00;255600.0;15;1318;-21.7944;2.929;6427.884;0.07097;0.865;24.723;6427.884
ChauDoc;2011-10-04 00:00:00;259200.0;1;74;-18.895;3.821;7887.405;0.11569;1.4096;22.716;7887.405
CanTho;2011-10-04 00:00:00;259200.0;2;279;-26.9112;1.846;13341.132;0.05455;0.7351;28.757;13341.132
TanChau;2011-10-04 00:00:00;259200.0;11;979;-32.2556;3.637;23833.596;0.09642;1.4231;35.892;23833.596
MyThuan;2011-10-04 00:00:00;259200.0;12;1171;-25.7667;1.186;18272.967;0.08367;1.137;26.952;18272.967
VamNao;2011-10-04 00:00:00;259200.0;15;1318;-21.7944;3.016;6731.007;0.07385;0.9006;24.811;6731.007
ChauDoc;2011-10-04 01:00:00;262800.0;1;74;-18.895;3.89;7939.858;0.1158;1.4124;22.785;7939.858
CanTho;2011-10-04 01:00:00;262800.0;2;279;-26.9112;1.83;14325.268;0.05864;0.79;28.741;14325.268
TanChau;2011-10-04 01:00:00;262800.0;11;979;-32.2556;3.654;24144.258;0.09757;1.4405;35.91;24144.258
MyThuan;2011-10-04 01:00:00;262800.0;12;1171;-25.7667;1.064;18920.375;0.08735;1.185;26.83;18920.375
VamNao;2011-10-04 01:00:00;262800.0;15;1318;-21.7944;3.055;6489.667;0.071;0.8662;24.849;6489.667
ChauDoc;2011-10-04 02:00:00;266400.0;1;74;-18.895;3.928;8015.366;0.11655;1.4223;22.823;8015.366
CanTho;2011-10-04 02:00:00;266400.0;2;279;-26.9112;1.786;15068.506;0.06188;0.8329;28.697;15068.506
TanChau;2011-10-04 02:00:00;266400.0;11;979;-32.2556;3.652;24246.428;0.09799;1.4467;35.908;24246.428
MyThuan;2011-10-04 02:00:00;266400.0;12;1171;-25.7667;0.979;19134.199;0.08884;1.2039;26.745;19134.199
VamNao;2011-10-04 02:00:00;266400.0;15;1318;-21.7944;3.053;6295.4;0.06889;0.8404;24.847;6295.4
ChauDoc;2011-10-04 03:00:00;270000.0;1;74;-18.895;3.924;8073.933;0.11743;1.4331;22.819;8073.933
CanTho;2011-10-04 03:00:00;270000.0;2;279;-26.9112;1.706;15581.596;0.06435;0.865;28.618;15581.596
TanChau;2011-10-04 03:00:00;270000.0;11;979;-32.2556;3.635;24297.098;0.0983;1.4508;35.891;24297.098
MyThuan;2011-10-04 03:00:00;270000.0;12;1171;-25.7667;0.941;18942.506;0.08817;1.1944;26.707;18942.506
VamNao;2011-10-04 03:00:00;270000.0;15;1318;-21.7944;3.029;6214.634;0.06812;0.8308;24.824;6214.634
ChauDoc;2011-10-04 04:00:00;273600.0;1;74;-18.895;3.902;8106.361;0.11812;1.4409;22.797;8106.361
CanTho;2011-10-04 04:00:00;273600.0;2;279;-26.9112;1.663;15464.873;0.06407;0.8606;28.574;15464.873
TanChau;2011-10-04 04:00:00;273600.0;11;979;-32.2556;3.609;24330.057;0.09859;1.4545;35.865;24330.057
MyThuan;2011-10-04 04:00:00;273600.0;12;1171;-25.7667;1.03;17650.844;0.08167;1.1075;26.797;17650.844
VamNao;2011-10-04 04:00:00;273600.0;15;1318;-21.7944;2.992;6238.982;0.06857;0.8361;24.786;6238.982
ChauDoc;2011-10-04 05:00:00;277200.0;1;74;-18.895;3.869;8125.819;0.11872;1.4476;22.764;8125.819
CanTho;2011-10-04 05:00:00;277200.0;2;279;-26.9112;1.736;14239.58;0.05868;0.7893;28.647;14239.58
TanChau;2011-10-04 05:00:00;277200.0;11;979;-32.2556;3.578;24342.578;0.09883;1.4573;35.833;24342.578
MyThuan;2011-10-04 05:00:00;277200.0;12;1171;-25.7667;1.281;15308.572;0.06966;0.9477;27.048;15308.572
VamNao;2011-10-04 05:00:00;277200.0;15;1318;-21.7944;2.948;6346.684;0.06998;0.853;24.742;6346.684
ChauDoc;2011-10-04 06:00:00;280800.0;1;74;-18.895;3.831;8121.94;0.11903;1.4506;22.726;8121.94
CanTho;2011-10-04 06:00:00;280800.0;2;279;-26.9112;1.881;12831.728;0.05234;0.7057;28.792;12831.728
TanChau;2011-10-04 06:00:00;280800.0;11;979;-32.2556;3.531;24048.967;0.09792;1.4427;35.787;24048.967
MyThuan;2011-10-04 06:00:00;280800.0;12;1171;-25.7667;1.532;14135.769;0.06327;0.8635;27.299;14135.769
VamNao;2011-10-04 06:00:00;280800.0;15;1318;-21.7944;2.923;6441.976;0.07115;0.8672;24.718;6441.976
ChauDoc;2011-10-04 07:00:00;284400.0;1;74;-18.895;3.809;8071.677;0.11851;1.4437;22.704;8071.677
CanTho;2011-10-04 07:00:00;284400.0;2;279;-26.9112;2.051;11768.63;0.04743;0.6413;28.962;11768.63
TanChau;2011-10-04 07:00:00;284400.0;11;979;-32.2556;3.544;23726.459;0.09653;1.4226;35.8;23726.459
MyThuan;2011-10-04 07:00:00;284400.0;12;1171;-25.7667;1.616;15322.085;0.06822;0.9318;27.382;15322.085
VamNao;2011-10-04 07:00:00;284400.0;15;1318;-21.7944;2.952;6363.027;0.07014;0.855;24.747;6363.027
ChauDoc;2011-10-04 08:00:00;288000.0;1;74;-18.895;3.841;8012.886;0.11734;1.4302;22.736;8012.886
CanTho;2011-10-04 08:00:00;288000.0;2;279;-26.9112;2.123;12105.499;0.04854;0.6572;29.034;12105.499
TanChau;2011-10-04 08:00:00;288000.0;11;979;-32.2556;3.611;23411.035;0.09486;1.3995;35.866;23411.035
MyThuan;2011-10-04 08:00:00;288000.0;12;1171;-25.7667;1.558;16882.939;0.07545;1.0299;27.325;16882.939
VamNao;2011-10-04 08:00:00;288000.0;15;1318;-21.7944;3.05;6404.294;0.0701;0.8551;24.844;6404.294
ChauDoc;2011-10-04 09:00:00;291600.0;1;74;-18.895;3.927;7932.957;0.11535;1.4077;22.822;7932.957
CanTho;2011-10-04 09:00:00;291600.0;2;279;-26.9112;2.118;13104.727;0.05256;0.7116;29.029;13104.727
TanChau;2011-10-04 09:00:00;291600.0;11;979;-32.2556;3.694;23413.549;0.09438;1.3944;35.95;23413.549
MyThuan;2011-10-04 09:00:00;291600.0;12;1171;-25.7667;1.427;18014.215;0.08119;1.1065;27.194;18014.215
VamNao;2011-10-04 09:00:00;291600.0;15;1318;-21.7944;3.149;6146.156;0.06679;0.8153;24.944;6146.156
ChauDoc;2011-10-04 10:00:00;295200.0;1;74;-18.895;4.013;7943.168;0.11469;1.4015;22.908;7943.168
CanTho;2011-10-04 10:00:00;295200.0;2;279;-26.9112;2.067;14226.546;0.05727;0.7746;28.978;14226.546
TanChau;2011-10-04 10:00:00;295200.0;11;979;-32.2556;3.76;23762.848;0.0954;1.4111;36.015;23762.848
MyThuan;2011-10-04 10:00:00;295200.0;12;1171;-25.7667;1.27;18947.307;0.08628;1.1736;27.037;18947.307
VamNao;2011-10-04 10:00:00;295200.0;15;1318;-21.7944;3.2;5974.494;0.0647;0.79;24.994;5974.494
ChauDoc;2011-10-04 11:00:00;298800.0;1;74;-18.895;4.048;8000.128;0.11519;1.4083;22.943;8000.128
CanTho;2011-10-04 11:00:00;298800.0;2;279;-26.9112;1.931;15566.095;0.06326;0.8537;28.842;15566.095
TanChau;2011-10-04 11:00:00;298800.0;11;979;-32.2556;3.78;24003.439;0.09624;1.4241;36.035;24003.439
MyThuan;2011-10-04 11:00:00;298800.0;12;1171;-25.7667;1.08;20145.023;0.0929;1.2606;26.847;20145.023
VamNao;2011-10-04 11:00:00;298800.0;15;1318;-21.7944;3.21;5991.224;0.06483;0.7917;25.004;5991.224
ChauDoc;2011-10-04 12:00:00;302400.0;1;74;-18.895;4.05;8052.643;0.11593;1.4174;22.945;8052.643
CanTho;2011-10-04 12:00:00;302400.0;2;279;-26.9112;1.785;16435.176;0.06749;0.9085;28.697;16435.176
TanChau;2011-10-04 12:00:00;302400.0;11;979;-32.2556;3.765;24113.404;0.09677;1.4316;36.021;24113.404
MyThuan;2011-10-04 12:00:00;302400.0;12;1171;-25.7667;0.878;21118.055;0.09871;1.3361;26.645;21118.055
VamNao;2011-10-04 12:00:00;302400.0;15;1318;-21.7944;3.18;6061.292;0.06573;0.8025;24.974;6061.292
ChauDoc;2011-10-04 13:00:00;306000.0;1;74;-18.895;4.021;8115.864;0.11711;1.4312;22.916;8115.864
CanTho;2011-10-04 13:00:00;306000.0;2;279;-26.9112;1.63;17000.244;0.0706;0.9477;28.541;17000.244
TanChau;2011-10-04 13:00:00;306000.0;11;979;-32.2556;3.722;24259.426;0.09762;1.443;35.977;24259.426
MyThuan;2011-10-04 13:00:00;306000.0;12;1171;-25.7667;0.68;21578.82;0.10223;1.3801;26.447;21578.82
VamNao;2011-10-04 13:00:00;306000.0;15;1318;-21.7944;3.11;6219.773;0.06778;0.8272;24.905;6219.773
ChauDoc;2011-10-04 14:00:00;309600.0;1;74;-18.895;3.961;8155.13;0.11826;1.4439;22.856;8155.13
CanTho;2011-10-04 14:00:00;309600.0;2;279;-26.9112;1.481;17274.102;0.07252;0.9709;28.392;17274.102
TanChau;2011-10-04 14:00:00;309600.0;11;979;-32.2556;3.647;24373.221;0.09854;1.4546;35.903;24373.221
MyThuan;2011-10-04 14:00:00;309600.0;12;1171;-25.7667;0.487;21812.078;0.10472;1.4101;26.254;21812.078
VamNao;2011-10-04 14:00:00;309600.0;15;1318;-21.7944;3.023;6318.303;0.06929;0.845;24.818;6318.303
ChauDoc;2011-10-04 15:00:00;313200.0;1;74;-18.895;3.886;8170.02;0.1192;1.4538;22.781;8170.02
CanTho;2011-10-04 15:00:00;313200.0;2;279;-26.9112;1.345;17329.363;0.07348;0.9813;28.257;17329.363
TanChau;2011-10-04 15:00:00;313200.0;11;979;-32.2556;3.558;24407.092;0.09922;1.4625;35.814;24407.092
MyThuan;2011-10-04 15:00:00;313200.0;12;1171;-25.7667;0.302;21881.314;0.10641;1.4293;26.069;21881.314
VamNao;2011-10-04 15:00:00;313200.0;15;1318;-21.7944;2.921;6363.78;0.0703;0.8568;24.715;6363.78
ChauDoc;2011-10-04 16:00:00;316800.0;1;74;-18.895;3.802;8177.949;0.12014;1.4634;22.697;8177.949
CanTho;2011-10-04 16:00:00;316800.0;2;279;-26.9112;1.223;17224.713;0.07369;0.982;28.135;17224.713
TanChau;2011-10-04 16:00:00;316800.0;11;979;-32.2556;3.464;24424.979;0.09987;1.4697;35.72;24424.979
MyThuan;2011-10-04 16:00:00;316800.0;12;1171;-25.7667;0.144;21671.473;0.10665;1.4281;25.911;21671.473
VamNao;2011-10-04 16:00:00;316800.0;15;1318;-21.7944;2.815;6379.692;0.07102;0.865;24.609;6379.692
ChauDoc;2011-10-04 17:00:00;320400.0;1;74;-18.895;3.715;8169.29;0.12088;1.4705;22.61;8169.29
CanTho;2011-10-04 17:00:00;320400.0;2;279;-26.9112;1.116;17015.66;0.07338;0.976;28.027;17015.66
TanChau;2011-10-04 17:00:00;320400.0;11;979;-32.2556;3.352;24261.809;0.09991;1.4674;35.607;24261.809
MyThuan;2011-10-04 17:00:00;320400.0;12;1171;-25.7667;0.033;21128.719;0.1049;1.4008;25.799;21128.719
VamNao;2011-10-04 17:00:00;320400.0;15;1318;-21.7944;2.708;6356.241;0.07132;0.8679;24.503;6356.241
ChauDoc;2011-10-04 18:00:00;324000.0;1;74;-18.895;3.628;8152.802;0.12151;1.4762;22.523;8152.802
