ten_mike;so_doan;ch0;ch1;dai_km;US;DS;link;giu_ledger;ly_do;n_xsec_mike;topo_id;n_survey2020
Co Thien;1;0.0;6820.0;6.82;Nhu_Gia@8527;Binh Hung@3975;no;GIU;co_mat_cat_mike;0;;0
CoChien;1;0.0;61160.0;61.16;Tien@124961;CuaCoChien@0;no;GIU;co_survey2020;0;;11
CoChien_1;1;0.0;6997.0;7.0;CoChien@13051;CoChien@19833;no;GIU;co_survey2020;0;;1
CoChien_2;1;0.0;3541.0;3.54;CoChien@26275;CoChien@29680;no;GIU;co_survey2020;0;;1
CoChien_3;1;0.0;21093.0;21.09;CoChien@28053;CoChien@50559;no;GIU;co_survey2020;0;;3
CoChien_4;1;0.0;7765.0;7.76;CoChien@51502;CoChien@60027;no;GIU;co_survey2020;0;;1
Cong Da;1;0.0;5300.0;5.3;K. Nang Ren@2224;Quan Lo PH@15793;no;GIU;co_mat_cat_mike;0;;0
Cong Dien;1;303.0;16300.0;16.0;Bau Mon@3760;Xang@6530;no;GIU;co_mat_cat_mike;0;;0
Cong Dien Tren;1;0.0;2782.0;2.78;K. Tan Phong@25559;U-QLPH6@5758;no;GIU;co_mat_cat_mike;0;;0
Cong Doi;1;0.0;3797.0;3.8;U-QLPH6@5758;CC4@2552;no;GIU;co_mat_cat_mike;0;;0
CongNghiep;1;0.0;7094.0;7.09;CM42_43@10128;TU_DO;no;GIU;co_mat_cat_mike;0;;0
Costanen;1;0.0;5076.0;5.08;CMP_Nha Tho@0;Cai Trau@6705;no;GIU;co_mat_cat_mike;0;;0
Cu Chi;1;0.0;11000.0;11.0;Nguyen Van Tiep2@58322;Bao Dinh@18473;no;GIU;co_mat_cat_mike;0;;0
CuaCoChien;1;0.0;30881.0;30.88;TU_DO;TU_DO;no;GIU;co_survey2020;0;;6
CuaCungHau;1;0.0;28474.0;28.47;CuaCoChien@0;TU_DO;no;GIU;co_survey2020;0;;4
CuaDai;1;0.0;39585.0;39.59;Tien@189512;TU_DO;no;GIU;co_mat_cat_mike;0;;7
CuaDai_1;1;0.0;7155.0;7.16;CuaTieu@2975;CuaDai@9733;no;GIU;co_mat_cat_mike;0;;1
CuaDai_2;1;0.0;17715.0;17.71;CuaDai_1@5228;CuaDai_3@2796;no;GIU;co_mat_cat_mike;0;;2
CuaDai_3;1;0.0;6991.0;6.99;CuaDai@23072;CuaDai@30163;no;GIU;co_mat_cat_mike;0;;1
CuaDinhAn;1;0.0;33878.0;33.88;TU_DO;TU_DO;no;GIU;co_survey2020;0;;7
CuaTieu;1;0.0;37961.0;37.96;Tien@189512;TU_DO;no;GIU;co_mat_cat_mike;0;;7
CuaTranDe;1;0.0;34530.0;34.53;CuaDinhAn@0;TU_DO;no;GIU;co_survey2020;0;;7
DN1;1;0.0;6474.0;6.47;Dong Nai@33973;Dong Nai@42236;no;bo;ngoai_lien_thong;4;2000, 2011_KHCN;0
DN2;1;0.0;5734.0;5.73;Dong Nai@43564;Dong Nai@48601;no;bo;ngoai_lien_thong;3;2000, 2011_KHCN;0
DN3;1;0.0;6958.0;6.96;Dong Nai@54659;Dong Nai@58184;no;bo;ngoai_lien_thong;5;2000, 2011_KHCN;0
DN4;1;0.0;12200.0;12.2;Dong Nai@64200;Dong Nai@78200;no;bo;ngoai_lien_thong;3;2000;0
DN5;1;0.0;10244.0;10.24;Dong Nai@82819;Dong Nai@88895;no;bo;ngoai_lien_thong;5;2000, 2011_KHCN;0
DTM1;1;0.0;500.0;0.5;Cai Co LK@8264;TU_DO;yes;bo;linkchannel_otru;1;2000;0
DTM1-1;1;0.0;500.0;0.5;Cai Co LK@4370;DTM1@500;yes;bo;linkchannel_otru;0;;0
DTM1-2;1;0.0;500.0;0.5;DTM1@500;Tan Thanh LG@3000;yes;bo;linkchannel_otru;0;;0
DTM1-3;1;0.0;500.0;0.5;DTM1@500;Tan Thanh LG@6894;yes;bo;linkchannel_otru;0;;0
DTM10;1;0.0;500.0;0.5;Cai Co LK@63300;TU_DO;yes;bo;linkchannel_otru;1;2000;0
DTM10-1;1;0.0;500.0;0.5;Cai Co LK@54200;DTM10@500;yes;bo;linkchannel_otru;0;;0
DTM10-2;1;0.0;500.0;0.5;DTM10@500;Tan Thanh LG@46600;yes;bo;linkchannel_otru;0;;0
DTM10-3;1;0.0;500.0;0.5;DTM10@500;Cai Co LK@69205;yes;bo;linkchannel_otru;0;;0
DTM100;1;0.0;500.0;0.5;Nguyen Van Tiep1@10419;TU_DO;yes;bo;linkchannel_otru;1;2000;0
DTM100-1;1;0.0;500.0;0.5;Nguyen Van Tiep1@7140;DTM100@500;yes;bo;linkchannel_otru;0;;0
DTM100-2;1;0.0;500.0;0.5;DTM100@500;Cao Lanh@3035;yes;bo;linkchannel_otru;0;;0
DTM100-3;1;0.0;500.0;0.5;DTM100@500;Can Lo@14100;yes;bo;linkchannel_otru;0;;0
DTM101;1;0.0;500.0;0.5;Nguyen Van Tiep1@19366;TU_DO;yes;bo;linkchannel_otru;1;2000;0
DTM101-1;1;0.0;500.0;0.5;Nguyen Van Tiep1@13519;DTM101@500;yes;bo;linkchannel_otru;0;;0
DTM101-2;1;0.0;500.0;0.5;DTM101@500;Can Lo@11100;yes;bo;linkchannel_otru;0;;0
DTM102;1;0.0;500.0;0.5;Nguyen Van Tiep1@23424;TU_DO;yes;bo;linkchannel_otru;1;2000;0
DTM102-1;1;0.0;500.0;0.5;Nguyen Van Tiep1@19366;DTM102@500;yes;bo;linkchannel_otru;0;;0
DTM102-2;1;0.0;500.0;0.5;DTM102@500;So 1@896;yes;bo;linkchannel_otru;0;;0
DTM102-3;1;0.0;500.0;0.5;DTM102@500;So 1@7900;yes;bo;linkchannel_otru;0;;0
DTM103;1;0.0;500.0;0.5;Nguyen Van Tiep1@30445;TU_DO;yes;bo;linkchannel_otru;1;2000;0
DTM103-1;1;0.0;500.0;0.5;Nguyen Van Tiep1@23424;DTM103@500;yes;bo;linkchannel_otru;0;;0
DTM103-2;1;0.0;500.0;0.5;DTM103@500;So 1@7900;yes;bo;linkchannel_otru;0;;0
DTM103-3;1;0.0;500.0;0.5;DTM103@500;So 1@15500;yes;bo;linkchannel_otru;0;;0
DTM104;1;0.0;500.0;0.5;So 1@7900;TU_DO;yes;bo;linkchannel_otru;1;2000;0
DTM104-1;1;0.0;500.0;0.5;So 1@896;DTM104@500;yes;bo;linkchannel_otru;0;;0
DTM104-2;1;0.0;500.0;0.5;DTM104@500;Tien@96582;yes;bo;linkchannel_otru;0;;0
DTM105;1;0.0;500.0;0.5;So 1@15500;TU_DO;yes;bo;linkchannel_otru;1;2000;0
DTM105-1;1;0.0;500.0;0.5;So 1@8530;DTM105@500;yes;bo;linkchannel_otru;0;;0
DTM105-2;1;0.0;500.0;0.5;DTM105@500;K307@18700;yes;bo;linkchannel_otru;0;;0
DTM106;1;0.0;500.0;0.5;So 1@8530;TU_DO;yes;bo;linkchannel_otru;1;2000;0
DTM106-1;1;0.0;500.0;0.5;So 1@7900;DTM106@500;yes;bo;linkchannel_otru;0;;0
DTM106-2;1;0.0;500.0;0.5;DTM106@500;Cai Beo@19358;yes;bo;linkchannel_otru;0;;0
DTM106-3;1;0.0;500.0;0.5;DTM106@500;K307@18700;yes;bo;linkchannel_otru;0;;0
DTM107;1;0.0;500.0;0.5;K307@18700;TU_DO;yes;bo;linkchannel_otru;1;2000;0
DTM107-1;1;0.0;500.0;0.5;Cai Beo@19358;DTM107@500;yes;bo;linkchannel_otru;0;;0
DTM107-2;1;0.0;500.0;0.5;DTM107@500;CaiNho_1@0;yes;bo;linkchannel_otru;0;;0
DTM108;1;0.0;500.0;0.5;Phuoc Xuyen2@43971;TU_DO;yes;bo;linkchannel_otru;1;2000;0
DTM108-1;1;0.0;500.0;0.5;Nguyen Van Tiep1@30445;DTM108@500;yes;bo;linkchannel_otru;0;;0
DTM108-2;1;0.0;500.0;0.5;DTM108@500;So 1@15500;yes;bo;linkchannel_otru;0;;0
DTM108-3;1;0.0;500.0;0.5;DTM108@500;Rach Ruong@8746;yes;bo;linkchannel_otru;0;;0
DTM109;1;0.0;500.0;0.5;Rach Ruong@8746;TU_DO;yes;bo;linkchannel_otru;1;2000;0
DTM109-1;1;0.0;500.0;0.5;So 1@15500;DTM109@500;yes;bo;linkchannel_otru;0;;0
DTM109-2;1;0.0;500.0;0.5;DTM109@500;Rach Ruong@15400;yes;bo;linkchannel_otru;0;;0
DTM11;1;0.0;500.0;0.5;Khang Chien cau@500;TU_DO;yes;bo;linkchannel_otru;1;2000;0
DTM11-1;1;0.0;500.0;0.5;K2-9 cau@500;DTM11@500;yes;bo;linkchannel_otru;0;;0
DTM11-2;1;0.0;500.0;0.5;DTM11@500;Hong Ngu@3000;yes;bo;linkchannel_otru;0;;0
DTM11-3;1;0.0;500.0;0.5;DTM11@500;Hong Ngu@5200;yes;bo;linkchannel_otru;0;;0
DTM110;1;0.0;500.0;0.5;Rach Ruong@15400;TU_DO;yes;bo;linkchannel_otru;1;2000;0
DTM110-1;1;0.0;500.0;0.5;So 1@15500;DTM110@500;yes;bo;linkchannel_otru;0;;0
DTM110-2;1;0.0;500.0;0.5;DTM110@500;K307@18700;yes;bo;linkchannel_otru;0;;0
DTM110-3;1;0.0;500.0;0.5;DTM110@500;Rach Ruong@24068;yes;bo;linkchannel_otru;0;;0
DTM111;1;0.0;500.0;0.5;Rach Ruong@15400;TU_DO;yes;bo;linkchannel_otru;1;2000;0
DTM111-1;1;0.0;500.0;0.5;Rach Ruong@25062;DTM111@500;yes;bo;linkchannel_otru;0;;0
DTM111-2;1;0.0;500.0;0.5;DTM111@500;So 1_2@11529;yes;bo;linkchannel_otru;0;;0
DTM112;1;0.0;500.0;0.5;Rach Ruong@8746;TU_DO;yes;bo;linkchannel_otru;1;2000;0
DTM112-1;1;0.0;500.0;0.5;Rach Ruong@15400;DTM112@500;yes;bo;linkchannel_otru;0;;0
DTM112-2;1;0.0;500.0;0.5;DTM112@500;So 1_2@11529;yes;bo;linkchannel_otru;0;;0
DTM112-3;1;0.0;500.0;0.5;DTM112@500;K5@2100;yes;bo;linkchannel_otru;0;;0
DTM113;1;0.0;500.0;0.5;Nguyen Van Tiep2@6985;TU_DO;yes;bo;linkchannel_otru;1;2000;0
DTM113-1;1;0.0;500.0;0.5;Phuoc Xuyen2@43971;DTM113@500;yes;bo;linkchannel_otru;0;;0
DTM113-2;1;0.0;500.0;0.5;DTM113@500;Rach Ruong@8746;yes;bo;linkchannel_otru;0;;0
DTM114;1;0.0;500.0;0.5;Nguyen Van Tiep2@10940;TU_DO;yes;bo;linkchannel_otru;1;2000;0
DTM114-1;1;0.0;500.0;0.5;Nguyen Van Tiep2@6985;DTM114@500;yes;bo;linkchannel_otru;0;;0
DTM114-2;1;0.0;500.0;0.5;DTM114@500;Rach Ruong@8746;yes;bo;linkchannel_otru;0;;0
DTM115;1;0.0;500.0;0.5;Rach Ruong@2500;TU_DO;yes;bo;linkchannel_otru;1;2000;0
DTM115-1;1;0.0;500.0;0.5;Rach Ruong@8746;DTM115@500;yes;bo;linkchannel_otru;0;;0
DTM115-2;1;0.0;500.0;0.5;DTM115@500;Phuoc Xuyen@59250;yes;bo;linkchannel_otru;0;;0
DTM116;1;0.0;500.0;0.5;Phuoc Xuyen@59250;TU_DO;yes;bo;linkchannel_otru;1;2000;0
DTM116-1;1;0.0;500.0;0.5;Rach Ruong@8746;DTM116@500;yes;bo;linkchannel_otru;0;;0
DTM116-2;1;0.0;500.0;0.5;DTM116@500;K5@2100;yes;bo;linkchannel_otru;0;;0
DTM116-3;1;0.0;500.0;0.5;DTM116@500;K6@16925;yes;bo;linkchannel_otru;0;;0
DTM117;1;0.0;500.0;0.5;Nguyen Van Tiep2@13656;TU_DO;yes;bo;linkchannel_otru;1;2000;0
DTM117-1;1;0.0;500.0;0.5;Rach Ruong@2500;DTM117@500;yes;bo;linkchannel_otru;0;;0
DTM117-2;1;0.0;500.0;0.5;DTM117@500;Phuoc Xuyen@66000;yes;bo;linkchannel_otru;0;;0
DTM117-3;1;0.0;500.0;0.5;DTM117@500;K7@3467;yes;bo;linkchannel_otru;0;;0
DTM118;1;0.0;500.0;0.5;Phuoc Xuyen@66000;TU_DO;yes;bo;linkchannel_otru;1;2000;0
DTM118-1;1;0.0;500.0;0.5;Phuoc Xuyen@59250;DTM118@500;yes;bo;linkchannel_otru;0;;0
DTM118-2;1;0.0;500.0;0.5;DTM118@500;K6@16925;yes;bo;linkchannel_otru;0;;0
DTM118-3;1;0.0;500.0;0.5;DTM118@500;K7-2@4339;yes;bo;linkchannel_otru;0;;0
DTM119;1;0.0;500.0;0.5;K7@15900;TU_DO;yes;bo;linkchannel_otru;1;2000;0
DTM119-1;1;0.0;500.0;0.5;K7@13246;DTM119@500;yes;bo;linkchannel_otru;0;;0
DTM119-2;1;0.0;500.0;0.5;DTM119@500;K7@3467;yes;bo;linkchannel_otru;0;;0
DTM119-3;1;0.0;500.0;0.5;DTM119@500;K8@3343;yes;bo;linkchannel_otru;0;;0
DTM12;1;0.0;500.0;0.5;Binh Thanh cau@500;TU_DO;yes;bo;linkchannel_otru;1;2000;0
DTM12-1;1;0.0;500.0;0.5;Khang Chien cau@500;DTM12@500;yes;bo;linkchannel_otru;0;;0
DTM12-2;1;0.0;500.0;0.5;DTM12@500;Hong Ngu@5200;yes;bo;linkchannel_otru;0;;0
DTM12-3;1;0.0;500.0;0.5;DTM12@500;Hong Ngu@8008;yes;bo;linkchannel_otru;0;;0
DTM120;1;0.0;500.0;0.5;K9@500;TU_DO;yes;bo;linkchannel_otru;1;2000;0
DTM120-1;1;0.0;500.0;0.5;Nguyen Van Tiep2@13656;DTM120@500;yes;bo;linkchannel_otru;0;;0
DTM120-2;1;0.0;500.0;0.5;DTM120@500;K8@5835;yes;bo;linkchannel_otru;0;;0
DTM120-3;1;0.0;500.0;0.5;DTM120@500;K9@12600;yes;bo;linkchannel_otru;0;;0
DTM121;1;0.0;500.0;0.5;Nguyen Van Tiep2@18954;TU_DO;yes;bo;linkchannel_otru;1;2000;0
DTM121-1;1;0.0;500.0;0.5;K9@500;DTM121@500;yes;bo;linkchannel_otru;0;;0
DTM121-2;1;0.0;500.0;0.5;DTM121@500;K9@12600;yes;bo;linkchannel_otru;0;;0
DTM121-3;1;0.0;500.0;0.5;DTM121@500;K10@13100;yes;bo;linkchannel_otru;0;;0
DTM122;1;0.0;500.0;0.5;Nguyen Van Tiep2@24771;TU_DO;yes;bo;linkchannel_otru;1;2000;0
DTM122-1;1;0.0;500.0;0.5;Nguyen Van Tiep2@18954;DTM122@500;yes;bo;linkchannel_otru;0;;0
DTM122-2;1;0.0;500.0;0.5;DTM122@500;Bang Day@9500;yes;bo;linkchannel_otru;0;;0
DTM122-3;1;0.0;500.0;0.5;DTM122@500;K10@13100;yes;bo;linkchannel_otru;0;;0
DTM123;1;0.0;500.0;0.5;Ba Rai@500;TU_DO;yes;bo;linkchannel_otru;1;2000;0
DTM123-1;1;0.0;500.0;0.5;Nguyen Van Tiep2@24771;DTM123@500;yes;bo;linkchannel_otru;0;;0
DTM123-2;1;0.0;500.0;0.5;DTM123@500;Bang Day@9500;yes;bo;linkchannel_otru;0;;0
DTM123-3;1;0.0;500.0;0.5;DTM123@500;Ba Rai@8500;yes;bo;linkchannel_otru;0;;0
DTM124;1;0.0;500.0;0.5;Thanh Nien@500;TU_DO;yes;bo;linkchannel_otru;1;2000;0
DTM124-1;1;0.0;500.0;0.5;Ba Rai@500;DTM124@500;yes;bo;linkchannel_otru;0;;0
DTM124-2;1;0.0;500.0;0.5;DTM124@500;Ba Rai@8500;yes;bo;linkchannel_otru;0;;0
DTM124-3;1;0.0;500.0;0.5;DTM124@500;Thanh Nien@7300;yes;bo;linkchannel_otru;0;;0
DTM125;1;0.0;500.0;0.5;Nguyen Van Tiep2@38008;TU_DO;yes;bo;linkchannel_otru;1;2000;0
DTM125-1;1;0.0;500.0;0.5;Thanh Nien@500;DTM125@500;yes;bo;linkchannel_otru;0;;0
DTM125-2;1;0.0;500.0;0.5;DTM125@500;Thanh Nien@7300;yes;bo;linkchannel_otru;0;;0
DTM125-3;1;0.0;500.0;0.5;DTM125@500;My Long BK@6000;yes;bo;linkchannel_otru;0;;0
DTM126;1;0.0;500.0;0.5;Cau Sao@500;TU_DO;yes;bo;linkchannel_otru;1;2000;0
DTM126-1;1;0.0;500.0;0.5;DTM126@500;My Long BK@6000;yes;bo;linkchannel_otru;0;;0
DTM126-2;1;0.0;500.0;0.5;DTM126@500;Cau Sao@5000;yes;bo;linkchannel_otru;0;;0
DTM127;1;0.0;500.0;0.5;Nguyen Tan Thanh@500;TU_DO;yes;bo;linkchannel_otru;1;2000;0
DTM127-1;1;0.0;500.0;0.5;Cau Sao@500;DTM127@500;yes;bo;linkchannel_otru;0;;0
DTM127-2;1;0.0;500.0;0.5;DTM127@500;Cau Sao@5000;yes;bo;linkchannel_otru;0;;0
DTM127-3;1;0.0;500.0;0.5;DTM127@500;Nguyen Tan Thanh@7800;yes;bo;linkchannel_otru;0;;0
DTM128;1;0.0;500.0;0.5;Sau Au@500;TU_DO;yes;bo;linkchannel_otru;1;2000;0
DTM128-1;1;0.0;500.0;0.5;Nguyen Tan Thanh@500;DTM128@500;yes;bo;linkchannel_otru;0;;0
DTM128-2;1;0.0;500.0;0.5;DTM128@500;Nguyen Tan Thanh@7800;yes;bo;linkchannel_otru;0;;0
DTM128-3;1;0.0;500.0;0.5;DTM128@500;Sau Au@7400;yes;bo;linkchannel_otru;0;;0
DTM129;1;0.0;500.0;0.5;Cho Bung@500;TU_DO;yes;bo;linkchannel_otru;1;2000;0
DTM129-1;1;0.0;500.0;0.5;Sau Au@500;DTM129@500;yes;bo;linkchannel_otru;0;;0
DTM129-2;1;0.0;500.0;0.5;DTM129@500;Sau Au@7400;yes;bo;linkchannel_otru;0;;0
DTM129-3;1;0.0;500.0;0.5;DTM129@500;Cho Bung@10807;yes;bo;linkchannel_otru;0;;0
DTM13;1;0.0;500.0;0.5;Thong Nhat cau@500;TU_DO;yes;bo;linkchannel_otru;1;2000;0
DTM13-1;1;0.0;500.0;0.5;Binh Thanh cau@500;DTM13@500;yes;bo;linkchannel_otru;0;;0
DTM13-2;1;0.0;500.0;0.5;DTM13@500;Hong Ngu@8008;yes;bo;linkchannel_otru;0;;0
DTM13-3;1;0.0;500.0;0.5;DTM13@500;Hong Ngu@10626;yes;bo;linkchannel_otru;0;;0
DTM132;1;0.0;500.0;0.5;K10@8872;TU_DO;yes;bo;linkchannel_otru;1;2000;0
DTM132-1;1;0.0;500.0;0.5;K8@3343;DTM132@500;yes;bo;linkchannel_otru;0;;0
DTM132-2;1;0.0;500.0;0.5;DTM132@500;Phuoc Xuyen@72400;yes;bo;linkchannel_otru;0;;0
DTM132-3;1;0.0;500.0;0.5;DTM132@500;K10@2738;yes;bo;linkchannel_otru;0;;0
DTM133;1;0.0;500.0;0.5;Ba Rai@8500;TU_DO;yes;bo;linkchannel_otru;1;2000;0
DTM133-1;1;0.0;500.0;0.5;Bang Day@9500;DTM133@500;yes;bo;linkchannel_otru;0;;0
DTM133-2;1;0.0;500.0;0.5;DTM133@500;K10@2738;yes;bo;linkchannel_otru;0;;0
DTM133-3;1;0.0;500.0;0.5;DTM133@500;Ba Rai@26238;yes;bo;linkchannel_otru;0;;0
DTM134;1;0.0;500.0;0.5;Thanh Nien@7300;TU_DO;yes;bo;linkchannel_otru;1;2000;0
DTM134-1;1;0.0;500.0;0.5;Ba Rai@8500;DTM134@500;yes;bo;linkchannel_otru;0;;0
DTM134-2;1;0.0;500.0;0.5;DTM134@500;Ba Rai@24296;yes;bo;linkchannel_otru;0;;0
DTM134-3;1;0.0;500.0;0.5;DTM134@500;Thanh Nien@22000;yes;bo;linkchannel_otru;0;;0
DTM135;1;0.0;500.0;0.5;My Long BK@6000;TU_DO;yes;bo;linkchannel_otru;1;2000;0
DTM135-1;1;0.0;500.0;0.5;Thanh Nien@7300;DTM135@500;yes;bo;linkchannel_otru;0;;0
DTM135-2;1;0.0;500.0;0.5;DTM135@500;Thanh Nien@22000;yes;bo;linkchannel_otru;0;;0
DTM135-3;1;0.0;500.0;0.5;DTM135@500;NamThon@15452;yes;bo;linkchannel_otru;0;;0
DTM136;1;0.0;500.0;0.5;Cau Sao@5000;TU_DO;yes;bo;linkchannel_otru;1;2000;0
DTM136-1;1;0.0;500.0;0.5;My Long BK@6000;DTM136@500;yes;bo;linkchannel_otru;0;;0
DTM136-2;1;0.0;500.0;0.5;DTM136@500;My Long BK@16664;yes;bo;linkchannel_otru;0;;0
DTM136-3;1;0.0;500.0;0.5;DTM136@500;TT86_87_88@776;yes;bo;linkchannel_otru;0;;0
DTM137;1;0.0;500.0;0.5;Nguyen Tan Thanh@7800;TU_DO;yes;bo;linkchannel_otru;1;2000;0
DTM137-1;1;0.0;500.0;0.5;Cau Sao@5000;DTM137@500;yes;bo;linkchannel_otru;0;;0
DTM137-2;1;0.0;500.0;0.5;DTM137@500;Cau Sao@18515;yes;bo;linkchannel_otru;0;;0
DTM137-3;1;0.0;500.0;0.5;DTM137@500;Nguyen Tan Thanh@17154;yes;bo;linkchannel_otru;0;;0
DTM138;1;0.0;500.0;0.5;Sau Au@7400;TU_DO;yes;bo;linkchannel_otru;1;2000;0
DTM138-1;1;0.0;500.0;0.5;Nguyen Tan Thanh@7800;DTM138@500;yes;bo;linkchannel_otru;0;;0
DTM138-2;1;0.0;500.0;0.5;DTM138@500;Nguyen Tan Thanh@17154;yes;bo;linkchannel_otru;0;;0
DTM138-3;1;0.0;500.0;0.5;DTM138@500;Sau Au@18383;yes;bo;linkchannel_otru;0;;0
DTM139;1;0.0;500.0;0.5;Cho Bung@12000;TU_DO;yes;bo;linkchannel_otru;1;2000;0
DTM139-1;1;0.0;500.0;0.5;Sau Au@7400;DTM139@500;yes;bo;linkchannel_otru;0;;0
DTM139-2;1;0.0;500.0;0.5;DTM139@500;Sau Au@18383;yes;bo;linkchannel_otru;0;;0
DTM139-3;1;0.0;500.0;0.5;DTM139@500;Bao Dinh@3905;yes;bo;linkchannel_otru;0;;0
DTM14;1;0.0;500.0;0.5;Tan Cong Chi cau@500;TU_DO;yes;bo;linkchannel_otru;1;2000;0
DTM14-1;1;0.0;500.0;0.5;Thong Nhat cau@500;DTM14@500;yes;bo;linkchannel_otru;0;;0
DTM14-2;1;0.0;500.0;0.5;DTM14@500;Hong Ngu@10626;yes;bo;linkchannel_otru;0;;0
DTM14-3;1;0.0;500.0;0.5;DTM14@500;Hong Ngu@14864;yes;bo;linkchannel_otru;0;;0
DTM140;1;0.0;500.0;0.5;Cam42@6500;TU_DO;yes;bo;linkchannel_otru;1;2000;0
DTM140-1;1;0.0;500.0;0.5;Tien@365;DTM140@500;yes;bo;linkchannel_otru;0;;0
DTM140-2;1;0.0;500.0;0.5;DTM140@500;Tu Thuong@500;yes;bo;linkchannel_otru;0;;0
DTM140-3;1;0.0;500.0;0.5;DTM140@500;Tu Thuong@6000;yes;bo;linkchannel_otru;0;;0
DTM141;1;0.0;500.0;0.5;Tu Thuong@6000;TU_DO;yes;bo;linkchannel_otru;1;2000;0
DTM141-1;1;0.0;500.0;0.5;Tu Thuong@500;DTM141@500;yes;bo;linkchannel_otru;0;;0
DTM141-2;1;0.0;500.0;0.5;DTM141@500;Tien@12704;yes;bo;linkchannel_otru;0;;0
DTM141-3;1;0.0;500.0;0.5;DTM141@500;Tien_3@3246;yes;bo;linkchannel_otru;0;;0
DTM142;1;0.0;500.0;0.5;StungSlout@46007;TU_DO;yes;bo;linkchannel_otru;1;2000;0
DTM142-1;1;0.0;500.0;0.5;StungSlout@40549;DTM142@500;yes;bo;linkchannel_otru;0;;0
DTM142-2;1;0.0;500.0;0.5;DTM142@500;Tu Thuong@6000;yes;bo;linkchannel_otru;0;;0
DTM142-3;1;0.0;500.0;0.5;DTM142@500;Tu Thuong@13200;yes;bo;linkchannel_otru;0;;0
DTM143;1;0.0;500.0;0.5;Tu Thuong@13200;TU_DO;yes;bo;linkchannel_otru;1;2000;0
DTM143-1;1;0.0;500.0;0.5;Tu Thuong@6000;DTM143@500;yes;bo;linkchannel_otru;0;;0
DTM143-2;1;0.0;500.0;0.5;DTM143@500;Tien_3@3246;yes;bo;linkchannel_otru;0;;0
DTM143-3;1;0.0;500.0;0.5;DTM143@500;Tien_3@5640;yes;bo;linkchannel_otru;0;;0
DTM144;1;0.0;500.0;0.5;Hong Ngu Cr@0;TU_DO;yes;bo;linkchannel_otru;1;2000;0
DTM144-1;1;0.0;500.0;0.5;StungSlout@48248;DTM144@500;yes;bo;linkchannel_otru;0;;0
DTM144-2;1;0.0;500.0;0.5;DTM144@500;Tu Thuong@13200;yes;bo;linkchannel_otru;0;;0
DTM144-3;1;0.0;500.0;0.5;DTM144@500;Hong Ngu Cr@2109;yes;bo;linkchannel_otru;0;;0
DTM145;1;0.0;500.0;0.5;Hong Ngu Cr@2109;TU_DO;yes;bo;linkchannel_otru;1;2000;0
DTM145-1;1;0.0;500.0;0.5;Tu Thuong@13200;DTM145@500;yes;bo;linkchannel_otru;0;;0
DTM145-2;1;0.0;500.0;0.5;DTM145@500;Tien_3@5640;yes;bo;linkchannel_otru;0;;0
DTM145-3;1;0.0;500.0;0.5;DTM145@500;Hong Ngu Cr@5136;yes;bo;linkchannel_otru;0;;0
DTM146;1;0.0;500.0;0.5;Tan Thanh LG@1900;TU_DO;yes;bo;linkchannel_otru;1;2000;0
DTM146-1;1;0.0;500.0;0.5;Hong Ngu Cr@2109;DTM146@500;yes;bo;linkchannel_otru;0;;0
DTM146-2;1;0.0;500.0;0.5;DTM146@500;Hong Ngu Cr@5136;yes;bo;linkchannel_otru;0;;0
DTM146-3;1;0.0;500.0;0.5;DTM146@500;Hong Ngu R@3000;yes;bo;linkchannel_otru;0;;0
DTM15;1;0.0;500.0;0.5;Sa Rai cau@500;TU_DO;yes;bo;linkchannel_otru;1;2000;0
DTM15-1;1;0.0;500.0;0.5;Tan Cong Chi cau@500;DTM15@500;yes;bo;linkchannel_otru;0;;0
DTM15-2;1;0.0;500.0;0.5;DTM15@500;Hong Ngu@14864;yes;bo;linkchannel_otru;0;;0
DTM15-3;1;0.0;500.0;0.5;DTM15@500;Hong Ngu@19100;yes;bo;linkchannel_otru;0;;0
DTM16;1;0.0;500.0;0.5;Tan Thanh cau@500;TU_DO;yes;bo;linkchannel_otru;1;2000;0
DTM16-1;1;0.0;500.0;0.5;Sa Rai cau@500;DTM16@500;yes;bo;linkchannel_otru;0;;0
DTM16-2;1;0.0;500.0;0.5;DTM16@500;Hong Ngu@19100;yes;bo;linkchannel_otru;0;;0
DTM16-3;1;0.0;500.0;0.5;DTM16@500;Hong Ngu@22953;yes;bo;linkchannel_otru;0;;0
DTM17;1;0.0;500.0;0.5;Cai Bat cau@500;TU_DO;yes;bo;linkchannel_otru;1;2000;0
DTM17-1;1;0.0;500.0;0.5;Cai Cai@7000;DTM17@500;yes;bo;linkchannel_otru;0;;0
DTM17-2;1;0.0;500.0;0.5;DTM17@500;Hong Ngu@28211;yes;bo;linkchannel_otru;0;;0
DTM17-3;1;0.0;500.0;0.5;DTM17@500;Hong Ngu@35447;yes;bo;linkchannel_otru;0;;0
DTM18;1;0.0;500.0;0.5;Cai Cai cau@500;TU_DO;yes;bo;linkchannel_otru;1;2000;0
DTM18-1;1;0.0;500.0;0.5;Tan Thanh cau@500;DTM18@500;yes;bo;linkchannel_otru;0;;0
DTM18-2;1;0.0;500.0;0.5;DTM18@500;Hong Ngu@23500;yes;bo;linkchannel_otru;0;;0
DTM18-3;1;0.0;500.0;0.5;DTM18@500;Hong Ngu@28211;yes;bo;linkchannel_otru;0;;0
