location_id;topo_id;chainage;rong;z_day;n_pt
THUY LOI;2014;6000.0;20.0;-1.225;9
THUY LOI;2014;7500.0;20.0;-1.225;9
THUY TAN;2000;0.0;53.0;-2.5;22
THUY TAN;2000;3000.0;54.0;-2.5;22
THUY TAN;2000;6000.0;51.0;-2.5;14
THUY TAN;2000;9000.0;47.0;-2.5;14
THUY TAN;2000;12310.0;47.0;-2.5;14
THUYTIEU;2019_KHCN;142.0;124.16;-3.929;55
THUYTIEU;2019_KHCN;1438.0;136.99;-3.118;52
THUYTIEU;2019_KHCN;3616.0;108.65;-2.114;45
TIEN;2021_SIWRP_QHPCTT;365.0;1841.86381405039;-24.55;464
TIEN;2021_SIWRP_QHPCTT;5262.0;762.973817602761;-18.67;193
TIEN;2021_SIWRP_QHPCTT;10061.0;1628.76;-24.46;414
TIEN;2021_SIWRP_QHPCTT;14576.0;697.041382959259;-33.23;178
TIEN;2021_SIWRP_QHPCTT;22187.0;762.061324975673;-21.55;195
TIEN;2021_SIWRP_QHPCTT;29085.0;1157.56793004345;-26.41;292
TIEN;2021_SIWRP_QHPCTT;36812.0;578.228403259605;-20.54;148
TIEN;2021_SIWRP_QHPCTT;42385.0;1111.87647471707;-16.06;280
TIEN;2021_SIWRP_QHPCTT;47530.0;901.577664593977;-20.13;228
TIEN;2021_SIWRP_QHPCTT;52758.0;754.347058677643;-19.56;192
TIEN;2021_SIWRP_QHPCTT;57268.0;883.101594669759;-21.05;227
TIEN;2021_SIWRP_QHPCTT;61218.0;1159.9297513735;-15.19;293
TIEN;2021_SIWRP_QHPCTT;64707.0;604.448437126405;-32.1;158
TIEN;2021_SIWRP_QHPCTT;69287.0;872.289404674124;-20.2;230
TIEN;2021_SIWRP_QHPCTT;73899.0;1381.91195867654;-27.5;351
TIEN;2021_SIWRP_QHPCTT;79744.0;673.815427014829;-15.1;175
TIEN;2021_SIWRP_QHPCTT;83801.0;644.315558073017;-30.2;167
TIEN;2021_SIWRP_QHPCTT;86567.0;901.122426941878;-21.51;230
TIEN;2021_SIWRP_QHPCTT;89286.0;1028.49205140878;-18.54;261
TIEN;2021_SIWRP_QHPCTT;93864.0;1341.7533126083;-32.0;339
TIEN;2021_SIWRP_QHPCTT;99036.0;1178.10953858222;-28.7;295
TIEN;2021_SIWRP_QHPCTT;104598.0;1033.0230166001;-23.4;264
TIEN;2021_SIWRP_QHPCTT;108311.0;1187.26830535117;-38.2;303
TIEN;2021_SIWRP_QHPCTT;114007.0;1256.77423583071;-30.51;321
TIEN;2021_SIWRP_QHPCTT;118385.0;843.980479049177;-28.84;217
TIEN;2021_SIWRP_QHPCTT;123302.0;924.714114127451;-24.23;238
TIEN;2021_SIWRP_QHPCTT;128289.0;1022.98534155446;-24.05;261
TIEN;2021_SIWRP_QHPCTT;135143.0;446.157514704247;-19.38;106
TIEN;2021_SIWRP_QHPCTT;137687.0;1487.70841027865;-14.72;381
TIEN;2021_SIWRP_QHPCTT;144312.0;770.077427224325;-17.39;195
TIEN;2021_SIWRP_QHPCTT;147966.0;668.127456448245;-20.14;175
TIEN;2021_SIWRP_QHPCTT;149417.0;479.271185696309;-33.6;125
TIEN;2021_SIWRP_QHPCTT;153989.0;982.011420701042;-14.02;253
TIEN;2021_SIWRP_QHPCTT;159659.0;926.846586921625;-10.79;239
TIEN;2021_SIWRP_QHPCTT;166487.0;978.241379811318;-14.35;201
TIEN;2021_SIWRP_QHPCTT;171413.0;916.387298595881;-12.2;191
TIEN;2021_SIWRP_QHPCTT;176301.0;732.546200189436;-14.86;156
TIEN;2021_SIWRP_QHPCTT;179898.0;1502.66766351499;-11.27;306
TIEN;2021_SIWRP_QHPCTT;183986.0;1172.22956376138;-12.95;241
TIEN;2021_SIWRP_QHPCTT;187999.0;1347.31902996702;-10.92;278
TIEN_1;2021_SIWRP_QHPCTT;3790.0;723.94860318965;-14.63;184
TIEN_2;2021_SIWRP_QHPCTT;1200.0;191.10636000422;-9.02;47
TIEN_2;2021_SIWRP_QHPCTT;22198.0;295.273038933782;-9.35;79
TIEN_3;2021_SIWRP_QHPCTT;4710.0;549.779357704521;-22.09;141
TIEN_3;2021_SIWRP_QHPCTT;6940.0;549.779357704521;-22.09;141
TIEN_3;2021_SIWRP_QHPCTT;11965.0;549.779357704521;-22.09;141
TIEN_4;2021_SIWRP_QHPCTT;1169.0;381.021825322443;-7.12;99
TIEN_4;2021_SIWRP_QHPCTT;15708.0;263.420749845224;-10.4;68
TIEN_5;2021_SIWRP_QHPCTT;5265.0;578.430859830357;-15.4;144
TIEN_6;2021_SIWRP_QHPCTT;2137.0;387.354592435468;-26.4;102
TIEN_7;2021_SIWRP_QHPCTT;1594.0;320.653417357093;-10.57;70
TIEN_7;2021_SIWRP_QHPCTT;4048.0;320.653417357093;-10.57;70
TIEN_8;2021_SIWRP_QHPCTT;1216.0;400.406212970453;-6.98;85
TIEN_9;2021_SIWRP_QHPCTT;2568.0;436.609207549567;-16.33;94
TIEN_9;2021_SIWRP_QHPCTT;7331.0;530.001596663864;-11.13;114
TIEP NHAT;2000;0.0;180.27700000000002;-3.67;15
TIEP NHAT;2000;3000.0;180.27700000000002;-3.67;15
TIEP NHAT;2000;6000.0;180.27700000000002;-3.67;15
TIEP NHAT;2000;9000.0;180.27700000000002;-3.67;15
TIEP NHAT;2000;13000.0;180.27700000000002;-3.67;15
TIEP NHAT;2000;16000.0;180.27700000000002;-3.67;15
TIEP NHAT;2000;20000.0;180.27700000000002;-3.67;15
TIEP NHAT;2000;24000.0;180.27700000000002;-3.67;15
TIEP NHAT;2000;27800.0;180.27700000000002;-3.67;15
TIEP NHAT;2000;28000.0;180.27700000000002;-3.67;15
TIEU DUA;2000;0.0;110.0;-1.73;14
TIEU DUA;2000;600.0;110.0;-1.73;14
TIEU DUA;2000;800.0;110.0;-1.73;14
TIEU DUA;2000;1400.0;79.6;-1.6;24
TIEU DUA;2000;1800.0;79.6;-1.6;24
TIEU DUA;2000;3000.0;79.6;-1.6;24
TIEU DUA;2000;5000.0;105.3;-1.2;19
TIEU DUA;2000;7000.0;105.3;-1.2;19
TIEU DUA;2000;9000.0;107.3;-1.6;19
TIEU DUA;2000;11000.0;106.8;-1.6;26
TIEU DUA;2000;13000.0;168.2;-1.7;32
TIEU DUA;2000;15500.0;160.3;-1.9;32
TIEU DUA;2000;17500.0;135.9;-2.2;31
TIEU DUA;2000;20000.0;82.0;-3.39;15
TIEU DUA;2000;23000.0;115.0;-2.77;16
TIEU DUA;2000;27000.0;105.0;-3.86;21
TIEU DUA;2000;32118.0;115.0;-4.53;21
TIEU DUA;2000;35000.0;78.0;-4.23;16
TIEU DUA;2000;39000.0;100.0;-2.96;10
TIEU DUA;2000;41000.0;90.0;-3.12;16
TIEU DUA;2000;43000.0;98.0;-3.592;12
TIEU DUA;2000;47000.0;81.0;-3.93;9
TIEU DUA;2000;70000.0;90.0;-0.77;11
TL_BC_RNL;DANIDA-2000;0.0;190.0;-6.0;10
TL_BC_RNL;DANIDA-2000;4577.0;94.7;-6.0;16
TL_BC_RNL;DANIDA-2000;14577.0;94.7;-6.0;16
TL_BC_RNL;DANIDA-2000;20495.0;233.0;-6.0;58
TL_BC_RNL;DANIDA-2000;25585.0;138.6;-10.56;34
TOMA;2014;0.0;30.0;-1.5;7
TONG HUNG LH;2000;0.0;103.0;-10.6;22
TONG HUNG LH;2000;2277.0;112.0;-8.42;23
TONG HUNG LH;2000;5776.0;132.0;-5.45;27
TONG HUNG LH;2000;8382.0;116.0;-8.82;22
TONG HUNG LH;2000;12088.0;98.0;-4.98;26
TONG HUNG LH;2000;14378.0;81.0;-5.14;21
TONG HUNG LH;2000;17467.0;82.0;-4.3;21
TONG HUNG LH;2000;20647.0;107.0;-7.5;23
TONG HUNG LH;2000;24206.0;133.0;-9.03;26
TONG HUNG LH;2000;27719.0;113.0;-2.33;27
TONG HUNG LH;2000;30637.0;74.0;-2.22;20
TONG HUNG LH;2000;34426.0;77.0;-3.3;21
TONG HUNG LH;2000;36788.0;103.0;-2.62;27
TONG HUNG LH;2000;40000.0;108.0;-3.68;26
TONGTON_RUMSOC;2006;0.0;60.0;-2.24;17
TONGTON_RUMSOC;2006;3500.0;65.0;-2.45;16
TONGTON_RUMSOC;2006;7000.0;65.0;-2.45;16
TONGTON_RUMSOC;2006;10000.0;63.0;-2.85;18
TONGTON_RUMSOC;2006;13000.0;90.0;-3.92;18
TONGTON_RUMSOC;2006;15500.0;80.0;-5.9;20
TONLETOUCH;2003;0.0;1590.0;1.55;14
TONLETOUCH;2003;2000.0;1620.0;-2.64;24
TONLETOUCH;2003;9000.0;1620.0;-2.64;24
TONLE_SAP;1998;0.0;400.0;-13.97;6
TONLE_SAP;1998;1300.0;440.0;-11.17;8
TONLE_SAP;1998;2300.0;560.0;-6.97;9
TONLE_SAP;1998;3160.0;440.0;-11.27;7
TONLE_SAP;1998;4200.0;480.0;-8.97;7
TONLE_SAP;1998;5040.0;440.0;-8.67;6
TONLE_SAP;1998;6000.0;400.0;-15.11;6
TONLE_SAP;1998;7160.0;400.0;-13.11;6
TONLE_SAP;1998;8000.0;420.0;-10.91;7
TONLE_SAP;1998;9000.0;460.0;-10.31;6
TONLE_SAP;1998;10120.0;440.0;-9.51;7
TONLE_SAP;1998;11000.0;460.0;-9.65;11
TONLE_SAP;1998;12000.0;400.0;-11.65;9
TONLE_SAP;1998;13100.0;380.0;-13.15;8
TONLE_SAP;1998;13920.0;420.0;-9.35;10
TONLE_SAP;1998;14700.0;440.0;-9.35;10
TONLE_SAP;1998;15860.0;420.0;-10.17;11
TONLE_SAP;1998;16940.0;540.0;-9.47;12
TONLE_SAP;1998;17800.0;460.0;-8.67;10
TONLE_SAP;1998;19000.0;520.0;-7.27;12
TONLE_SAP;1998;19920.0;560.0;-8.97;12
TONLE_SAP;1998;21080.0;520.0;-9.17;13
TONLE_SAP;1998;21860.0;580.0;-8.28;14
TONLE_SAP;1998;23140.0;620.0;-8.98;12
TONLE_SAP;1998;24120.0;620.0;-6.78;13
TONLE_SAP;1998;24940.0;600.0;-7.48;12
TONLE_SAP;1998;26140.0;620.0;-8.38;12
TONLE_SAP;1998;27340.0;640.0;-7.38;12
TONLE_SAP;1998;28320.0;640.0;-9.9;9
TONLE_SAP;1998;29200.0;600.0;-9.4;8
TONLE_SAP;1998;30000.0;500.0;-9.2;8
TONLE_SAP;1998;31180.0;600.0;-6.7;9
TONLE_SAP;1998;32000.0;600.0;-8.4;8
TONLE_SAP;1998;33220.0;520.0;-9.4;9
TONLE_SAP;1998;34340.0;600.0;-9.8;7
TONLE_SAP;1998;35000.0;500.0;-9.38;7
TONLE_SAP;1998;36060.0;520.0;-10.98;8
TONLE_SAP;1998;37360.0;600.0;-10.38;8
TONLE_SAP;1998;38000.0;520.0;-10.98;9
TONLE_SAP;1998;39100.0;460.0;-13.58;8
TONLE_SAP;1998;39940.0;440.0;-13.68;7
TONLE_SAP;1998;42400.0;4000.0;-10.5;12
TONLE_SAP;1998;46500.0;3320.0;-9.45;11
TONLE_SAP;1998;50500.0;2720.0;-9.5;13
TONLE_SAP;1998;53100.0;5580.0;-9.44;11
TONLE_SAP;1998;55100.0;5100.0;-9.44;11
TONLE_SAP;1998;59000.0;720.0;-10.11;10
TONLE_SAP;1998;59940.0;540.0;-13.01;8
TONLE_SAP;1998;61060.0;600.0;-9.61;9
TONLE_SAP;1998;62000.0;680.0;-10.01;10
TONLE_SAP;1998;63120.0;500.0;-13.91;7
TONLE_SAP;1998;64100.0;580.0;-11.01;8
TONLE_SAP;1998;65180.0;680.0;-8.51;10
TONLE_SAP;1998;66200.0;800.0;-6.9;9
TONLE_SAP;1998;68200.0;800.0;-6.49;7
TONLE_SAP;1998;70500.0;2600.0;-4.39;8
TONLE_SAP;1998;72500.0;4000.0;-9.39;14
TONLE_SAP;1998;76000.0;3460.0;-7.59;12
TONLE_SAP;1998;81000.0;5140.0;-16.7;11
TONLE_SAP;1998;84500.0;5720.0;-6.35;12
TONLE_SAP;1998;87000.0;6340.0;-9.33;11
TONLE_SAP;1998;91200.0;4100.0;-3.5;12
TONLE_SAP;1998;92800.0;2140.0;-9.3;15
TONLE_SAP;1998;94600.0;1800.0;-5.7;17
TONLE_SAP;1998;96000.0;18041.3;-6.0;62
TONLE_SAP;1998;98000.0;21057.83;-5.0;87
TONLE_SAP;1998;100000.0;22410.94;-5.0;104
TONLE_SAP;1998;102000.0;9661.89;-4.0;62
TONLE_SAP;1998;104000.0;14372.87;-3.0;70
TONLE_SAP;1998;106000.0;39567.39;-5.0;123
TONLE_SAP;1998;108000.0;54398.48;-4.0;109
TONLE_SAP;1998;110000.0;64845.4;-5.0;86
TONLE_SAP;1998;112000.0;67911.49;-7.0;117
TONLE_SAP;1998;114000.0;67418.57;-7.0;134
TONLE_SAP;1998;116000.0;65861.63;-6.0;128
TONLE_SAP;1998;118000.0;63218.62;-6.0;131
TONLE_SAP;1998;120000.0;60124.08;-5.0;101
TONLE_SAP;1998;122000.0;62826.69;-5.0;94
TP-BNHAN;2014;0.0;20.0;-2.443;9
TP-BNHAN;2014;400.0;20.0;-2.443;9
TP-BNHAN;2014;3000.0;20.0;-1.529;9
TP-BNHAN;2014;6000.0;20.0;-1.529;9
TRA BAN;2000;0.0;104.0;-2.32;17
TRA BAN;2006;630.0;74.479;-3.75;29
TRA BAN;2000;2000.0;158.0;-2.48;27
TRA BAN;2006;3709.0;76.175;-3.0;26
TRA BAN;2000;4000.0;153.0;-1.88;20
TRA BAN;2000;6000.0;130.0;-1.63;20
TRA BAN;2000;7000.0;156.0;-1.86;20
TRA BAN;2000;8100.0;99.0;-1.46;16
TRA BAN;2006;8100.0;76.175;-3.0;26
TRA BAN;2000;12200.0;146.0;-2.11;18
TRA CANH;2014;1000.0;20.0;-1.225;9
TRA COI;2014;0.0;20.0;-1.225;9
TRA COI;2014;3973.0;20.0;-1.225;9
TRA CU;2014;2000.0;20.0;-1.225;9
TRA CU;2014;4000.0;20.0;-1.225;9
TRA CU;2014;8000.0;20.0;-1.225;9
TRA CU;2014;12000.0;20.0;-1.225;9
TRA CU;2014;14000.0;20.0;-1.225;9
TRA CU;2014;14440.0;20.0;-1.225;9
TRA CU CAN;2014;0.0;20.0;-1.225;9
TRA CU CAN;2014;4000.0;20.0;-1.225;9
TRA CU CAN;2014;8000.0;20.0;-1.225;9
TRA CU CAN;2014;12000.0;20.0;-1.225;9
TRA CU CAN;2014;14000.0;20.0;-1.225;9
TRA CU CAN;2014;14440.0;20.0;-1.225;9
TRA CU THUONG;2006;16487.0;97.239;-4.665;29
TRA CU THUONG;2006;27572.0;65.352;-2.913;17
TRA CUONG;2014;1000.0;20.0;-1.225;9
TRA CUONG;2014;4000.0;20.0;-1.225;9
TRA CUONG;2014;8000.0;20.0;-1.225;9
TRA CUONG;2014;12000.0;20.0;-1.225;9
TRA CUONG;2014;16000.0;20.0;-1.225;9
TRA CUONG;2014;18000.0;20.0;-1.225;9
TRA DU;2000;0.0;68.0;-1.15;19
TRA DU;2000;3155.0;96.0;-2.65;32
TRA DU;2000;6060.0;84.0;-4.86;28
TRA ECH;2014;2000.0;20.0;-1.225;9
TRA KHA;2014;0.0;20.0;-3.111;9
TRA KHA;2014;315.0;20.0;-3.111;9
TRA KHA;2014;2000.0;20.0;-1.529;9
TRA KHA;2014;4000.0;20.0;-1.529;9
TRA KHUE;2014;0.0;20.0;-1.529;9
TRA KHUE;2014;2000.0;20.0;-1.529;9
TRA KHUE;2014;4876.0;20.0;-1.529;9
TRA SU;2000;0.0;20.0;-2.8;9
TRA SU;TGLX2010;0.0;118.8;-2.0;4
TRA SU;2000;5000.0;20.0;-2.8;9
TRA SU;TGLX2010;5000.0;118.8;-2.7;4
TRA SU;2000;10000.0;20.0;-2.8;9
TRA SU;TGLX2010;10000.0;118.8;-2.2;4
TRA SU;2000;15000.0;20.0;-2.8;9
TRA SU;TGLX2010;15000.0;118.8;-2.5;4
TRA SU;2000;20000.0;20.0;-2.8;9
TRA SU;TGLX2010;20000.0;118.8;-2.0;4
TRA SU;2000;26000.0;20.0;-2.8;9
TRA SU;TGLX2010;26000.0;118.8;-2.0;4
TRA SU DAM;2000;0.0;92.0;0.0;7
TRA THE;2014;2000.0;20.0;-1.225;9
TRA THE;2014;4000.0;20.0;-1.225;9
TRACU;2006;5000.0;134.796;-7.106;36
TRACU;2006;12149.0;134.796;-7.106;36
TRACU;2006;15284.0;103.69;-5.868;31
TRACU;2006;18306.0;133.231;-7.485;34
TRACU;2006;22449.0;181.315;-6.42;49
TRAM BAU;2014;0.0;20.0;-1.225;9
TRAM BAU;2014;1562.0;20.0;-1.225;9
TRAM TRE;2014;0.0;20.0;-2.0;9
TRAM TRE;2014;2000.0;20.0;-2.0;9
TRAMEM;2006;0.0;76.0;-3.28;23
TRAMEM;2006;5000.0;66.0;-2.13;21
TRAMEN1;2006;0.0;46.0;-1.48;12
TRAMEN1;2006;2415.0;47.0;-2.47;12
TRAMEN1;2006;2838.0;47.0;-2.47;12
TRAMEN2;2006;0.0;61.0;-3.8;15
TRAMEN2;2006;2523.0;76.0;-4.53;18
TRAMEN2;2006;3513.0;76.0;-4.53;18
TRAN DE;2006;746.0;572.499;-9.378;179
TRAN DE;2006;2098.0;1048.379;-11.796;290
TRAN DE;2006;3703.0;615.497;-9.285;191
TRAN DE;2006;5216.0;1037.782;-7.68;265
TRAN DE;2006;6492.0;1729.094;-12.361;563
TRAN DE;2006;8289.0;1741.57;-11.436;550
TRAN DE;2006;9597.0;1629.283;-9.567;522
TRAN DE;2006;11099.0;1363.157;-10.45;451
TRAN DE;2006;12638.0;1333.497;-10.906;418
TRAN DE;2006;14061.0;1049.768;-12.961;338
TRAN DE;2006;15771.0;860.048;-15.546;277
TRAN DE;2006;17197.0;954.555;-15.262;296
TRAN DE;2006;18805.0;1062.141;-14.352;332
TRAN DE;2006;20265.0;1238.326;-15.318;371
TRAN DE;2006;21861.0;1285.182;-11.882;417
TRAN DE;2006;23504.0;1344.885;-10.258;436
TRAN DE;2006;24927.0;1443.913;-9.744;463
TRAN DE;2006;26447.0;1544.7;-9.323;496
TRAN DE;2006;27895.0;1641.456;-10.264;531
TRAN DE;2006;29584.0;1676.782;-10.757;524
TRAN DE;2006;30732.0;1916.961;-11.055;594
TRAN DE;2006;32554.0;1687.364;-12.467;535
TRAN DE;2006;34088.0;1803.939;-13.594;569
TRAN DE;2006;35563.0;1777.184;-12.779;542
TRAN DE;2006;37026.0;1883.812;-11.009;572
TRAN DE;2006;38379.0;3141.517;-10.036;636
TRANGOA_N1;TK;0.0;66.0;-1.28;22
TRANGOA_N1;TK;2350.0;66.0;-1.28;22
TRANVDONG;2003;0.0;80.0;-6.0;51
TRANVDONG;2003;1000.0;80.0;-6.0;51
TRANVDONG;2003;2026.0;80.0;-6.0;53
TRANVDONG;2003;3642.0;80.0;-6.0;53
TRANVDONG;2003;4906.0;80.0;-6.0;53
TRANVDONG;2003;6906.0;80.0;-6.0;53
TRANVDONG;2003;8200.0;90.3;-6.0;56
TRANVDONG;2003;9000.0;90.3;-6.0;56
TRANVDONG;2003;9948.0;541.8;-6.0;42
TRAU HOI;2014;0.0;20.0;-1.225;9
TRAU HOI;2014;3000.0;20.0;-1.225;9
TRAU HOI;2014;6000.0;20.0;-1.225;9
TRAVINH;2006;0.0;112.86;-3.863;30
TRAVINH;2006;9599.0;169.254;-6.054;26
TRAVINH;2006;17015.0;169.254;-6.054;26
TRA_ECH;2006;0.0;60.0;-5.88;19
TRA_ECH;2006;5000.0;64.0;-4.01;17
TRA_ECH;2006;6000.0;183.0;-5.88;38
TRA_ECH;2006;6500.0;175.0;-3.5;38
TRA_ECH;2006;7000.0;180.0;-3.5;38
TRA_ECH;2006;7500.0;177.0;-3.5;40
TRA_ECH;2006;8000.0;174.0;-3.5;39
TRA_ECH;2006;8500.0;171.0;-3.5;34
TRA_ECH;2006;9000.0;166.0;-3.5;33
TRA_ECH;2006;9500.0;176.0;-3.5;35
TRA_ECH;2006;10000.0;176.0;-3.5;42
TRA_ECH;2006;10500.0;174.0;-3.5;41
TRA_ECH;2006;11000.0;176.0;-3.5;37
TRA_ECH;2006;11500.0;165.0;-3.5;36
TRA_ECH;2006;12000.0;176.0;-3.5;37
TRA_ECH;2006;12500.0;177.0;-3.5;39
TRA_ECH;2006;13000.0;190.0;-3.5;38
TRA_ECH;2006;13500.0;157.0;-3.5;31
TRA_ECH;2006;14000.0;171.0;-3.5;35
TRA_ECH;2006;14265.0;167.82;-3.5;53
TRA_ECH;2006;14500.0;165.0;-3.5;35
TRA_ECH;2006;15000.0;174.0;-3.5;39
TRA_ECH;2006;15500.0;189.0;-3.5;36
TRA_ECH;2006;16000.0;186.0;-3.5;39
TRA_ECH;2006;16500.0;180.0;-3.5;36
TRA_ECH;2006;17000.0;176.0;-3.5;39
TRA_ECH;2006;18000.0;143.0;-3.5;28
TRA_ECH;2006;18500.0;185.0;-3.5;38
TRA_ECH;2006;19000.0;192.0;-3.5;37
TRA_ECH;2006;19500.0;186.0;-3.5;37
TRA_ECH;2006;20000.0;188.0;-3.5;39
TRA_ECH;2006;20500.0;181.0;-3.5;40
TRA_ECH;2006;21000.0;180.0;-3.5;37
TRA_ECH;2006;21500.0;176.0;-3.5;36
TRA_ECH;2006;22000.0;169.0;-3.69;32
TRA_ECH;2006;22500.0;165.0;-4.07;35
TRA_ECH;2006;23000.0;163.0;-3.5;34
TRA_ECH;2006;23521.0;170.0;-3.5;38
TRA_ECH;2006;26000.0;60.0;-3.21;16
TRA_ECH;2006;32347.0;94.8;-2.5;21
TRA_ECH;2006;36520.0;70.0;-3.66;16
TRA_NGOA;2006;14602.0;52.047;-2.81;14
TRA_NGOA;2006;28472.0;69.218;-1.572;17
TRA_NGOA;2006;36485.0;57.28;-2.657;17
TRI TON;TGLX2010;0.0;69.0;-6.61;23
TRI TON;TGLX2010;200.0;69.0;-6.61;23
TRI TON;TGLX2010;1500.0;69.0;-6.61;23
TRI TON;TGLX2010;2000.0;69.0;-6.61;23
TRI TON;2006;2410.0;76.122;-3.97;23
TRI TON;TGLX2010;4000.0;73.0;-3.66;23
TRI TON;TGLX2010;6000.0;73.0;-3.63;23
TRI TON;TGLX2010;8000.0;73.0;-3.68;23
TRI TON;2006;9988.0;71.542;-3.0;20
TRI TON;TGLX2010;10000.0;67.0;-3.19;18
TRI TON;TGLX2010;12000.0;71.0;-3.26;20
TRI TON;TGLX2010;14000.0;67.0;-3.21;18
TRI TON;TGLX2010;16000.0;88.5;-3.6;22
TRI TON;TGLX2010;18000.0;88.5;-3.52;22
TRI TON;TGLX2010;20000.0;91.0;-3.49;23
TRI TON;TGLX2010;22000.0;91.0;-3.42;23
TRI TON;2006;23328.0;120.182;-3.42;30
TRI TON;TGLX2010;24000.0;44.0;-3.48;16
TRI TON;TGLX2010;26000.0;44.0;-3.43;16
TRI TON;TGLX2010;28000.0;49.0;-3.4;18
TRI TON;2006;28093.0;71.008;-3.63;23
TRI TON;TGLX2010;30000.0;69.5;-3.33;21
TRI TON;TGLX2010;32000.0;69.5;-3.3;21
TRI TON;TGLX2010;36055.0;69.5;-3.3;21
TRI TON;2006;37501.0;93.702;-3.45;26
TRI TON;TGLX2010;40225.0;100.0;-2.79;34
TRI TON;TGLX2010;46380.0;105.0;-3.01;35
TRI TON;TGLX2010;50800.0;101.0;-2.95;36
TRI TON;2006;56989.0;72.153;-3.23;27
TRI TON;TGLX2010;57672.0;101.0;-3.84;35
TRON;TGLX2010;0.0;150.0;-4.0;42
TRON;TGLX2010;200.0;150.0;-4.0;42
TRON;TGLX2010;2000.0;150.0;-4.0;42
TRON;TGLX2010;6000.0;150.0;-4.0;42
TRON;TGLX2010;8000.0;150.0;-3.06;41
TRON;TGLX2010;10000.0;150.0;-4.0;42
TRON;TGLX2010;12000.0;140.0;-4.0;35
TRON;TGLX2010;14000.0;140.0;-3.02;35
TRON;TGLX2010;16000.0;140.0;-3.16;35
TRON;TGLX2010;19000.0;140.0;-2.81;35
TRON;TGLX2010;20350.0;100.0;-2.42;36
TRON;2006;22104.0;45.387;-2.44;14
TRON;TGLX2010;25200.0;100.0;-2.4;34
TRON;2006;30019.0;43.908;-3.28;17
TRON;TGLX2010;30150.0;101.0;-3.4;33
TRON;2006;34267.0;56.793;-3.03;23
TRON;TGLX2010;34400.0;100.0;-2.68;36
TRON;TGLX2010;40550.0;100.0;-2.57;35
TRON;2006;45225.0;53.507;-4.17;25
TRON;TGLX2010;50200.0;108.0;-1.99;36
TRON;TGLX2010;54500.0;108.0;-1.99;36
TRON;2006;56000.0;53.507;-4.17;25
TRON;2006;57763.0;53.507;-4.17;25
TRON;TGLX2010;57763.0;99.0;-2.9;31
TRON;TGLX2010;61759.0;80.0;-3.61;27
TRUC CHINH;2000;0.0;20.75;-1.6;9
TRUC CHINH;2000;2300.0;20.75;-1.6;9
TRUC CHINH;2000;5000.0;20.75;-1.6;9
TRUC CHINH;2000;10600.0;20.75;-1.6;9
TSAP_E;1962;0.0;6841.81;5.937;44
TSAP_E;1962;8670.0;6353.12;2.0;39
TSAP_E;1962;13553.0;17676.2;2.0;95
TSAP_E;1962;16755.0;17092.8;6.0;96
TSAP_E;1962;20000.0;15409.6;6.0;88
TSAP_E;1962;26657.0;15168.2;6.0;83
TSAP_E;1962;34043.0;28955.8;6.0;151
TSAP_E;1962;45000.0;32906.11;0.0;112
TSAP_E;1962;60400.0;47133.99;-0.51;160
TSAP_E;1962;77000.0;64845.4;-5.0;86
TSAP_E;1962;79000.0;67911.49;-7.0;117
TSAP_E;1962;81000.0;67418.57;-7.0;134
TSAP_E;1962;83000.0;65861.63;-6.0;128
TSAP_E;1962;85000.0;63218.62;-6.0;131
TSAP_E;1962;87000.0;60124.08;-5.0;101
TSAP_E;1962;89000.0;62826.69;-5.0;94
TSAP_W;1962;0.0;12732.7;5.0;66
TSAP_W;1962;5000.0;8193.99;5.0;43
TSAP_W;1962;13000.0;8848.24;5.0;46
TSAP_W;1962;20000.0;8461.94;5.0;45
TSAP_W;1962;25000.0;7302.98;6.0;39
TSAP_W;1962;30000.0;14052.3;5.0;73
TSAP_W;1962;37000.0;13339.1;4.0;69
TSAP_W;1962;42000.0;8185.78;4.0;43
TSAP_W;1962;49000.0;3911.53;9.0;22
TSAP_W;1962;54000.0;7468.71;8.0;40
TSAP_W;1962;60000.0;13757.6;6.0;71
TSAP_W;1962;70000.0;8415.87;1.0;30
TSH;TOPO?;0.0;15.0;-2.0;6
TSH;TOPO?;4037.0;15.0;-2.0;6
TSH1;TOPO?;0.0;19.0;-2.0;6
TSH1;TOPO?;13773.0;19.0;-2.0;6
TSH10;TOPO?;0.0;26.0;-2.0;6
TSH10;TOPO?;4160.0;26.0;-2.0;6
TSH100;TOPO?;0.0;11.0;-2.0;6
TSH100;TOPO?;2620.0;11.0;-2.0;6
TSH101;TOPO?;0.0;16.0;-2.0;6
TSH101;TOPO?;2679.0;16.0;-2.0;6
TSH102;TOPO?;0.0;16.0;-2.0;6
TSH102;TOPO?;2694.0;16.0;-2.0;6
TSH103;TOPO?;0.0;16.0;-2.0;6
TSH103;TOPO?;2641.0;16.0;-2.0;6
TSH104;TOPO?;0.0;16.0;-2.0;6
TSH104;TOPO?;2663.0;16.0;-2.0;6
TSH105;TOPO?;0.0;16.0;-2.0;6
TSH105;TOPO?;2519.0;16.0;-2.0;6
TSH106;TOPO?;0.0;16.0;-2.0;6
TSH106;TOPO?;2495.0;16.0;-2.0;6
TSH107;TOPO?;0.0;18.0;-2.0;6
TSH107;TOPO?;2021.0;18.0;-2.0;6
TSH108;TOPO?;0.0;13.0;-2.0;6
TSH108;TOPO?;5568.0;13.0;-2.0;6
