nhanh;chainage;type;sub;loai;nhan;file_dfs0;item;cot_obs;nguon;co_so_lieu
CM16_17;2000.0;1;0;nhap_luu;W58;Waterdemand2.dfs0;UMT/58;;;no
CM20_21;200.0;1;0;nhap_luu;W61;Waterdemand2.dfs0;W61;;;no
CM20_21;200.0;1;0;nhap_luu;W61;Waterdemand2.dfs0;W61;;;no
CM59_60;200.0;1;0;nhap_luu;W60;Waterdemand2.dfs0;W60;;;no
CM59_60;8142.0;1;0;nhap_luu;W60;Waterdemand2.dfs0;W60;;;no
CM59_60;19207.0;1;0;nhap_luu;W60;Waterdemand2.dfs0;W60;;;no
CM59_60;19207.0;1;0;nhap_luu;W60;Waterdemand2.dfs0;W60;;;no
CMP_CAI TAC;6000.0;1;0;nhap_luu;W19;Waterdemand2.dfs0;WB/19;;;no
CMP_MOI;6111.0;1;0;nhap_luu;W37;Waterdemand2.dfs0;QLPH/37;;;no
CMP_MOI1;1000.0;1;0;nhap_luu;W20;Waterdemand2.dfs0;WB/20;;;no
CMP_MOI1;3000.0;1;0;nhap_luu;W20;Waterdemand2.dfs0;WB/20;;;no
CMP_MUONG KHAI;4369.0;1;0;nhap_luu;W23;Waterdemand2.dfs0;KS/23;;;no
CMY_CN;3000.0;1;0;nhap_luu;W60;Waterdemand2.dfs0;W60;;;no
CMY_CN;6000.0;1;0;nhap_luu;W60;Waterdemand2.dfs0;W60;;;no
CMY_CN;6000.0;1;0;nhap_luu;W60;Waterdemand2.dfs0;W60;;;no
CO BA;3000.0;1;0;nhap_luu;W19;Waterdemand2.dfs0;WB/19;;;no
CO THIEN;4000.0;1;0;nhap_luu;W28;Waterdemand2.dfs0;QLPH/28;;;no
CONG DIEN;6000.0;1;0;nhap_luu;W30;Waterdemand2.dfs0;QLPH/30;;;no
CONG DIEN TREN;323.0;1;0;nhap_luu;W34;Waterdemand2.dfs0;QLPH/34;;;no
CONG DIEN TREN;2000.0;1;0;nhap_luu;W34;Waterdemand2.dfs0;QLPH/34;;;no
CSNTUNG;3540.0;1;0;nhap_luu;W23;Waterdemand2.dfs0;KS/23;;;no
CUACUNGHAU;0.0;1;0;nhap_luu;SMT/83;Waterdemand2.dfs0;SMT/83;;;no
CUACUNGHAU;5668.0;1;0;nhap_luu;SMT/85;Waterdemand2.dfs0;SMT/85;;;no
CUACUNGHAU;11451.0;1;0;nhap_luu;SMT/87;Waterdemand2.dfs0;SMT/87;;;no
CUACUNGHAU;16082.0;1;0;nhap_luu;SMT/85;Waterdemand2.dfs0;SMT/85;;;no
Ca Duc;2075.0;1;0;nhap_luu;PR/104;Waterdemand2.dfs0;PR/104;;;no
Ca Duc;9975.0;1;0;nhap_luu;PR/103;Waterdemand2.dfs0;PR/103;;;no
Ca Gua;7500.0;1;0;nhap_luu;PR/107;Waterdemand2.dfs0;PR/107;;;no
Ca Mon;4500.0;1;0;nhap_luu;PR/110;Waterdemand2.dfs0;PR/110;;;no
Cai Bat;12116.0;1;0;nhap_luu;PR/110;Waterdemand2.dfs0;PR/110;;;no
Cai Beo;4500.0;1;0;nhap_luu;PR/103;Waterdemand2.dfs0;PR/103;;;no
Cai Beo;13500.0;1;0;nhap_luu;PR/103;Waterdemand2.dfs0;PR/103;;;no
Cai Cai;2500.0;1;0;nhap_luu;PR/112;Waterdemand2.dfs0;PR/112;;;no
Cai Cai;14045.0;1;0;nhap_luu;PR/109;Waterdemand2.dfs0;PR/109;;;no
Cai Co LK;580.0;1;0;nhap_luu;PR/112;Waterdemand2.dfs0;PR/112;;;no
Cai Co LK;9864.0;1;0;nhap_luu;PR/112;Waterdemand2.dfs0;PR/112;;;no
Cai Co LK;16900.0;1;0;nhap_luu;PR/112;Waterdemand2.dfs0;PR/112;;;no
Cai Co LK;33076.0;1;0;nhap_luu;PR/113;Waterdemand2.dfs0;PR/113;;;no
Cai Co LK;51750.0;1;0;nhap_luu;PR/113;Waterdemand2.dfs0;PR/113;;;no
Cai Co LK;58750.0;1;0;nhap_luu;PR/113;Waterdemand2.dfs0;PR/113;;;no
Cai Co LK;75656.0;1;0;nhap_luu;PR/110;Waterdemand2.dfs0;PR/110;;;no
Cai Co LK;79250.0;1;0;nhap_luu;PR/110;Waterdemand2.dfs0;PR/110;;;no
Cai Co LK;82915.0;1;0;nhap_luu;PR/110;Waterdemand2.dfs0;PR/110;;;no
Cai Co LK;85952.0;1;0;nhap_luu;PR/110;Waterdemand2.dfs0;PR/110;;;no
Cai Con;5138.0;1;0;nhap_luu;W23;Waterdemand2.dfs0;KS/23;;;no
Cai Rung;16172.0;1;0;nhap_luu;PR/110;Waterdemand2.dfs0;PR/110;;;no
Cai Sach;1500.0;1;0;nhap_luu;PR/107;Waterdemand2.dfs0;PR/107;;;no
Cai San;928.0;1;0;nhap_luu;LXQ/14;Waterdemand2.dfs0;LXQ/14;;;no
Cai San;10392.0;1;0;nhap_luu;LXQ/14;Waterdemand2.dfs0;LXQ/14;;;no
Cai San;30500.0;1;0;nhap_luu;LXQ/14;Waterdemand2.dfs0;LXQ/14;;;no
Cai San;42500.0;1;0;nhap_luu;LXQ/14;Waterdemand2.dfs0;LXQ/14;;;no
Cai San;46000.0;1;0;nhap_luu;LXQ/14;Waterdemand2.dfs0;LXQ/14;;;no
Can Thao;6350.0;1;0;nhap_luu;LXQ/11;Waterdemand2.dfs0;LXQ/11;;;no
Can Thao;6350.0;1;0;nhap_luu;LXQ/11;Waterdemand2.dfs0;LXQ/11;;;no
Can Tho HH;12090.0;1;0;nhap_luu;NMT/79;Waterdemand2.dfs0;NMT/79;;;no
Cau So 9;5000.0;1;0;nhap_luu;LXQ/15;Waterdemand2.dfs0;LXQ/15;;;no
Cay Kho Lon;7500.0;1;0;nhap_luu;WEVC/114;Waterdemand2.dfs0;WEVC/114;;;no
Chac Ca Dao;6530.0;1;0;nhap_luu;LXQ/13;Waterdemand2.dfs0;LXQ/13;;;no
Chac Ca Dao;9884.0;1;0;nhap_luu;LXQ/13;Waterdemand2.dfs0;LXQ/13;;;no
ChauDoc-Channel;6848.0;1;0;nhap_luu;NMT/68;Waterdemand2.dfs0;NMT/68;;;no
Cho Gao;27340.0;1;0;nhap_luu;TA/98;Waterdemand2.dfs0;TA/98;;;no
CoChien;5856.0;1;0;nhap_luu;NMT/80;Waterdemand2.dfs0;NMT/80;;;no
CuaDai;12625.0;1;0;nhap_luu;GC/96;Waterdemand2.dfs0;GC/96;;;no
CuaDai;29616.0;1;0;nhap_luu;GC/96;Waterdemand2.dfs0;GC/96;;;no
CuaTranDe;9597.0;1;0;nhap_luu;W25;Waterdemand2.dfs0;TN/25;;;no
DAI NGAI;9186.0;1;0;nhap_luu;W23;Waterdemand2.dfs0;KS/23;;;no
DAI NGAI;10801.0;1;0;nhap_luu;W25;Waterdemand2.dfs0;TN/25;;;no
DAI NGAI;13355.0;1;0;nhap_luu;W23;Waterdemand2.dfs0;KS/23;;;no
DAI NGAI;18611.0;1;0;nhap_luu;W25;Waterdemand2.dfs0;TN/25;;;no
DAI NGAI;28415.0;1;0;nhap_luu;W30;Waterdemand2.dfs0;QLPH/30;;;no
DAP DA;200.0;1;0;nhap_luu;W27;Waterdemand2.dfs0;QLPH/27;;;no
DE NMAN;1915.0;1;0;nhap_luu;W22;Waterdemand2.dfs0;WB/22;;;no
DE NMAN;16000.0;1;0;nhap_luu;W22;Waterdemand2.dfs0;WB/22;;;no
DE NMAN;26000.0;1;0;nhap_luu;W22;Waterdemand2.dfs0;WB/22;;;no
DONG BINH;5000.0;1;0;nhap_luu;W19;Waterdemand2.dfs0;WB/19;;;no
DONG DA;6000.0;1;0;nhap_luu;W32;Waterdemand2.dfs0;QLPH/32;;;no
DUNG;2840.0;1;0;nhap_luu;W17;Waterdemand2.dfs0;WB/17;;;no
DUONG LANG;2000.0;1;0;nhap_luu;W27;Waterdemand2.dfs0;QLPH/27;;;no
DUONG LANG;4000.0;1;0;nhap_luu;W27;Waterdemand2.dfs0;QLPH/27;;;no
DUONG MON;3268.0;1;0;nhap_luu;W29;Waterdemand2.dfs0;QLPH/29;;;no
DUONGXUONG1;2232.0;1;0;nhap_luu;W17;Waterdemand2.dfs0;WB/17;;;no
DUONGXUONG2;2221.0;1;0;nhap_luu;W17;Waterdemand2.dfs0;WB/17;;;no
DUONGXUONG2;4242.0;1;0;nhap_luu;W17;Waterdemand2.dfs0;WB/17;;;no
Dao;2000.0;1;0;nhap_luu;LXQ/11;Waterdemand2.dfs0;LXQ/11;;;no
Dao;6500.0;1;0;nhap_luu;LXQ/11;Waterdemand2.dfs0;LXQ/11;;;no
Dong An;2250.0;1;0;nhap_luu;CD/120;Waterdemand2.dfs0;CD/120;;;no
Dong Tien;47500.0;1;0;nhap_luu;PR/105;Waterdemand2.dfs0;PR/105;;;no
Dong Tien;57000.0;1;0;nhap_luu;PR/105;Waterdemand2.dfs0;PR/105;;;no
Dung;9640.0;1;0;nhap_luu;W17;Waterdemand2.dfs0;WB/17;;;no
Dung;9640.0;1;0;nhap_luu;W17;Waterdemand2.dfs0;WB/17;;;no
GANH HAO;7837.0;1;0;nhap_luu;W50;Waterdemand2.dfs0;W50;;;no
GANH HAO;16257.0;1;0;nhap_luu;W63;Waterdemand2.dfs0;W63;;;no
GANH HAO;21665.0;1;0;nhap_luu;W63;Waterdemand2.dfs0;W63;;;no
GANH HAO;33552.0;1;0;nhap_luu;W49;Waterdemand2.dfs0;W49;;;no
GANH HAO;41270.0;1;0;nhap_luu;W49;Waterdemand2.dfs0;W49;;;no
GCCKET;7260.0;1;0;nhap_luu;W23;Waterdemand2.dfs0;KS/23;;;no
GCCKET;13108.0;1;0;nhap_luu;W23;Waterdemand2.dfs0;KS/23;;;no
GIAI PHONG;2000.0;1;0;nhap_luu;W27;Waterdemand2.dfs0;QLPH/27;;;no
GIAI PHONG2;2000.0;1;0;nhap_luu;W30;Waterdemand2.dfs0;QLPH/30;;;no
GIONG CAM;2000.0;1;0;nhap_luu;W22;Waterdemand2.dfs0;WB/22;;;no
GIUA;200.0;1;0;nhap_luu;W16;Waterdemand2.dfs0;WB/16;;;no
GIUA;7000.0;1;0;nhap_luu;W16;Waterdemand2.dfs0;WB/16;;;no
GIUA;8000.0;1;0;nhap_luu;W16;Waterdemand2.dfs0;WB/16;;;no
GIUA;11000.0;1;0;nhap_luu;W16;Waterdemand2.dfs0;WB/16;;;no
GIUA;14000.0;1;0;nhap_luu;W16;Waterdemand2.dfs0;WB/16;;;no
GIUA;17000.0;1;0;nhap_luu;W16;Waterdemand2.dfs0;WB/16;;;no
GIUA;17000.0;1;0;nhap_luu;W16;Waterdemand2.dfs0;WB/16;;;no
GIUA;25000.0;1;0;nhap_luu;W16;Waterdemand2.dfs0;WB/16;;;no
GIUA;26000.0;1;0;nhap_luu;W16;Waterdemand2.dfs0;WB/16;;;no
GIUA;33000.0;1;0;nhap_luu;W16;Waterdemand2.dfs0;WB/16;;;no
GIUA;38000.0;1;0;nhap_luu;W16;Waterdemand2.dfs0;WB/16;;;no
GO12_170;11749.0;1;0;nhap_luu;W66;Waterdemand2.dfs0;W66;;;no
GO12_170;11749.0;1;0;nhap_luu;W66;Waterdemand2.dfs0;W66;;;no
GO134_140;675.0;1;0;nhap_luu;W63;Waterdemand2.dfs0;W63;;;no
GO134_140;2252.0;1;0;nhap_luu;W65;Waterdemand2.dfs0;W65;;;no
GO134_140;10270.0;1;0;nhap_luu;W64;Waterdemand2.dfs0;W64;;;no
GO134_140;10270.0;1;0;nhap_luu;W65;Waterdemand2.dfs0;W65;;;no
GO13_33;12899.0;1;0;nhap_luu;W66;Waterdemand2.dfs0;W66;;;no
GO162_163;954.0;1;0;nhap_luu;W66;Waterdemand2.dfs0;W66;;;no
GO27_28;10881.0;1;0;nhap_luu;W66;Waterdemand2.dfs0;W66;;;no
GO73_75;26762.0;1;0;nhap_luu;W63;Waterdemand2.dfs0;W63;;;no
GOC;4000.0;1;0;nhap_luu;W25;Waterdemand2.dfs0;TN/25;;;no
GOC;4000.0;1;0;nhap_luu;W25;Waterdemand2.dfs0;TN/25;;;no
GO_06_12;6567.0;1;0;nhap_luu;GC/97;Waterdemand2.dfs0;GC/97;;;no
GO_06_12;41783.0;1;0;nhap_luu;GC/97;Waterdemand2.dfs0;GC/97;;;no
GO_08;7747.0;1;0;nhap_luu;W62;Waterdemand2.dfs0;W62;;;no
GREATLAKE;0.0;1;0;nhap_luu;0;Inflow_GreatLake.dfs0;GreateLake;;;no
GREATLAKE;14000.0;1;0;nhap_luu;0;Inflow_GreatLake.dfs0;GreateLake;;;no
GREATLAKE;28000.0;1;0;nhap_luu;0;Inflow_GreatLake.dfs0;GreateLake;;;no
GREATLAKE;42000.0;1;0;nhap_luu;0;Inflow_GreatLake.dfs0;GreateLake;;;no
GREATLAKE;66000.0;1;0;nhap_luu;0;Inflow_GreatLake.dfs0;GreateLake;;;no
GREATLAKE;80000.0;1;0;nhap_luu;0;Inflow_GreatLake.dfs0;GreateLake;;;no
GREATLAKE;94000.0;1;0;nhap_luu;0;Inflow_GreatLake.dfs0;GreateLake;;;no
GREATLAKE;108000.0;1;0;nhap_luu;0;Inflow_GreatLake.dfs0;GreateLake;;;no
GREATLAKE;122000.0;1;0;nhap_luu;0;Inflow_GreatLake.dfs0;GreateLake;;;no
GREATLAKE;136000.0;1;0;nhap_luu;0;Inflow_GreatLake.dfs0;GreateLake;;;no
Ganh Hao;31220.0;1;0;nhap_luu;W49;Waterdemand2.dfs0;W49;;;no
Giang Thanh;533.0;1;0;nhap_luu;LXQ/1;Waterdemand2.dfs0;LXQ/1;;;no
H7;4250.0;1;0;nhap_luu;LXQ/5;Waterdemand2.dfs0;LXQ/5;;;no
H7;7500.0;1;0;nhap_luu;LXQ/5;Waterdemand2.dfs0;LXQ/5;;;no
H7;12500.0;1;0;nhap_luu;LXQ/5;Waterdemand2.dfs0;LXQ/5;;;no
H9;2250.0;1;0;nhap_luu;LXQ/5;Waterdemand2.dfs0;LXQ/5;;;no
H9;10000.0;1;0;nhap_luu;LXQ/5;Waterdemand2.dfs0;LXQ/5;;;no
H9;13350.0;1;0;nhap_luu;LXQ/5;Waterdemand2.dfs0;LXQ/5;;;no
HANGMAI;5808.0;1;0;nhap_luu;W56;Waterdemand2.dfs0;W56;;;no
HANGMAI;7800.0;1;0;nhap_luu;W56;Waterdemand2.dfs0;W56;;;no
HAU;3000.0;1;0;nhap_luu;W20;Waterdemand2.dfs0;WB/20;;;no
HAU BOI;200.0;1;0;nhap_luu;W27;Waterdemand2.dfs0;QLPH/27;;;no
HAU GIANG 3;5000.0;1;0;nhap_luu;W22;Waterdemand2.dfs0;WB/22;;;no
HAU GIANG 3;6000.0;1;0;nhap_luu;W22;Waterdemand2.dfs0;WB/22;;;no
HAU GIANG 3;9000.0;1;0;nhap_luu;W22;Waterdemand2.dfs0;WB/22;;;no
HAU GIANG 3;12000.0;1;0;nhap_luu;W22;Waterdemand2.dfs0;WB/22;;;no
HAU GIANG 3;15000.0;1;0;nhap_luu;W22;Waterdemand2.dfs0;WB/22;;;no
HAU GIANG 3;22000.0;1;0;nhap_luu;W22;Waterdemand2.dfs0;WB/22;;;no
HAU GIANG 3;28000.0;1;0;nhap_luu;W22;Waterdemand2.dfs0;WB/22;;;no
HAU GIANG 3;30000.0;1;0;nhap_luu;W22;Waterdemand2.dfs0;WB/22;;;no
HAU GIANG 3;34000.0;1;0;nhap_luu;W22;Waterdemand2.dfs0;WB/22;;;no
HAU GIANG 3;36000.0;1;0;nhap_luu;W22;Waterdemand2.dfs0;WB/22;;;no
HAU GIANG 3;39000.0;1;0;nhap_luu;W22;Waterdemand2.dfs0;WB/22;;;no
HAU GIANG 3;41000.0;1;0;nhap_luu;W22;Waterdemand2.dfs0;WB/22;;;no
HB HNHO;3000.0;1;0;nhap_luu;W30;Waterdemand2.dfs0;QLPH/30;;;no
HB HNHO;9000.0;1;0;nhap_luu;W30;Waterdemand2.dfs0;QLPH/30;;;no
HOA HUNG;2000.0;1;0;nhap_luu;W30;Waterdemand2.dfs0;QLPH/30;;;no
HPHU GIUA;3000.0;1;0;nhap_luu;W30;Waterdemand2.dfs0;QLPH/30;;;no
HTTNGHIA;9000.0;1;0;nhap_luu;W28;Waterdemand2.dfs0;QLPH/28;;;no
HUYNH YEU;4000.0;1;0;nhap_luu;W29;Waterdemand2.dfs0;QLPH/29;;;no
Ha Giang;6772.0;1;0;nhap_luu;LXQ/1;Waterdemand2.dfs0;LXQ/1;;;no
Ha Giang;16946.0;1;0;nhap_luu;LXQ/1;Waterdemand2.dfs0;LXQ/1;;;no
Hau_3;3112.0;1;0;nhap_luu;LXQ/13;Waterdemand2.dfs0;LXQ/13;;;no
Hon Soc;1500.0;1;0;nhap_luu;LXQ/15;Waterdemand2.dfs0;LXQ/15;;;no
Hong Ngu;11859.0;1;0;nhap_luu;PR/108;Waterdemand2.dfs0;PR/108;;;no
Hong Ngu;22003.0;1;0;nhap_luu;PR/108;Waterdemand2.dfs0;PR/108;;;no
Hong Ngu;33683.0;1;0;nhap_luu;PR/107;Waterdemand2.dfs0;PR/107;;;no
Hong Ngu R;1500.0;1;0;nhap_luu;PR/109;Waterdemand2.dfs0;PR/109;;;no
Hung Dien;9569.0;1;0;nhap_luu;PR/110;Waterdemand2.dfs0;PR/110;;;no
K 8000;200.0;1;0;nhap_luu;W39;Waterdemand2.dfs0;QLPH/39;;;no
K 8000;6522.0;1;0;nhap_luu;W39;Waterdemand2.dfs0;QLPH/39;;;no
K. 14-9;200.0;1;0;nhap_luu;W28;Waterdemand2.dfs0;QLPH/28;;;no
K. 14-91;3000.0;1;0;nhap_luu;W28;Waterdemand2.dfs0;QLPH/28;;;no
K. 14-91;3000.0;1;0;nhap_luu;W28;Waterdemand2.dfs0;QLPH/28;;;no
K. 30XeoNgat;3700.0;1;0;nhap_luu;W54;Waterdemand2.dfs0;W54;;;no
K. AN NO;8600.0;1;0;nhap_luu;W25;Waterdemand2.dfs0;TN/25;;;no
K. BA XAM _GOI_3;4710.0;1;0;nhap_luu;W25;Waterdemand2.dfs0;TN/25;;;no
K. BAO BIEN;6459.0;1;0;nhap_luu;W25;Waterdemand2.dfs0;TN/25;;;no
K. CAI CUNG;6000.0;1;0;nhap_luu;W47;Waterdemand2.dfs0;W47;;;no
K. CAI KEO;200.0;1;0;nhap_luu;W49;Waterdemand2.dfs0;W49;;;no
K. CAI XE_NGAN RO;200.0;1;0;nhap_luu;W25;Waterdemand2.dfs0;TN/25;;;no
K. CAI XE_NGAN RO;9420.0;1;0;nhap_luu;W25;Waterdemand2.dfs0;TN/25;;;no
K. CAI XE_NGAN RO;17958.0;1;0;nhap_luu;W25;Waterdemand2.dfs0;TN/25;;;no
K. CAY BONG;16285.0;1;0;nhap_luu;W48;Waterdemand2.dfs0;W48;;;no
K. CAY BONG;19902.0;1;0;nhap_luu;W48;Waterdemand2.dfs0;W48;;;no
K. CCC4;6000.0;1;0;nhap_luu;W40;Waterdemand2.dfs0;QLPH/40;;;no
K. DONG CUNG;200.0;1;0;nhap_luu;W61;Waterdemand2.dfs0;W61;;;no
K. HANG;1885.0;1;0;nhap_luu;W53;Waterdemand2.dfs0;W53;;;no
K. HO PHONG;1740.0;1;0;nhap_luu;W48;Waterdemand2.dfs0;W48;;;no
K. HO PHONG;7993.0;1;0;nhap_luu;W48;Waterdemand2.dfs0;W48;;;no
K. HO PHONG;9863.0;1;0;nhap_luu;W48;Waterdemand2.dfs0;W48;;;no
K. HO PHONG;11353.0;1;0;nhap_luu;W49;Waterdemand2.dfs0;W49;;;no
K. HO PHONG;13184.0;1;0;nhap_luu;W49;Waterdemand2.dfs0;W49;;;no
K. HO PHONG;15484.0;1;0;nhap_luu;W48;Waterdemand2.dfs0;W48;;;no
K. HOA PHU;2375.0;1;0;nhap_luu;W47;Waterdemand2.dfs0;W47;;;no
K. KIM QUY;200.0;1;0;nhap_luu;W54;Waterdemand2.dfs0;W54;;;no
K. KIM QUY;6851.0;1;0;nhap_luu;W54;Waterdemand2.dfs0;W54;;;no
K. Kiem Lam;6991.0;1;0;nhap_luu;W52;Waterdemand2.dfs0;W52;;;no
K. LAM KHIET;11417.0;1;0;nhap_luu;W52;Waterdemand2.dfs0;W52;;;no
K. LANG THU 7;3685.0;1;0;nhap_luu;W52;Waterdemand2.dfs0;W52;;;no
K. LANG THU 7;6692.0;1;0;nhap_luu;W53;Waterdemand2.dfs0;W53;;;no
K. LANG THU 7;10340.0;1;0;nhap_luu;W52;Waterdemand2.dfs0;W52;;;no
K. LANG THU 7;22037.0;1;0;nhap_luu;W53;Waterdemand2.dfs0;W53;;;no
K. LANG THU 7;33940.0;1;0;nhap_luu;W53;Waterdemand2.dfs0;W53;;;no
K. LANG THU 7;38446.0;1;0;nhap_luu;W52;Waterdemand2.dfs0;W52;;;no
K. LANG TRAM;3179.0;1;0;nhap_luu;W45;Waterdemand2.dfs0;QLPH/45;;;no
K. LANG TRAM;6921.0;1;0;nhap_luu;W44;Waterdemand2.dfs0;QLPH/44;;;no
K. LANG TRAM;11187.0;1;0;nhap_luu;W45;Waterdemand2.dfs0;QLPH/45;;;no
K. LANG TRAM;26703.0;1;0;nhap_luu;W35;Waterdemand2.dfs0;QLPH/35;;;no
K. LO XE;11261.0;1;0;nhap_luu;W61;Waterdemand2.dfs0;W61;;;no
K. LO XE 1;3104.0;1;0;nhap_luu;W60;Waterdemand2.dfs0;W60;;;no
K. LO XE 1;15000.0;1;0;nhap_luu;W59;Waterdemand2.dfs0;W59;;;no
K. LO XE 1;16831.0;1;0;nhap_luu;W60;Waterdemand2.dfs0;W60;;;no
K. Lang Thu 7;31189.0;1;0;nhap_luu;W53;Waterdemand2.dfs0;W53;;;no
K. NANG REN;1000.0;1;0;nhap_luu;W29;Waterdemand2.dfs0;QLPH/29;;;no
K. NANG REN;34000.0;1;0;nhap_luu;W30;Waterdemand2.dfs0;QLPH/30;;;no
K. NGAN DUA - BL1;4181.0;1;0;nhap_luu;W29;Waterdemand2.dfs0;QLPH/29;;;no
K. NGAN DUA - BL1;10563.0;1;0;nhap_luu;W31;Waterdemand2.dfs0;QLPH/31;;;no
K. NGAN DUA - BL1;12268.0;1;0;nhap_luu;W31;Waterdemand2.dfs0;QLPH/31;;;no
K. NGAN DUA - BL1;23103.0;1;0;nhap_luu;W29;Waterdemand2.dfs0;QLPH/29;;;no
K. NGAN DUA - BL2;2378.0;1;0;nhap_luu;W37;Waterdemand2.dfs0;QLPH/37;;;no
K. NGAN DUA - BL2;3807.0;1;0;nhap_luu;W36;Waterdemand2.dfs0;QLPH/36;;;no
K. ONG DON;4523.0;1;0;nhap_luu;W62;Waterdemand2.dfs0;W62;;;no
K. RANH;21227.0;1;0;nhap_luu;W53;Waterdemand2.dfs0;W53;;;no
K. RANH;35362.0;1;0;nhap_luu;W53;Waterdemand2.dfs0;W53;;;no
K. RANH;38276.0;1;0;nhap_luu;W53;Waterdemand2.dfs0;W53;;;no
K. Ranh;27150.0;1;0;nhap_luu;W53;Waterdemand2.dfs0;W53;;;no
K. Ranh;27150.0;1;0;nhap_luu;W53;Waterdemand2.dfs0;W53;;;no
K. SAU SANH;4950.0;1;0;nhap_luu;W52;Waterdemand2.dfs0;W52;;;no
K. SO KHONG;3000.0;1;0;nhap_luu;W55;Waterdemand2.dfs0;W55;;;no
K. SO KHONG;4808.0;1;0;nhap_luu;W55;Waterdemand2.dfs0;W55;;;no
K. SO KHONG;6654.0;1;0;nhap_luu;W55;Waterdemand2.dfs0;W55;;;no
K. TAM NGAN;4953.0;1;0;nhap_luu;W53;Waterdemand2.dfs0;W53;;;no
K. TAM NGAN;18918.0;1;0;nhap_luu;W53;Waterdemand2.dfs0;W53;;;no
K. TAM NGAN;18918.0;1;0;nhap_luu;W53;Waterdemand2.dfs0;W53;;;no
K. TAM NGAN;23123.0;1;0;nhap_luu;W53;Waterdemand2.dfs0;W53;;;no
K. TAN PHONG;12400.0;1;0;nhap_luu;W40;Waterdemand2.dfs0;QLPH/40;;;no
K. TAN PHONG;15300.0;1;0;nhap_luu;W40;Waterdemand2.dfs0;QLPH/40;;;no
K. TAN PHONG;23000.0;1;0;nhap_luu;W34;Waterdemand2.dfs0;QLPH/34;;;no
K. TAN PHONG;26600.0;1;0;nhap_luu;W34;Waterdemand2.dfs0;QLPH/34;;;no
K. TANTHANH_TACVAN;4004.0;1;0;nhap_luu;W35;Waterdemand2.dfs0;QLPH/35;;;no
K. TRUONG TOA;10300.0;1;0;nhap_luu;W52;Waterdemand2.dfs0;W52;;;no
K. VINH LOC 1;2122.0;1;0;nhap_luu;W37;Waterdemand2.dfs0;QLPH/37;;;no
K. VINH LOC 1;9691.0;1;0;nhap_luu;W37;Waterdemand2.dfs0;QLPH/37;;;no
K. VINH LOC 1;9691.0;1;0;nhap_luu;W37;Waterdemand2.dfs0;QLPH/37;;;no
K. VINH LOC 1;11295.0;1;0;nhap_luu;W37;Waterdemand2.dfs0;QLPH/37;;;no
K. VINH LOC 1;12295.0;1;0;nhap_luu;W37;Waterdemand2.dfs0;QLPH/37;;;no
K. VINH LOC 1;15370.0;1;0;nhap_luu;W37;Waterdemand2.dfs0;QLPH/37;;;no
K. VINH LOC 2;200.0;1;0;nhap_luu;W31;Waterdemand2.dfs0;QLPH/31;;;no
K. VINH LOC 2;2155.0;1;0;nhap_luu;W31;Waterdemand2.dfs0;QLPH/31;;;no
K. VINH LOC 2;7045.0;1;0;nhap_luu;W31;Waterdemand2.dfs0;QLPH/31;;;no
K. VINH LOC 2;8369.0;1;0;nhap_luu;W31;Waterdemand2.dfs0;QLPH/31;;;no
K. VINH LOC 2;10334.0;1;0;nhap_luu;W31;Waterdemand2.dfs0;QLPH/31;;;no
K. VINH LOC 2;13387.0;1;0;nhap_luu;W31;Waterdemand2.dfs0;QLPH/31;;;no
K. VINH LOC 2;23100.0;1;0;nhap_luu;W31;Waterdemand2.dfs0;QLPH/31;;;no
K. VINH LOC 2;24011.0;1;0;nhap_luu;W31;Waterdemand2.dfs0;QLPH/31;;;no
K. VINH LOI 1;3261.0;1;0;nhap_luu;W38;Waterdemand2.dfs0;QLPH/38;;;no
K. VINH LOI 1;4724.0;1;0;nhap_luu;W38;Waterdemand2.dfs0;QLPH/38;;;no
K. VINH LOI 1;12207.0;1;0;nhap_luu;W38;Waterdemand2.dfs0;QLPH/38;;;no
K. VINH LOI 1;14445.0;1;0;nhap_luu;W38;Waterdemand2.dfs0;QLPH/38;;;no
K. VINH LOI 2;4178.0;1;0;nhap_luu;W32;Waterdemand2.dfs0;QLPH/32;;;no
K. VINH LOI 2;9050.0;1;0;nhap_luu;W32;Waterdemand2.dfs0;QLPH/32;;;no
K. VINH LOI 2;17517.0;1;0;nhap_luu;W32;Waterdemand2.dfs0;QLPH/32;;;no
K. VINH LOI 2;17517.0;1;0;nhap_luu;W32;Waterdemand2.dfs0;QLPH/32;;;no
K. VINH MY NGOAI;7517.0;1;0;nhap_luu;W47;Waterdemand2.dfs0;W47;;;no
K. XEO LA;5100.0;1;0;nhap_luu;W54;Waterdemand2.dfs0;W54;;;no
K. XEO LA;5100.0;1;0;nhap_luu;W54;Waterdemand2.dfs0;W54;;;no
K. XEO NHAO;5100.0;1;0;nhap_luu;W54;Waterdemand2.dfs0;W54;;;no
K.13;1883.0;1;0;nhap_luu;W46;Waterdemand2.dfs0;W46;;;no
K.19/5;8000.0;1;0;nhap_luu;W26;Waterdemand2.dfs0;QLPH/26;;;no
K.19/5;12000.0;1;0;nhap_luu;W26;Waterdemand2.dfs0;QLPH/26;;;no
K.2-9;200.0;1;0;nhap_luu;W23;Waterdemand2.dfs0;KS/23;;;no
K.BABEO;6806.0;1;0;nhap_luu;W35;Waterdemand2.dfs0;QLPH/35;;;no
