nhanh;chainage;type;sub;loai;nhan;file_dfs0;item;cot_obs;nguon;co_so_lieu
THACH MY;20000.0;1;0;nhap_luu;W30;Waterdemand2.dfs0;QLPH/30;;;no
THACH MYNHO;863.0;1;0;nhap_luu;W30;Waterdemand2.dfs0;QLPH/30;;;no
THANH BINH;2000.0;1;0;nhap_luu;W28;Waterdemand2.dfs0;QLPH/28;;;no
THAY NAM;5000.0;1;0;nhap_luu;W22;Waterdemand2.dfs0;WB/22;;;no
THAY NAM;5000.0;1;0;nhap_luu;W22;Waterdemand2.dfs0;WB/22;;;no
THAY PHO;2000.0;1;0;nhap_luu;W41;Waterdemand2.dfs0;QLPH/41;;;no
THAY PHO;6000.0;1;0;nhap_luu;W41;Waterdemand2.dfs0;QLPH/41;;;no
THGCAT;1492.0;1;0;nhap_luu;W23;Waterdemand2.dfs0;KS/23;;;no
THI DOI;3500.0;1;0;nhap_luu;W17;Waterdemand2.dfs0;WB/17;;;no
THI DOI;11073.0;1;0;nhap_luu;W17;Waterdemand2.dfs0;WB/17;;;no
THOM ROM;1000.0;1;0;nhap_luu;W17;Waterdemand2.dfs0;WB/17;;;no
THOM ROM;9000.0;1;0;nhap_luu;W17;Waterdemand2.dfs0;WB/17;;;no
THOM ROM;10000.0;1;0;nhap_luu;W17;Waterdemand2.dfs0;WB/17;;;no
THOM ROM;16000.0;1;0;nhap_luu;W17;Waterdemand2.dfs0;WB/17;;;no
THOM ROM;16000.0;1;0;nhap_luu;W17;Waterdemand2.dfs0;WB/17;;;no
THOM ROM;18000.0;1;0;nhap_luu;W17;Waterdemand2.dfs0;WB/17;;;no
THONG LUU;6000.0;1;0;nhap_luu;W30;Waterdemand2.dfs0;QLPH/30;;;no
THONGNHAT_CANAL;13957.0;1;0;nhap_luu;SMT/85;Waterdemand2.dfs0;SMT/85;;;no
THOT NOT;32000.0;1;0;nhap_luu;W17;Waterdemand2.dfs0;WB/17;;;no
THOT NOT;34000.0;1;0;nhap_luu;W16;Waterdemand2.dfs0;WB/16;;;no
THOT NOT;40000.0;1;0;nhap_luu;W17;Waterdemand2.dfs0;WB/17;;;no
THOT NOT;50329.0;1;0;nhap_luu;W17;Waterdemand2.dfs0;WB/17;;;no
THUY LOI;3000.0;1;0;nhap_luu;W28;Waterdemand2.dfs0;QLPH/28;;;no
TIEP NHAT;6000.0;1;0;nhap_luu;W25;Waterdemand2.dfs0;TN/25;;;no
TIEP NHAT;6000.0;1;0;nhap_luu;W25;Waterdemand2.dfs0;TN/25;;;no
TIEP NHAT;9000.0;1;0;nhap_luu;W25;Waterdemand2.dfs0;TN/25;;;no
TIEP NHAT;13000.0;1;0;nhap_luu;W25;Waterdemand2.dfs0;TN/25;;;no
TIEP NHAT;16000.0;1;0;nhap_luu;W25;Waterdemand2.dfs0;TN/25;;;no
TIEP NHAT;24000.0;1;0;nhap_luu;W25;Waterdemand2.dfs0;TN/25;;;no
TIEU DUA;2080.0;1;0;nhap_luu;W55;Waterdemand2.dfs0;W55;;;no
TIEU DUA;6147.0;1;0;nhap_luu;W56;Waterdemand2.dfs0;W56;;;no
TIEU DUA;15500.0;1;0;nhap_luu;W56;Waterdemand2.dfs0;W56;;;no
TIEU DUA;18434.0;1;0;nhap_luu;W56;Waterdemand2.dfs0;W56;;;no
TIEU DUA;43000.0;1;0;nhap_luu;W57;Waterdemand2.dfs0;UMT/57;;;no
TP-BNHAN;400.0;1;0;nhap_luu;W45;Waterdemand2.dfs0;QLPH/45;;;no
TP-BNHAN;6000.0;1;0;nhap_luu;W45;Waterdemand2.dfs0;QLPH/45;;;no
TRA COI;3773.0;1;0;nhap_luu;W26;Waterdemand2.dfs0;QLPH/26;;;no
TRA CU CAN;14000.0;1;0;nhap_luu;W27;Waterdemand2.dfs0;QLPH/27;;;no
TRA CUONG;18000.0;1;0;nhap_luu;W28;Waterdemand2.dfs0;QLPH/28;;;no
TRA KHA;2000.0;1;0;nhap_luu;W29;Waterdemand2.dfs0;QLPH/29;;;no
TRA THE;2000.0;1;0;nhap_luu;W30;Waterdemand2.dfs0;QLPH/30;;;no
TRAM BAU;200.0;1;0;nhap_luu;W30;Waterdemand2.dfs0;QLPH/30;;;no
TRAM TRE;2000.0;1;0;nhap_luu;W29;Waterdemand2.dfs0;QLPH/29;;;no
TRAU HOI;3000.0;1;0;nhap_luu;W19;Waterdemand2.dfs0;WB/19;;;no
TRA_NGOA;10771.0;1;0;nhap_luu;SMT/81;Waterdemand2.dfs0;SMT/81;;;no
TRA_NGOA;30976.0;1;0;nhap_luu;SMT/83;Waterdemand2.dfs0;SMT/83;;;no
TSH10;200.0;1;0;nhap_luu;W16;Waterdemand2.dfs0;WB/16;;;no
TSH101;2479.0;1;0;nhap_luu;W17;Waterdemand2.dfs0;WB/17;;;no
TSH107;200.0;1;0;nhap_luu;W17;Waterdemand2.dfs0;WB/17;;;no
TSH109;500.0;1;0;nhap_luu;W17;Waterdemand2.dfs0;WB/17;;;no
TSH111;4046.0;1;0;nhap_luu;W16;Waterdemand2.dfs0;WB/16;;;no
TSH112;200.0;1;0;nhap_luu;W16;Waterdemand2.dfs0;WB/16;;;no
TSH112;1677.0;1;0;nhap_luu;W16;Waterdemand2.dfs0;WB/16;;;no
TSH115;3637.0;1;0;nhap_luu;W16;Waterdemand2.dfs0;WB/16;;;no
TSH119;7731.0;1;0;nhap_luu;W17;Waterdemand2.dfs0;WB/17;;;no
TSH119;7731.0;1;0;nhap_luu;W17;Waterdemand2.dfs0;WB/17;;;no
TSH121;1505.0;1;0;nhap_luu;W17;Waterdemand2.dfs0;WB/17;;;no
TSH122;200.0;1;0;nhap_luu;W17;Waterdemand2.dfs0;WB/17;;;no
TSH124;500.0;1;0;nhap_luu;W17;Waterdemand2.dfs0;WB/17;;;no
TSH124;500.0;1;0;nhap_luu;W17;Waterdemand2.dfs0;WB/17;;;no
TSH125;500.0;1;0;nhap_luu;W17;Waterdemand2.dfs0;WB/17;;;no
TSH13;3805.0;1;0;nhap_luu;W16;Waterdemand2.dfs0;WB/16;;;no
TSH130;4753.0;1;0;nhap_luu;W17;Waterdemand2.dfs0;WB/17;;;no
TSH131;200.0;1;0;nhap_luu;W17;Waterdemand2.dfs0;WB/17;;;no
TSH133;2447.0;1;0;nhap_luu;W17;Waterdemand2.dfs0;WB/17;;;no
TSH135;3501.0;1;0;nhap_luu;W17;Waterdemand2.dfs0;WB/17;;;no
TSH136;1500.0;1;0;nhap_luu;W17;Waterdemand2.dfs0;WB/17;;;no
TSH137;3114.0;1;0;nhap_luu;W17;Waterdemand2.dfs0;WB/17;;;no
TSH139;200.0;1;0;nhap_luu;W17;Waterdemand2.dfs0;WB/17;;;no
TSH139;2471.0;1;0;nhap_luu;W17;Waterdemand2.dfs0;WB/17;;;no
TSH139;3559.0;1;0;nhap_luu;W17;Waterdemand2.dfs0;WB/17;;;no
TSH139;3559.0;1;0;nhap_luu;W17;Waterdemand2.dfs0;WB/17;;;no
TSH14;200.0;1;0;nhap_luu;W16;Waterdemand2.dfs0;WB/16;;;no
TSH16;3791.0;1;0;nhap_luu;W16;Waterdemand2.dfs0;WB/16;;;no
TSH16;3791.0;1;0;nhap_luu;W16;Waterdemand2.dfs0;WB/16;;;no
TSH17;200.0;1;0;nhap_luu;W16;Waterdemand2.dfs0;WB/16;;;no
TSH18;200.0;1;0;nhap_luu;W16;Waterdemand2.dfs0;WB/16;;;no
TSH18;3798.0;1;0;nhap_luu;W16;Waterdemand2.dfs0;WB/16;;;no
TSH2;9951.0;1;0;nhap_luu;W17;Waterdemand2.dfs0;WB/17;;;no
TSH20;4264.0;1;0;nhap_luu;W16;Waterdemand2.dfs0;WB/16;;;no
TSH21;5208.0;1;0;nhap_luu;W16;Waterdemand2.dfs0;WB/16;;;no
TSH23;200.0;1;0;nhap_luu;W16;Waterdemand2.dfs0;WB/16;;;no
TSH25;500.0;1;0;nhap_luu;W16;Waterdemand2.dfs0;WB/16;;;no
TSH3;1450.0;1;0;nhap_luu;W17;Waterdemand2.dfs0;WB/17;;;no
TSH3;3229.0;1;0;nhap_luu;W17;Waterdemand2.dfs0;WB/17;;;no
TSH3;5464.0;1;0;nhap_luu;W17;Waterdemand2.dfs0;WB/17;;;no
TSH34;3515.0;1;0;nhap_luu;W16;Waterdemand2.dfs0;WB/16;;;no
TSH38;200.0;1;0;nhap_luu;W16;Waterdemand2.dfs0;WB/16;;;no
TSH40;4427.0;1;0;nhap_luu;W16;Waterdemand2.dfs0;WB/16;;;no
TSH48;1769.0;1;0;nhap_luu;W16;Waterdemand2.dfs0;WB/16;;;no
TSH48;4323.0;1;0;nhap_luu;W16;Waterdemand2.dfs0;WB/16;;;no
TSH58;1784.0;1;0;nhap_luu;W16;Waterdemand2.dfs0;WB/16;;;no
TSH66;200.0;1;0;nhap_luu;W16;Waterdemand2.dfs0;WB/16;;;no
TSH66;3108.0;1;0;nhap_luu;W16;Waterdemand2.dfs0;WB/16;;;no
TSH7;4441.0;1;0;nhap_luu;W16;Waterdemand2.dfs0;WB/16;;;no
TSH76;3201.0;1;0;nhap_luu;W17;Waterdemand2.dfs0;WB/17;;;no
TSH79;2388.0;1;0;nhap_luu;W17;Waterdemand2.dfs0;WB/17;;;no
TSH8;2476.0;1;0;nhap_luu;W16;Waterdemand2.dfs0;WB/16;;;no
TSH81;2327.0;1;0;nhap_luu;W17;Waterdemand2.dfs0;WB/17;;;no
TSH84;200.0;1;0;nhap_luu;W17;Waterdemand2.dfs0;WB/17;;;no
TSH85;5511.0;1;0;nhap_luu;W17;Waterdemand2.dfs0;WB/17;;;no
TSH87;3106.0;1;0;nhap_luu;W17;Waterdemand2.dfs0;WB/17;;;no
TSH9;2370.0;1;0;nhap_luu;W16;Waterdemand2.dfs0;WB/16;;;no
TSH97;200.0;1;0;nhap_luu;W17;Waterdemand2.dfs0;WB/17;;;no
TSH99;200.0;1;0;nhap_luu;W17;Waterdemand2.dfs0;WB/17;;;no
TV_16_30_2006;4405.0;1;0;nhap_luu;SMT/86;Waterdemand2.dfs0;SMT/86;;;no
Ta Manh;1250.0;1;0;nhap_luu;LXQ/15;Waterdemand2.dfs0;LXQ/15;;;no
Tam Ngan;4925.0;1;0;nhap_luu;LXQ/4;Waterdemand2.dfs0;LXQ/4;;;no
Tan Cong Chi;9339.0;1;0;nhap_luu;PR/109;Waterdemand2.dfs0;PR/109;;;no
Tan Cong Chi;26058.0;1;0;nhap_luu;PR/108;Waterdemand2.dfs0;PR/108;;;no
Tan Cong Chi4;12256.0;1;0;nhap_luu;PR/104;Waterdemand2.dfs0;PR/104;;;no
Tan Hiep;2100.0;1;0;nhap_luu;LXQ/12;Waterdemand2.dfs0;LXQ/12;;;no
Tan Hiep;17088.0;1;0;nhap_luu;LXQ/13;Waterdemand2.dfs0;LXQ/13;;;no
Tan Hiep;28238.0;1;0;nhap_luu;LXQ/14;Waterdemand2.dfs0;LXQ/14;;;no
Tan Thanh;10444.0;1;0;nhap_luu;PR/109;Waterdemand2.dfs0;PR/109;;;no
Tan Thanh LG;12988.0;1;0;nhap_luu;PR/109;Waterdemand2.dfs0;PR/109;;;no
Tan Thanh LG;31480.0;1;0;nhap_luu;PR/110;Waterdemand2.dfs0;PR/110;;;no
Tan Thanh LG;31480.0;1;0;nhap_luu;PR/113;Waterdemand2.dfs0;PR/113;;;no
Tan Thanh LG;40121.0;1;0;nhap_luu;PR/110;Waterdemand2.dfs0;PR/110;;;no
Tan Thanh LG;49859.0;1;0;nhap_luu;PR/110;Waterdemand2.dfs0;PR/110;;;no
Tha La;2250.0;1;0;nhap_luu;LXQ/10;Waterdemand2.dfs0;LXQ/10;;;no
Tha La;15150.0;1;0;nhap_luu;LXQ/11;Waterdemand2.dfs0;LXQ/11;;;no
Tha La;22150.0;1;0;nhap_luu;LXQ/12;Waterdemand2.dfs0;LXQ/12;;;no
Thach My;6496.0;1;0;nhap_luu;W30;Waterdemand2.dfs0;QLPH/30;;;no
Thach My;9000.0;1;0;nhap_luu;W30;Waterdemand2.dfs0;QLPH/30;;;no
Thay Cay;2500.0;1;0;nhap_luu;PR/104;Waterdemand2.dfs0;PR/104;;;no
Thay Lam;1750.0;1;0;nhap_luu;NMT/77;Waterdemand2.dfs0;NMT/77;;;no
Thuy Tan;2250.0;1;0;nhap_luu;PR/107;Waterdemand2.dfs0;PR/107;;;no
Tien;0.0;1;0;nhap_luu;NMT/68;Waterdemand2.dfs0;NMT/68;;;no
Tien;0.0;1;0;nhap_luu;NMT/68;Waterdemand2.dfs0;NMT/68;;;no
Tien;0.0;1;0;nhap_luu;PR/111;Waterdemand2.dfs0;PR/111;;;no
Tien;12782.0;1;0;nhap_luu;PR/111;Waterdemand2.dfs0;PR/111;;;no
Tien;30599.0;1;0;nhap_luu;PR/103;Waterdemand2.dfs0;PR/103;;;no
Tong Hung LH;32532.0;1;0;nhap_luu;NMT/80;Waterdemand2.dfs0;NMT/80;;;no
Tra Cu Thuong;2900.0;1;0;nhap_luu;WEVC/116;Waterdemand2.dfs0;WEVC/116;;;no
Tra Su;3863.0;1;0;nhap_luu;LXQ/11;Waterdemand2.dfs0;LXQ/11;;;no
Tra Su;12500.0;1;0;nhap_luu;LXQ/11;Waterdemand2.dfs0;LXQ/11;;;no
TraCu;9400.0;1;0;nhap_luu;SMT/84;Waterdemand2.dfs0;SMT/84;;;no
Tri Ton;11229.0;1;0;nhap_luu;LXQ/12;Waterdemand2.dfs0;LXQ/12;;;no
Tri Ton;36751.0;1;0;nhap_luu;LXQ/12;Waterdemand2.dfs0;LXQ/12;;;no
Tri Ton;42000.0;1;0;nhap_luu;LXQ/5;Waterdemand2.dfs0;LXQ/5;;;no
Tri Ton;44725.0;1;0;nhap_luu;LXQ/5;Waterdemand2.dfs0;LXQ/5;;;no
Tron;37134.0;1;0;nhap_luu;LXQ/14;Waterdemand2.dfs0;LXQ/14;;;no
Tron;52000.0;1;0;nhap_luu;LXQ/14;Waterdemand2.dfs0;LXQ/14;;;no
Tu Thuong;2250.0;1;0;nhap_luu;PR/111;Waterdemand2.dfs0;PR/111;;;no
Tu Thuong;7500.0;1;0;nhap_luu;PR/111;Waterdemand2.dfs0;PR/111;;;no
U-QLPH10;500.0;1;0;nhap_luu;W33;Waterdemand2.dfs0;QLPH/33;;;no
U-QLPH10;5000.0;1;0;nhap_luu;W33;Waterdemand2.dfs0;QLPH/33;;;no
U-QLPH11;6000.0;1;0;nhap_luu;W33;Waterdemand2.dfs0;QLPH/33;;;no
U-QLPH15;200.0;1;0;nhap_luu;W32;Waterdemand2.dfs0;QLPH/32;;;no
U-QLPH16;4000.0;1;0;nhap_luu;W32;Waterdemand2.dfs0;QLPH/32;;;no
U-QLPH17;8000.0;1;0;nhap_luu;W33;Waterdemand2.dfs0;QLPH/33;;;no
U-QLPH18;2000.0;1;0;nhap_luu;W33;Waterdemand2.dfs0;QLPH/33;;;no
U-QLPH18;9226.0;1;0;nhap_luu;W34;Waterdemand2.dfs0;QLPH/34;;;no
U-QLPH19;904.0;1;0;nhap_luu;W31;Waterdemand2.dfs0;QLPH/31;;;no
U-QLPH19;2000.0;1;0;nhap_luu;W31;Waterdemand2.dfs0;QLPH/31;;;no
U-QLPH19;6500.0;1;0;nhap_luu;W32;Waterdemand2.dfs0;QLPH/32;;;no
U-QLPH19;15671.0;1;0;nhap_luu;W32;Waterdemand2.dfs0;QLPH/32;;;no
U-QLPH19;25425.0;1;0;nhap_luu;W33;Waterdemand2.dfs0;QLPH/33;;;no
U-QLPH23;200.0;1;0;nhap_luu;W31;Waterdemand2.dfs0;QLPH/31;;;no
U-QLPH23;3000.0;1;0;nhap_luu;W31;Waterdemand2.dfs0;QLPH/31;;;no
U-QLPH27;200.0;1;0;nhap_luu;W31;Waterdemand2.dfs0;QLPH/31;;;no
U-QLPH27;200.0;1;0;nhap_luu;W31;Waterdemand2.dfs0;QLPH/31;;;no
U-QLPH28;3134.0;1;0;nhap_luu;W31;Waterdemand2.dfs0;QLPH/31;;;no
U-QLPH29;3000.0;1;0;nhap_luu;W31;Waterdemand2.dfs0;QLPH/31;;;no
U-QLPH3;200.0;1;0;nhap_luu;W36;Waterdemand2.dfs0;QLPH/36;;;no
U-QLPH31;200.0;1;0;nhap_luu;W31;Waterdemand2.dfs0;QLPH/31;;;no
U-QLPH32;3000.0;1;0;nhap_luu;W31;Waterdemand2.dfs0;QLPH/31;;;no
U-QLPH35;3000.0;1;0;nhap_luu;W31;Waterdemand2.dfs0;QLPH/31;;;no
U-QLPH36;4800.0;1;0;nhap_luu;W31;Waterdemand2.dfs0;QLPH/31;;;no
U-QLPH37;2472.0;1;0;nhap_luu;W31;Waterdemand2.dfs0;QLPH/31;;;no
U-QLPH41;1546.0;1;0;nhap_luu;W30;Waterdemand2.dfs0;QLPH/30;;;no
U-QLPH46;1000.0;1;0;nhap_luu;W29;Waterdemand2.dfs0;QLPH/29;;;no
U-QLPH46;12000.0;1;0;nhap_luu;W29;Waterdemand2.dfs0;QLPH/29;;;no
U-QLPH47;1164.0;1;0;nhap_luu;W30;Waterdemand2.dfs0;QLPH/30;;;no
U-QLPH49;4092.0;1;0;nhap_luu;W28;Waterdemand2.dfs0;QLPH/28;;;no
U-QLPH5;700.0;1;0;nhap_luu;W36;Waterdemand2.dfs0;QLPH/36;;;no
U-QLPH50;2000.0;1;0;nhap_luu;W37;Waterdemand2.dfs0;QLPH/37;;;no
U-QLPH51;1000.0;1;0;nhap_luu;W25;Waterdemand2.dfs0;TN/25;;;no
U-QLPH6;4000.0;1;0;nhap_luu;W34;Waterdemand2.dfs0;QLPH/34;;;no
U-QLPH6;4785.0;1;0;nhap_luu;W34;Waterdemand2.dfs0;QLPH/34;;;no
U-QLPH8;2000.0;1;0;nhap_luu;W34;Waterdemand2.dfs0;QLPH/34;;;no
U-QLPH8;2000.0;1;0;nhap_luu;W34;Waterdemand2.dfs0;QLPH/34;;;no
U-QLPH8;5000.0;1;0;nhap_luu;W34;Waterdemand2.dfs0;QLPH/34;;;no
U-QLPH8;6000.0;1;0;nhap_luu;W34;Waterdemand2.dfs0;QLPH/34;;;no
U-QLPH8;8000.0;1;0;nhap_luu;W34;Waterdemand2.dfs0;QLPH/34;;;no
U-QLPH8;10000.0;1;0;nhap_luu;W35;Waterdemand2.dfs0;QLPH/35;;;no
UMH1;6000.0;1;0;nhap_luu;W57;Waterdemand2.dfs0;UMT/57;;;no
UMH1;6000.0;1;0;nhap_luu;W57;Waterdemand2.dfs0;UMT/57;;;no
UMH1;9000.0;1;0;nhap_luu;W57;Waterdemand2.dfs0;UMT/57;;;no
UMH12;3000.0;1;0;nhap_luu;W57;Waterdemand2.dfs0;UMT/57;;;no
UMH13;3000.0;1;0;nhap_luu;W57;Waterdemand2.dfs0;UMT/57;;;no
UMH14;6000.0;1;0;nhap_luu;W57;Waterdemand2.dfs0;UMT/57;;;no
UMH15;200.0;1;0;nhap_luu;W57;Waterdemand2.dfs0;UMT/57;;;no
UMH16;5436.0;1;0;nhap_luu;W57;Waterdemand2.dfs0;UMT/57;;;no
UMH17;872.0;1;0;nhap_luu;W57;Waterdemand2.dfs0;UMT/57;;;no
UMH19;1459.0;1;0;nhap_luu;W57;Waterdemand2.dfs0;UMT/57;;;no
UMH22;200.0;1;0;nhap_luu;W57;Waterdemand2.dfs0;UMT/57;;;no
UMH24;200.0;1;0;nhap_luu;W57;Waterdemand2.dfs0;UMT/57;;;no
UMH26;3000.0;1;0;nhap_luu;W58;Waterdemand2.dfs0;UMT/58;;;no
UMH3;6000.0;1;0;nhap_luu;W57;Waterdemand2.dfs0;UMT/57;;;no
UMH4;9567.0;1;0;nhap_luu;W57;Waterdemand2.dfs0;UMT/57;;;no
UMH5;10560.0;1;0;nhap_luu;W57;Waterdemand2.dfs0;UMT/57;;;no
UMH7;200.0;1;0;nhap_luu;W57;Waterdemand2.dfs0;UMT/57;;;no
UMH9;200.0;1;0;nhap_luu;W57;Waterdemand2.dfs0;UMT/57;;;no
VAMNHONTRAAN;1506.0;1;0;nhap_luu;W18;Waterdemand2.dfs0;WB/18;;;no
VIEN BINH;2000.0;1;0;nhap_luu;W25;Waterdemand2.dfs0;TN/25;;;no
VINH BIEN;3000.0;1;0;nhap_luu;W29;Waterdemand2.dfs0;QLPH/29;;;no
VINH PHONG;6515.0;1;0;nhap_luu;W39;Waterdemand2.dfs0;QLPH/39;;;no
VINH PHONG;12000.0;1;0;nhap_luu;W39;Waterdemand2.dfs0;QLPH/39;;;no
VINH PHONG;21834.0;1;0;nhap_luu;W38;Waterdemand2.dfs0;QLPH/38;;;no
VINH PHONG;24000.0;1;0;nhap_luu;W37;Waterdemand2.dfs0;QLPH/37;;;no
VINH PHONG;28000.0;1;0;nhap_luu;W37;Waterdemand2.dfs0;QLPH/37;;;no
VL THANHTAN;6000.0;1;0;nhap_luu;W29;Waterdemand2.dfs0;QLPH/29;;;no
VL THANHTAN;6000.0;1;0;nhap_luu;W29;Waterdemand2.dfs0;QLPH/29;;;no
VP12;300.0;1;0;nhap_luu;W32;Waterdemand2.dfs0;QLPH/32;;;no
VP7;2000.0;1;0;nhap_luu;W32;Waterdemand2.dfs0;QLPH/32;;;no
VP8;5560.0;1;0;nhap_luu;W32;Waterdemand2.dfs0;QLPH/32;;;no
VP8;5560.0;1;0;nhap_luu;W32;Waterdemand2.dfs0;QLPH/32;;;no
VP9;4000.0;1;0;nhap_luu;W32;Waterdemand2.dfs0;QLPH/32;;;no
Vam Co;4736.0;1;0;nhap_luu;CD/119;Waterdemand2.dfs0;CD/119;;;no
Vam Co Dong;118286.0;1;0;nhap_luu;CD/118;Waterdemand2.dfs0;CD/118;;;no
Vam Co Dong;134525.0;1;0;nhap_luu;WEVC/116;Waterdemand2.dfs0;WEVC/116;;;no
Vam Co Dong;138889.0;1;0;nhap_luu;CD/118;Waterdemand2.dfs0;CD/118;;;no
Vam Co Dong;146011.0;1;0;nhap_luu;CD/118;Waterdemand2.dfs0;CD/118;;;no
Vam Co Dong;169163.0;1;0;nhap_luu;CD/119;Waterdemand2.dfs0;CD/119;;;no
Vam Co Dong;182951.0;1;0;nhap_luu;CD/119;Waterdemand2.dfs0;CD/119;;;no
Vam Co Dong;184395.0;1;0;nhap_luu;CD/119;Waterdemand2.dfs0;CD/119;;;no
Vam Co Tay;6493.0;1;0;nhap_luu;PR/107;Waterdemand2.dfs0;PR/107;;;no
Vam Co Tay;13308.0;1;0;nhap_luu;PR/107;Waterdemand2.dfs0;PR/107;;;no
Vam Co Tay;21869.0;1;0;nhap_luu;PR/107;Waterdemand2.dfs0;PR/107;;;no
Vam Co Tay;52506.0;1;0;nhap_luu;WEVC/114;Waterdemand2.dfs0;WEVC/114;;;no
Vam Co Tay;77109.0;1;0;nhap_luu;WEVC/116;Waterdemand2.dfs0;WEVC/116;;;no
Vam Co Tay;107466.0;1;0;nhap_luu;TA/98;Waterdemand2.dfs0;TA/98;;;no
Vam Co Tay;112314.0;1;0;nhap_luu;WEVC/117;Waterdemand2.dfs0;WEVC/117;;;no
Vam Co Tay;113928.0;1;0;nhap_luu;TA/98;Waterdemand2.dfs0;TA/98;;;no
Vam Co Tay;127441.0;1;0;nhap_luu;TA/98;Waterdemand2.dfs0;TA/98;;;no
Vam Co Tay;134282.0;1;0;nhap_luu;TA/98;Waterdemand2.dfs0;TA/98;;;no
Vam Co Tay;141146.0;1;0;nhap_luu;WEVC/117;Waterdemand2.dfs0;WEVC/117;;;no
Vam Rang;1904.0;1;0;nhap_luu;LXQ/15;Waterdemand2.dfs0;LXQ/15;;;no
Vam Ray;1658.0;1;0;nhap_luu;LXQ/7;Waterdemand2.dfs0;LXQ/7;;;no
VamNao;6091.0;1;0;nhap_luu;NMT/70;Waterdemand2.dfs0;NMT/70;;;no
VamNao;9292.0;1;0;nhap_luu;NMT/73;Waterdemand2.dfs0;NMT/73;;;no
VamNao;12256.0;1;0;nhap_luu;NMT/70;Waterdemand2.dfs0;NMT/70;;;no
VamNao;19307.0;1;0;nhap_luu;NMT/74;Waterdemand2.dfs0;NMT/74;;;no
VamNao;20759.0;1;0;nhap_luu;NMT/70;Waterdemand2.dfs0;NMT/70;;;no
Vinh An;7649.0;1;0;nhap_luu;NMT/69;Waterdemand2.dfs0;NMT/69;;;no
Vinh Te;1727.0;1;0;nhap_luu;LXQ/10;Waterdemand2.dfs0;LXQ/10;;;no
Vinh Te;20921.0;1;0;nhap_luu;LXQ/8;Waterdemand2.dfs0;LXQ/8;;;no
XA NO;4000.0;1;0;nhap_luu;W19;Waterdemand2.dfs0;WB/19;;;no
XA NO;6000.0;1;0;nhap_luu;W18;Waterdemand2.dfs0;WB/18;;;no
XA NO;11000.0;1;0;nhap_luu;W18;Waterdemand2.dfs0;WB/18;;;no
XA NO;11000.0;1;0;nhap_luu;W20;Waterdemand2.dfs0;WB/20;;;no
XA NO;17000.0;1;0;nhap_luu;W18;Waterdemand2.dfs0;WB/18;;;no
XA NO;19000.0;1;0;nhap_luu;W18;Waterdemand2.dfs0;WB/18;;;no
XA NO;21000.0;1;0;nhap_luu;W18;Waterdemand2.dfs0;WB/18;;;no
XA NO;23000.0;1;0;nhap_luu;W18;Waterdemand2.dfs0;WB/18;;;no
XA NO;27000.0;1;0;nhap_luu;W20;Waterdemand2.dfs0;WB/20;;;no
XA NO;29000.0;1;0;nhap_luu;W18;Waterdemand2.dfs0;WB/18;;;no
XA NO;36000.0;1;0;nhap_luu;W20;Waterdemand2.dfs0;WB/20;;;no
XANO2;200.0;1;0;nhap_luu;W18;Waterdemand2.dfs0;WB/18;;;no
XCUTQLPH;3000.0;1;0;nhap_luu;W28;Waterdemand2.dfs0;QLPH/28;;;no
XCUTQLPH;3000.0;1;0;nhap_luu;W28;Waterdemand2.dfs0;QLPH/28;;;no
XEO CHIT;20386.0;1;0;nhap_luu;W22;Waterdemand2.dfs0;WB/22;;;no
XEO CHIT;20386.0;1;0;nhap_luu;W27;Waterdemand2.dfs0;QLPH/27;;;no
XEO CHIT;31313.0;1;0;nhap_luu;W22;Waterdemand2.dfs0;WB/22;;;no
XEO CHIT;36280.0;1;0;nhap_luu;W36;Waterdemand2.dfs0;QLPH/36;;;no
XEO CHIT;57278.0;1;0;nhap_luu;W22;Waterdemand2.dfs0;WB/22;;;no
XEO CHIT;63202.0;1;0;nhap_luu;W22;Waterdemand2.dfs0;WB/22;;;no
XEO CHIT;66155.0;1;0;nhap_luu;W36;Waterdemand2.dfs0;QLPH/36;;;no
XEO CHIT;78897.0;1;0;nhap_luu;W37;Waterdemand2.dfs0;QLPH/37;;;no
XEO CHITN;3000.0;1;0;nhap_luu;W36;Waterdemand2.dfs0;QLPH/36;;;no
XEO GUA;4000.0;1;0;nhap_luu;W26;Waterdemand2.dfs0;QLPH/26;;;no
XEO MON;6000.0;1;0;nhap_luu;W21;Waterdemand2.dfs0;WB/21;;;no
XEO MON;19000.0;1;0;nhap_luu;W19;Waterdemand2.dfs0;WB/19;;;no
XEO RO;500.0;1;0;nhap_luu;W36;Waterdemand2.dfs0;QLPH/36;;;no
XEO RO;5000.0;1;0;nhap_luu;W36;Waterdemand2.dfs0;QLPH/36;;;no
XEO RO;9200.0;1;0;nhap_luu;W36;Waterdemand2.dfs0;QLPH/36;;;no
XEO SONG;2000.0;1;0;nhap_luu;W30;Waterdemand2.dfs0;QLPH/30;;;no
XEO TRAM;6000.0;1;0;nhap_luu;W22;Waterdemand2.dfs0;WB/22;;;no
XEO TRAM;6000.0;1;0;nhap_luu;W22;Waterdemand2.dfs0;WB/22;;;no
XEO TRAM2;6000.0;1;0;nhap_luu;W22;Waterdemand2.dfs0;WB/22;;;no
XEOCHIT_QUANLO;5697.0;1;0;nhap_luu;W36;Waterdemand2.dfs0;QLPH/36;;;no
